"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",582,"United Kingdom","GBR","female","18-34","2020-04-23",868,7197238.89,1.27,1.16,1.85,11.43,3.01,28.39,31.06,19.98,10.73,4.87,11.57,3.58,8.67,30.17,20.16,1.38,70,19.19,39.77,0.93,7.99,0.23,2.55,12.11,4.84,5.53,4.95,0,66.01,18.66,2.43,6.59,20.46,24.74,45.78,4.62,10.29,21.73,27.75,35.61,32.14,43.32,17.28,6.91,3.69,13.82,29.15,53.34,10409484.22,9761052.54,14175792.35,79746917.99,22693712.29,201372617.32,221583318.73,138922128.55,77349377.26,33130364.47,78318019.15,24895500.96,66748325.37,216637196.38,146146966.38,9076011.39,5440095.06,140901262.6,279046746.27,6747199.59,52418878.05,2301100.48,21944703.71,91966237.78,36364519.69,41428889.78,37822679.24,0,465754006.94,138353793.63,16701175.11,42231177.37,144409609.59,176657257.4,335056686.11,28628365.83,73857320.09,157713286.78,195514067.51,259342865.37,233250326.63,305473137.88,123233766.77,53098674.3,27773305.08,97431634.4,220024898.56,374494051.25,1.45,1.36,1.97,11.08,3.15,27.98,30.79,19.3,10.75,4.6,10.88,3.46,9.27,30.1,20.31,1.26,0.76,19.58,38.77,0.94,7.28,0.32,3.05,12.78,5.05,5.76,5.26,0,64.71,19.22,2.32,5.87,20.06,24.55,46.55,3.98,10.26,21.91,27.17,36.03,32.41,42.44,17.12,7.38,3.86,13.54,30.57,52.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",583,"United Kingdom","GBR","female","35-54","2020-04-23",842,8565179.76,1.55,1.43,2.15,14.64,3.93,24.55,29.88,20.41,10.95,4.65,5.84,3.81,7.88,30.12,15.2,1.55,84.62,23.68,44.4,0.48,11.59,0.24,1.91,12.47,5.94,6.29,7.36,0,62.59,17.81,1.78,3.92,12.95,21.97,59.38,1.9,6.41,14.49,27.08,50.12,32.19,43.94,18.53,5.23,2.38,8.31,25.53,63.78,14906686.88,13467492.25,19701908.45,128369452.27,34784581.6,197440104.69,247466953.43,171521739.99,90474845.53,40673178.09,44521321.78,34894980.68,61238530.36,250402149.06,122089842.09,10904779.11,9731046.74,203549848.06,385970908.75,4629218.79,101055462.65,1823764.27,19770716.46,116379712.12,62647311.92,52082082.94,63103601,0,525401319.98,153283660.12,18541480.64,31171051.18,104874746.65,178185440.02,523745257.48,17081172.84,51351203.83,112996664.24,233525089.36,441563845.7,281033201.53,370212056.33,156286328.17,48151975.21,19182913.16,69852999.01,230583280.37,536898783.44,1.74,1.57,2.3,14.99,4.06,23.05,28.89,20.03,10.56,4.75,5.2,4.07,7.15,29.23,14.25,1.27,1.14,23.76,45.06,0.54,11.8,0.21,2.31,13.59,7.31,6.08,7.37,0,61.34,17.9,2.16,3.64,12.24,20.8,61.15,1.99,6,13.19,27.26,51.55,32.81,43.22,18.25,5.62,2.24,8.16,26.92,62.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",584,"United Kingdom","GBR","female","55+","2020-04-23",429,9601711.94,1.17,1.17,1.4,14.25,6.31,22.38,26.81,23.08,9.79,4.21,3.96,2.8,6.06,19.58,13.08,0.48,100,13.82,45.69,1.17,11.66,0.47,2.33,11.89,6.06,3.96,4.9,0,58.74,26.34,0.94,2.34,8.2,21.31,67.21,2.8,2.33,9.79,25.41,59.67,29.84,43.12,21.45,5.36,0.7,5.83,18.18,75.29,6677031.61,6677031.61,10138566.48,112899517.89,65636398.23,196570862.19,239273700.57,202537956.54,77170712.32,38041368.17,39491374.75,27752233.79,48230998.96,156599045.2,117773369.58,937774.86,937774.86,90924994.43,391915286.02,15645180.03,110751960.68,5264929.86,18928748.42,88279082.76,46678520.2,25451041.18,40231614.94,0,540088533.43,307721484.14,8235235.77,17831614.48,62868931.11,185143303.04,681084392.56,21842648.2,21571601.19,80318484.41,248391588.5,588046871.59,270129189.43,419228787.75,222763348.2,46640076.16,3233364.8,41320463.09,177169276.3,738448089.69,0.7,0.7,1.06,11.76,6.84,20.47,24.92,21.09,8.04,3.96,4.11,2.89,5.02,16.31,12.27,0.1,0.1,9.47,40.82,1.63,11.53,0.55,1.97,9.19,4.86,2.65,4.19,0,56.25,32.05,0.86,1.86,6.55,19.28,70.93,2.27,2.25,8.37,25.87,61.24,28.13,43.66,23.2,4.86,0.34,4.3,18.45,76.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",585,"United Kingdom","GBR","female","overall","2020-04-23",2148,25448868.66,1.35,1.26,1.87,13.25,4.02,25.75,29.66,20.73,10.63,4.68,7.75,3.5,7.8,27.95,16.77,1.27,80,20.03,42.84,0.84,10.19,0.28,2.24,12.3,5.49,5.59,5.87,0,63.22,19.83,1.91,4.67,15.03,23.01,55.39,3.17,7.13,16.55,26.99,46.15,31.75,43.34,18.76,5.91,2.56,10.1,25.56,61.78,31993202.71,29905576.4,44016267.28,321406210.45,123114692.12,598673894.23,708714295.02,513372147.37,245385257.41,112235233.02,162330715.68,87542715.43,176217854.69,624310343.29,386400500.34,20918565.36,16108916.66,438392264,1061788961.76,27411920.7,265516296.92,9389794.6,60644168.59,298324578.36,145690351.81,121190048.98,141157895.18,0,1535589100.07,601259469.72,43868213.82,91233843.04,312771330.24,542612102.2,1544725675.84,67552186.87,146780125.11,353380971.07,678747358.57,1293758240.45,786756923.85,1094913981.96,508413043.52,147890725.66,50189583.03,209613461.68,630438238.89,1654645582.16,1.26,1.18,1.73,12.63,4.84,23.52,27.85,20.17,9.64,4.41,6.38,3.44,6.92,24.53,15.18,0.82,0.63,17.23,41.72,1.08,10.43,0.37,2.38,11.72,5.72,4.76,5.55,0,60.34,23.63,1.72,3.58,12.29,21.32,60.7,2.65,5.77,13.89,26.67,50.84,30.92,43.02,19.98,5.81,1.97,8.24,24.77,65.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",586,"United Kingdom","GBR","male","18-34","2020-04-23",461,6963726.07,1.3,0.87,2.17,12.8,3.04,15.18,29.93,16.05,8.68,4.56,3.04,2.82,6.72,21.04,14.78,0.43,NA,31.15,53.58,2.84,20.48,1.53,4.78,20.39,2.82,5.64,7.16,0,71.58,12.36,1.52,3.04,9.11,20.17,66.16,3.69,8.03,16.7,21.69,49.89,18.66,44.47,24.95,11.93,2.82,8.24,26.03,62.47,8338804.26,5506146.41,16060901.75,110931450.38,21302900.32,122454453.83,201716893.71,104372392.43,65019177.5,53425019.5,21578676.88,24539186.37,50120412.68,165907159.39,119861872.31,3078504.86,0,213640341.39,382876385.9,18437133.78,136928305.94,11865553.62,31860248.59,136266119.74,17533225.6,42930709.68,50521709.11,0,497738523.63,83048841.2,10064483.52,21212413.43,65596361.99,156177650.02,443321698.35,25856463.61,77371481.68,110765759.05,148048258.72,334330644.24,116314504.39,310302556.41,167176417.87,102579128.63,22036657.94,86294042.6,184391528.09,401850190.08,1.2,0.79,2.31,15.93,3.06,17.58,28.97,14.99,9.34,7.67,3.1,3.52,7.2,23.82,17.21,0.44,0,30.68,54.98,2.65,19.66,1.7,4.58,19.57,2.52,6.16,7.25,0,71.48,11.93,1.45,3.05,9.42,22.43,63.66,3.71,11.11,15.91,21.26,48.01,16.7,44.56,24.01,14.73,3.16,12.39,26.48,57.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",587,"United Kingdom","GBR","male","35-54","2020-04-23",560,8386132.7,1.62,1.62,1.8,13.64,3.95,15.08,24.6,16.13,8.08,5.03,3.23,2.15,5.21,16.85,15,0.9,50,31,53.57,1.79,18.25,1.07,4.11,18.43,6.79,5,6.61,0,70.36,11.25,0.72,1.61,9.3,14.49,73.88,2.15,4.12,13.98,19.89,59.86,23.04,45.54,21.07,10,3.39,5.54,21.96,69.11,13222440.43,13222440.43,15404298.49,118683162,36812296.04,118453407.04,203659135.44,134912994.15,61313741.63,40054159.98,27973694.16,19584003.81,45619717.21,124935246.8,124335971.65,7090360.44,1179889.12,274868713.67,461817310.69,15450105.59,159212422.45,8747096.13,41786176.57,161732441.07,68540396.78,52350402.29,50520946.03,0,573508554.28,93692970.46,6705091.33,12412413.18,79244361.2,125131138.3,614559513.72,20202418.31,33601923.65,111294019.47,172514691.05,499098371.71,191724843.16,384128174.46,175471569.84,84356330.33,30079848.95,51445585.64,191158831.55,565929003.69,1.58,1.58,1.84,14.15,4.39,14.12,24.29,16.09,7.31,4.78,3.34,2.34,5.44,14.9,14.83,0.85,0.14,32.78,55.07,1.84,18.99,1.04,4.98,19.29,8.17,6.24,6.02,0,68.39,11.17,0.8,1.48,9.45,14.92,73.28,2.41,4.01,13.27,20.57,59.51,22.86,45.81,20.92,10.06,3.59,6.13,22.79,67.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",588,"United Kingdom","GBR","male","55+","2020-04-23",323,8292482.32,0.31,0.31,0.62,13.4,3.43,16.51,23.36,20.56,5.92,3.43,1.87,1.87,5.3,14.33,10.53,0.31,NA,17.81,49.23,2.82,12.46,0.62,2.5,9.29,5.26,3.1,6.19,0,66.87,18.58,0.31,1.24,6.21,9.01,83.23,0.31,0.93,8.07,18.01,72.67,20.43,41.49,27.55,10.22,0.93,4.64,18.27,76.16,2173611.79,2173611.79,4880303.23,110421834.14,19121348.42,126917412.82,189759964.24,182281194.82,48227612.98,25198780.86,14720722.07,12275230.96,37060419.45,108425617.43,84088118.57,1561595.51,0,138423284.28,406975455.8,26408868.69,102451707.39,7290298.49,29041328.82,70740538.83,52606002.39,27052855.23,49377332.84,0,540042617.39,160169424.31,2986235.8,13835943.26,49212061.12,76425261.89,683329299.97,1714687.25,6165187.47,62626268.19,144663384.23,610619274.89,165793014.56,365806861.24,224378682.2,69810244.03,10247932.63,36205621.74,161843796.37,620950881.42,0.26,0.26,0.59,13.32,2.31,15.31,22.88,21.98,5.82,3.04,1.78,1.48,4.47,13.08,10.14,0.19,0,16.69,49.08,3.18,12.35,0.88,3.5,8.53,6.34,3.26,5.95,0,65.12,19.32,0.36,1.67,5.93,9.22,82.4,0.21,0.74,7.55,17.45,73.64,19.99,44.11,27.06,8.42,1.24,4.37,19.52,74.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",589,"United Kingdom","GBR","male","overall","2020-04-23",1349,23768772.73,1.26,1.04,1.71,13.24,3.5,15.4,26.12,17.17,7.81,4.54,2.83,2.31,5.73,17.7,13.87,0.6,50,27.94,52.63,2.46,17.71,1.12,4.02,16.91,5.04,4.82,6.67,0,69.98,13.34,0.89,2.01,8.47,15.16,73.48,2.23,4.68,13.45,20.06,59.58,20.9,44.18,24.02,10.67,2.59,6.23,22.54,68.5,28687485.95,20902198.63,41298132.94,340036446.53,77236544.77,367825273.69,600088622.87,422987341.31,179513161.58,123630589.81,64273093.11,56398421.14,132800549.33,404220653.1,333238592.01,11730460.81,1179889.12,631281189.33,1262482795.57,62125628.79,406064394.52,27902948.24,104517274.71,373691729.11,138679624.77,124163487.93,150419987.97,0,1622103338.49,336911235.97,19755810.64,47460769.87,194052784.31,362686679.68,1746381717.21,47773569.18,117138592.81,284686046.7,470178963.48,1451738825.27,478784991.58,1063988037.38,570966759.09,256745702.99,62364439.53,173945249.98,540735840.46,1598031554.66,1.21,0.88,1.74,14.31,3.25,15.48,25.25,17.8,7.55,5.2,2.7,2.37,5.59,17.01,14.02,0.49,0.05,26.56,53.12,2.61,17.08,1.17,4.4,15.72,5.83,5.22,6.33,0,68.25,14.17,0.83,2,8.16,15.26,73.47,2.01,4.93,11.98,19.78,61.08,20.14,44.76,24.02,10.8,2.62,7.32,22.75,67.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",590,"United Kingdom","GBR","overall","18-34","2020-04-23",1338,14262199.32,1.27,1.05,1.95,11.98,3,23.78,30.84,18.71,10.02,4.73,8.62,3.3,8.01,26.89,18.18,1.05,70,23.18,44.6,1.58,12.39,0.68,3.3,14.96,4.19,5.53,5.83,0,67.79,16.52,2.1,5.39,16.55,23.15,52.81,4.27,9.66,20.07,25.69,40.3,27.43,43.65,20.1,8.59,3.44,12.03,27.95,56.43,18748288.47,15267198.95,30236694.09,193569526.03,43996612.6,325453125.82,428901795.99,247020678.97,142850782.71,86555383.98,100378923.97,49434687.34,117693100.97,383432258.58,266008838.68,12154516.25,5440095.06,354541603.99,664522363.59,25184333.37,190582282.59,14166654.1,53804952.3,228714585.47,55041572.01,84359599.46,90166911.43,0,966091762.01,225960488.94,26765658.63,64441750.96,211376102.33,334731604.8,784236831.52,54484829.44,154123659.31,270325406.61,348944543.27,593673509.62,351190885.69,619554754.76,295128504.86,155677802.92,50808123.18,185827961.68,405169297.31,782614361.18,1.31,1.07,2.12,13.57,3.08,22.82,30.07,17.32,10.02,6.07,7.04,3.47,8.25,26.88,18.65,0.85,0.38,24.86,46.59,1.77,13.36,0.99,3.77,16.04,3.86,5.91,6.32,0,67.74,15.84,1.88,4.52,14.82,23.47,54.99,3.82,10.81,18.95,24.47,41.63,24.62,43.44,20.69,10.92,3.56,13.03,28.41,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",591,"United Kingdom","GBR","overall","35-54","2020-04-23",1411,17087192.89,1.57,1.49,1.99,14.22,3.99,20.78,27.88,18.79,9.89,4.84,4.84,3.27,6.77,24.88,15.1,1.28,80,26.59,48.12,1.07,14.16,0.57,2.84,14.96,6.31,5.81,7.02,0,65.77,15.1,1.42,2.98,11.42,18.94,65.25,2.06,5.46,14.19,24.2,54.08,28.49,44.51,19.49,7.3,2.83,7.16,24.17,65.84,28129127.31,26689932.68,35106206.94,247499824.87,72422106.43,318561167.42,456228965.53,309927618.61,153787191.5,81900713.62,73989296.07,56798493.41,106858247.56,379903956.98,247251042.54,17995139.55,10910935.86,481058733.85,854666222.23,21109504.32,260267885.1,10570860.39,62382121.82,281952549.36,132361084.25,105257714.03,113624547.02,0,1110499313.51,246976630.59,26071800.75,43583464.36,184119107.85,304489953.87,1149894210.45,38108819.94,84953127.48,224290683.71,410730875.93,948733936.69,476664376.82,758153778.47,333252178.15,136882189.2,50087990.9,121298584.65,427490870.95,1109841842.91,1.65,1.56,2.05,14.48,4.24,18.64,26.7,18.14,9,4.79,4.33,3.32,6.25,22.23,14.47,1.05,0.64,28.15,50.02,1.24,15.23,0.62,3.65,16.5,7.75,6.16,6.65,0,64.99,14.45,1.53,2.55,10.78,17.82,67.3,2.23,4.97,13.13,24.04,55.52,27.9,44.37,19.5,8.01,2.93,7.1,25.02,64.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
