"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"432",28313,"United Kingdom","GBR","overall","55+","2020-05-28",701,18016292.64,1,0.86,1.15,9.31,4.44,19.05,21.32,22.43,4.88,2.87,3.01,2.3,4.74,13.32,4.14,5.99,38.1,17.87,48.71,2.89,27.38,1.15,4.03,19.8,11.13,6.7,5.85,5.28,52.5,18.4,0.86,1.73,7.19,13.38,76.83,0.86,2.73,10.2,22.84,63.36,18.26,39.23,28.25,13.69,1.14,2.57,10.41,85.59,13368333.72,12925794.76,16408205.79,172171855.12,65878440.98,306033722.54,362369959.14,393912696.08,71997165.46,36508902.94,42681723.71,33165266.96,73773343.15,199535689.7,63503188.23,104988311.68,23835925.69,255090542.6,846351710.78,38439127.85,455569615.15,12413876.17,80358979.35,321905222.5,168218324.49,112225093.76,120143108.4,135088347.66,882732005.35,379735071.34,8696312.19,28575680.07,109183536.55,235180093.89,1399810333.17,11646979.22,49168979.17,173689784.91,376769267.89,1175175736.35,305109458.52,704009395.96,516124603.58,262926191.11,18979530.44,29607013.4,184518957.54,1564121431.42,0.74,0.72,0.91,9.56,3.66,16.99,20.11,21.86,4,2.03,2.37,1.84,4.09,11.08,3.52,5.83,1.32,14.16,46.98,2.13,25.29,0.69,4.46,17.87,9.34,6.23,6.67,7.5,49,21.08,0.48,1.59,6.06,13.05,77.7,0.65,2.73,9.64,20.91,65.23,16.94,39.08,28.65,14.59,1.05,1.64,10.24,86.82,1.87,25464762.04,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",28314,"United Kingdom","GBR","overall","overall","2020-05-28",3324,52984413.58,0.82,0.6,1.33,8.9,3.83,22.07,23.71,20.01,7.3,3.95,5.25,2.26,7.04,21.06,5.88,6.08,33.96,25.13,49.32,3.44,29.43,1.36,4.53,21.91,7.91,6.32,6.29,4.6,58.21,12.64,1.51,3.92,11.79,16.35,66.43,2.76,6.45,14.9,24.18,51.7,19.92,39.05,23.83,10.98,2.44,5.57,14.77,71.51,37735673.04,29317942.98,69865584.63,466201161.25,184652408.23,1058585098.66,1202616341.71,1067766503.5,322300626.87,183673048.34,219946217.42,108726052.45,324113818.79,951853465.15,264548947.46,343580047.16,63753799.29,1222547506.25,2545519715.71,151849820.98,1472984340.94,56367681.9,248964036.03,1074815095.2,437493688.34,326119951.23,333189821.01,304019639.33,2942366275.52,741794137.41,67972575.23,158271856.69,461577691.89,754495933.75,3526767032.85,118262830.65,258851913.22,652519035.15,1151607467.76,2792848635.31,953665751.67,2041807467.89,1311936947.97,671266880.24,107163147.18,226601504.86,727092745.53,3943542342.12,0.71,0.55,1.32,8.8,3.49,19.98,22.7,20.15,6.08,3.47,4.15,2.05,6.12,17.96,4.99,6.48,1.2,23.07,48.04,2.87,27.8,1.06,4.7,20.29,8.26,6.16,6.29,5.74,55.53,14,1.28,2.99,8.71,14.24,66.56,2.23,4.89,12.32,21.73,52.71,18,38.54,24.76,12.67,2.02,4.28,13.72,74.43,2.02,98887831.86,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",29373,"United Kingdom","GBR","female","18-34","2020-05-29",712,7130213.47,0.56,0.56,1.13,9.7,2.25,26.16,30.48,19.13,9.42,3.66,9.28,1.13,9,30.66,5.9,6.35,46.43,19.92,51.49,4.11,36.86,0.71,3.68,24.86,7.16,6.46,5.48,5.2,65.73,9.97,2.82,4.65,17.18,21.83,53.52,4.08,10.28,20.14,28.45,37.04,25.56,42.13,22.75,9.27,2.39,7.58,22.47,67.42,4073516.59,4073516.59,6466692.11,71050842.68,11627250.07,187065005.06,226631562.99,127444051.59,62725593.05,25822390.73,66489914.31,6991175.44,62172468.84,219321308.48,40561670.9,50600352.63,12527089.47,148544841.12,360686643.8,26478689.51,252569696.85,5457257.51,31708100.85,173959493.5,56531129.88,48636643.71,45601555.97,36862487.02,448966482.66,76423047.67,18388515.26,28950354.21,114036090.21,151183580.21,397971579.47,28962771.57,69011163.96,144084728.26,203828728.25,264642727.32,172477158.32,304225322.16,170149977.95,63677660.91,17331964.99,50839905.14,151033824.44,493428489.49,0.57,0.57,0.91,9.96,1.63,26.24,31.78,17.87,8.8,3.62,9.33,0.98,8.72,30.76,5.69,7.1,1.76,20.83,50.59,3.71,35.42,0.77,4.45,24.4,7.93,6.82,6.4,5.17,62.97,10.72,2.58,4.06,15.99,21.2,55.81,4.06,9.68,20.21,28.59,37.12,24.19,42.67,23.86,8.93,2.43,7.13,21.18,69.2,2.81,21106148.29,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",29374,"United Kingdom","GBR","female","35-54","2020-05-29",708,8554041.31,0.14,0.28,1.13,6.51,2.97,21.78,23.51,18.13,6.79,2.12,5.1,2.27,4.67,23.2,6.79,6.78,20,24.57,49.79,3.42,28.88,0.71,3.86,20.2,9.04,6.5,5.79,3.67,61.16,13.84,1.41,3.11,12.02,16.55,66.9,2.55,3.68,16.83,23.62,53.32,23.16,41.1,26.13,9.18,1.69,5.51,19.77,73.02,4362429.36,532344.28,12033411.77,55230040.14,25584478.66,169415922.88,184505556.06,151091525.47,61457888.46,16761771.78,41118336.45,18761884.96,33331633.17,188522844.58,63051680.66,58621632.62,2668849.94,236305431.31,432811899.15,22146742.28,256230168.39,6616892.3,29023100.4,179260514.84,77602514.45,60318817.11,55012484.57,25772364.54,520083686.68,116614263.51,13062732.11,24986322.49,103405551.63,142074984.38,570554427.83,25304797.71,33885460.85,128689531.74,206190019.06,460014209.06,194491934,348584843.58,227293272.66,81764769.02,14987692.77,46897734.06,160475437.04,633043267,0.51,0.06,1.41,6.46,2.99,19.81,21.57,17.66,7.18,1.96,4.81,2.19,3.9,22.04,7.37,6.85,0.31,27.63,50.6,2.59,29.95,0.77,3.39,20.96,9.07,7.05,6.43,3.01,60.8,13.63,1.53,2.92,12.09,16.61,66.7,2.96,3.96,15.04,24.1,53.78,22.74,40.75,26.57,9.56,1.75,5.48,18.76,74.01,1.7,17831535.66,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",29375,"United Kingdom","GBR","female","55+","2020-05-29",407,9478880.87,1.75,1.5,2.24,11.66,4.48,21.23,20.1,23.88,6.97,2,3.74,2.24,5.47,19.31,4.67,5.81,10,16.67,46.77,3.26,30.69,0.75,3,17.2,12.53,7.62,6.63,6.14,44.96,21.87,0.74,1.98,9.38,17.53,70.37,0.99,2.72,11.36,25.43,59.51,22.85,41.52,25.31,10.07,0.49,2.7,12.53,84.28,18910770.66,16134645.57,23039456.3,132630583.12,54247587.39,223626184.24,202266741.53,229767004.79,79740455.24,19023905.84,31004830.66,20312459.46,53357139.5,161715141.71,40013978.36,52902865.93,1946351.81,118931781.57,400130129.94,33715680.63,258822954.32,7706864.23,19766706.68,126512441.45,123885628.75,76356156.28,64032214.93,58691455.01,371700560.61,250037855.89,7363021.79,16413229.27,89006495.68,146849920.95,679507480.97,6856378.44,21440557.16,87819590.55,244952837.33,578070785.18,197019671.59,373773211.81,272708610.62,101438550.88,3102076.2,21680407.66,118886666.02,804218937.04,2,1.7,2.43,13.99,5.72,23.59,21.34,24.24,8.41,2.01,3.27,2.14,5.63,17.06,4.22,5.58,0.21,12.55,42.21,3.56,27.31,0.81,2.09,13.35,13.07,8.06,6.76,6.19,39.21,26.38,0.78,1.73,9.39,15.49,71.69,0.72,2.26,9.26,25.84,60.99,20.79,39.43,28.77,10.7,0.33,2.29,12.54,84.84,2.49,19209838.45,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",29376,"United Kingdom","GBR","female","overall","2020-05-29",1847,25638833.92,0.65,0.65,1.36,8.91,2.99,23.34,25.43,19.8,7.89,2.67,6.37,1.91,6.53,25.26,6.01,6.33,30.16,21.06,49.67,3.67,32.26,0.71,3.67,21.22,9.1,6.71,5.85,4.93,59.29,14.08,1.79,3.48,13.47,18.74,62.52,2.77,6.14,16.89,25.64,48.56,23.93,41.64,24.63,9.42,1.73,5.68,19.22,73.25,27346716.61,20740506.44,41539560.18,265182962.89,91459316.11,594079908.16,623183581.08,516557819.87,209190860.89,61608068.35,138613081.42,52337016.81,151767217.11,579044155.53,147014889.2,162124851.18,17142291.22,510168567.81,1214206946.36,83273978.18,775319134.17,19781014.03,82709270.47,484881258.96,262532069.45,185928491.56,166056117.44,126466633.86,1367934825.72,451781038.92,38814269.16,70821506.68,319949332.79,443131179.49,1678024647.11,61123947.72,131012160.39,370709584.37,654971584.64,1332923658.1,567786612.28,1049585904.69,687575830.44,249643284.87,36038608.43,119889647.57,443993689.51,1960469541.97,1.07,0.81,1.62,10.34,3.57,23.17,24.31,20.15,8.16,2.4,5.41,2.04,5.92,22.58,5.73,6.32,0.67,19.9,47.36,3.25,30.24,0.77,3.23,18.91,10.24,7.25,6.48,4.93,53.35,17.62,1.51,2.76,12.48,17.28,65.45,2.38,5.11,14.46,25.55,51.99,22.15,40.94,26.82,9.74,1.41,4.68,17.32,76.46,2.29,58147522.4,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",29377,"United Kingdom","GBR","male","18-34","2020-05-29",366,7187405.66,1.64,1.64,1.64,9.04,4.38,19.73,29.23,20,9.04,7.12,2.47,2.47,10.14,21.86,5.46,7.67,35.29,35.18,59.18,6.94,42.58,3.31,9.07,34.89,7.92,7.1,7.92,7.38,60.93,8.74,1.38,3.04,8.56,15.19,71.82,2.76,8.29,16.02,23.48,49.45,13.11,34.97,32.24,18.58,3.55,3.55,18.31,74.32,29457973.15,29457973.15,29457973.15,83504703.06,51590774.12,143442087.91,227642650.89,159144391.49,84465821.76,66221091.04,38127486.58,37869966.15,85177221.06,161557107.16,56281519.94,57785068.52,11296207.13,278037217.21,419717898.73,71435976.42,317556153.44,44156391.31,86493141.05,257534683.06,80249619.84,45096218.14,58171468.98,52884188.56,414069549.26,68269520.96,7314641.75,24349977.01,66019413.27,92636397.8,498508343.79,21779093.32,60541297.93,103348841.6,164558979.45,338600561.32,97870956.14,233850822.87,225025238.4,132081756.2,27412480.95,27539804.91,133969908.61,508565522.91,4.1,4.1,4.1,11.62,7.18,19.96,31.67,22.14,11.75,9.21,5.3,5.27,11.85,22.48,7.83,8.04,1.57,38.68,58.4,9.94,44.18,6.14,12.03,35.83,11.17,6.27,8.09,7.36,57.61,9.5,1.02,3.39,9.19,12.89,69.36,3.03,8.42,14.38,22.9,47.11,13.62,32.54,31.31,18.38,3.81,3.83,18.64,70.76,2.74,38261511.77,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",29378,"United Kingdom","GBR","male","35-54","2020-05-29",404,8663341.75,0.25,0.25,1,9.45,1.74,15.63,17.16,18.91,4.23,3.73,2.99,1,5.22,12.66,4.7,7.25,40,38.96,52.74,5.22,33.58,1.24,4.96,26.73,4.95,7.18,6.93,5.94,66.83,8.17,1.24,2.23,5.21,12.41,78.91,1.74,3.23,12.16,24.57,58.31,14.85,38.86,29.7,16.34,1.98,4.95,17.33,75.74,2542165.74,2542165.74,6702772.12,66607009.67,13701080.98,128358983.63,138821990.36,163683673.96,34347622.02,27280759.59,24147724.53,8253785.91,40527314.66,114422072.94,35479631.02,60999280.4,14004709.8,329809199.46,441260034.68,42352135.13,280117325.73,5406227.42,54996236.9,230388706.77,43376369.6,72410615.8,55101758.97,47892923.93,584423860.76,63128646.38,10454556,15839178.82,50088743.7,95789737.47,691299004.86,13897057,27023920.4,103182401.33,209166097.1,510201745.02,133686870.22,301360566.9,276661411.05,151762372.67,19544711.07,47228835.9,130440537.37,669120091.11,0.29,0.29,0.77,7.69,1.58,14.82,16.02,18.89,3.96,3.15,2.79,0.95,4.68,13.21,4.1,7.04,1.62,38.07,50.93,4.89,32.33,0.62,6.35,26.59,5.01,8.36,6.36,5.53,67.46,7.29,1.21,1.83,5.78,11.06,79.8,1.6,3.12,11.91,24.14,58.89,15.43,34.79,31.93,17.52,2.26,5.45,15.06,77.24,0.75,4894881.45,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",29379,"United Kingdom","GBR","male","55+","2020-05-29",266,8204652.64,0,0.75,0.75,10.53,6.06,20.75,20.38,26.04,3.77,2.26,3.02,2.63,4.15,8.65,3.77,5.64,14.29,19.16,49.25,4.98,25.38,0.77,3.42,18.8,12.03,6.77,7.14,8.65,51.13,14.29,1.15,0.38,5.34,10.31,82.82,1.15,2.67,8.4,21.37,66.41,15.04,37.22,30.08,16.54,0.75,3.38,10.9,84.59,0,7499540.95,7499540.95,97935849.03,37566411.25,141346436.17,168404304.56,198257375.04,27496481.59,16015998.81,20551024.68,20518556.15,34239515.08,56436087.66,34587777.5,50494066.52,2929914.69,148130575.13,402219597.5,33576793.81,215921654.47,6863275.03,27190907.51,157399595.71,113993982.09,50659689.76,42696799.65,61364983.42,423198722.84,128551085.77,7239554.9,552709.62,38676662.5,89053031.66,667751556.87,4519296.31,15392900.99,49137843.06,162335701.66,571887773.52,122712701.65,284896362.66,251871663.45,146366858.05,4285570.68,18385741.68,87566770.94,702870072.04,0,0.91,0.91,11.94,4.58,17.23,20.53,24.16,3.35,1.95,2.5,2.5,4.17,6.88,4.22,6.15,0.36,18.05,49.02,4.09,26.32,0.84,3.31,19.18,13.89,6.17,5.2,7.48,51.58,15.67,0.88,0.07,4.71,10.85,81.39,0.55,1.88,5.99,19.79,69.7,14.96,34.72,30.7,17.84,0.52,2.24,10.67,85.67,1.13,9202617.63,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",29380,"United Kingdom","GBR","male","overall","2020-05-29",1044,24309398.46,0.67,0.87,1.15,9.61,3.85,18.44,22.29,21.27,5.87,4.52,2.89,1.92,6.64,14.77,4.7,6.94,33.33,32.46,54.08,5.72,34.78,1.84,5.97,27.64,7.76,6.99,7.38,7.18,60.63,10.06,1.26,2.03,6.47,12.85,77.39,1.93,5.12,12.46,23.29,57.2,14.37,37.07,30.65,17.15,2.2,4.12,16.09,77.39,32000138.89,39499679.84,43660286.22,248501324.13,105102429.64,415845433.35,538695954.77,527156612.73,152250924.82,109517849.44,83279998.16,66642308.21,159944050.81,332415267.76,126348928.46,169278415.44,28230831.62,760015914.92,1275861222.16,147364905.36,828057493.07,56425893.77,168680285.46,652059834.29,237619971.53,168166523.7,157081199.2,162654160.32,1436154492.29,269263499.16,25008752.65,40741865.45,155238581.83,277991231.34,1881992920.24,40195446.63,106168109.37,255669085.99,537171949.8,1441768759.71,358155839.02,827502010.41,761737585.95,436151986.38,51242762.7,96527629.08,352943043.69,1901616454.17,1.32,1.62,1.8,10.22,4.32,17.11,22.16,21.69,6.26,4.51,3.43,2.74,6.58,13.67,5.2,6.96,1.16,31.26,52.48,6.06,34.06,2.32,6.94,26.82,9.77,6.92,6.46,6.69,59.08,11.08,1.03,1.68,6.39,11.44,77.42,1.65,4.37,10.52,22.1,59.31,14.73,34.04,31.34,17.94,2.11,3.97,14.52,78.23,1.54,52359010.85,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",29381,"United Kingdom","GBR","overall","18-34","2020-05-29",1083,14372990.08,1.02,1.02,1.39,9.62,3.05,24.24,30.19,19.8,9.44,4.9,7.03,1.67,9.44,27.82,5.82,6.77,42.22,25.14,54.22,5.14,38.81,1.59,5.67,28.31,7.39,6.65,6.28,6.09,63.99,9.6,2.32,4.09,14.3,19.59,59.7,3.62,9.66,18.76,26.74,41.23,21.33,39.61,25.95,12.56,2.77,6.37,21.05,69.62,36604158.84,36604158.84,38997334.35,158077819.71,66290693.28,335867937.91,458625039.58,292125538.01,150713688.78,95116150.86,107690069.98,47933810.68,150422359,385789655.7,99915859.94,108385421.15,23823296.61,430756634.03,785204973.1,100987335.02,573374769.39,49613648.82,121450160.99,434743095.65,136780749.72,93732861.84,103773024.95,91024832.19,866558305.89,145429232.99,25703157.01,53300331.22,180792167.84,243996228,901104103.83,50741864.89,130654368.5,248170234.22,368563957.7,606765562.61,271084778.83,538525749.91,395351466.35,199933992.81,44744445.94,79931221.53,285740397.41,1005242931.49,2.55,2.55,2.71,11,4.61,23.37,31.91,20.32,10.49,6.62,7.49,3.33,10.47,26.84,6.95,7.54,1.66,29.97,54.63,7.03,39.89,3.45,8.45,30.25,9.52,6.52,7.22,6.33,60.29,10.12,1.79,3.71,12.58,16.98,62.69,3.53,9.09,17.27,25.64,42.22,18.86,37.47,27.51,13.91,3.11,5.56,19.88,69.94,2.87,62440329.16,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",29382,"United Kingdom","GBR","overall","35-54","2020-05-29",1126,17477739.13,0.18,0.27,1.16,7.48,2.5,19.75,21.21,18.54,5.88,2.76,4.46,1.87,4.99,19.57,6.05,6.87,27.5,29.79,50.67,4.03,30.65,0.9,4.21,22.56,7.64,6.75,6.31,4.44,62.97,11.9,1.33,2.85,9.61,15.12,71.09,2.22,3.56,15.04,24.11,55.07,20.25,40.32,27.35,11.72,1.87,5.24,18.83,74.07,6904595.1,3074510.02,19375590.22,121837049.8,39285559.64,305479018.58,325997072.82,323344860.18,96616546.36,45261615.58,69447067.44,27655077.19,78039954.29,310649029.59,100432385.6,119620913.02,16673559.74,575142968.04,882211460.8,64498877.41,544067202.39,12023119.72,84019337.3,415007514.79,123439624.28,132927643.12,112887625.81,73665288.47,1120734843.29,184118887.67,23517288.1,42044585.52,157975375.29,245661249.22,1274392347.49,39201854.72,62128465.46,234597856.49,425106010.28,982556658.67,334240762.91,659743974.23,510588167.48,237068741.82,35171810.16,94126569.95,294691803.04,1323783729.49,0.4,0.18,1.11,6.97,2.25,17.48,18.65,18.5,5.53,2.59,3.97,1.58,4.47,17.77,5.75,6.84,0.95,32.91,50.48,3.69,31.13,0.69,4.81,23.74,7.06,7.61,6.46,4.21,64.12,10.53,1.35,2.41,9.04,14.06,72.92,2.24,3.55,13.42,24.32,56.22,19.12,37.75,29.21,13.56,2.01,5.39,16.86,75.74,1.52,24584907.64,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",29383,"United Kingdom","GBR","overall","55+","2020-05-29",677,17786211.21,1.04,1.19,1.64,11.14,5.22,21.22,20.24,24.74,5.66,2.09,3.43,2.38,5.07,15.13,4.29,5.71,11.76,17.54,48.07,3.92,28.72,0.75,3.15,18.17,12.26,7.39,6.79,7.09,47.56,18.76,0.9,1.34,7.76,14.78,75.22,1.04,2.68,10.13,23.85,62.3,19.65,39.73,27.18,12.85,0.59,2.95,11.82,84.49,18910770.66,23634186.52,30538997.25,230566432.15,92419544.16,370435464.67,371276591.6,428629925.35,107236936.82,35039904.65,51555855.34,40831015.61,88202200.09,218756774.89,74601755.86,103396932.45,4876266.5,267062356.7,812617497.59,67292474.43,480207453.06,14570139.26,46957614.19,293091244.31,237879610.83,127621391.55,106729014.59,120056438.43,804561508.08,378588941.66,14602576.69,16965938.89,127683158.18,239619315.48,1348953146.35,11375674.75,36833458.15,136957433.61,411004901.86,1156509965.97,319732373.24,659275119.98,528296636.95,253751270.69,7387646.88,40066149.34,206453436.96,1517356779.23,1.06,1.33,1.72,12.96,5.2,20.83,20.87,24.1,6.03,1.97,2.9,2.3,4.96,12.3,4.19,5.81,0.27,15.02,45.69,3.78,27,0.82,2.64,16.48,13.37,7.18,6,6.75,45.24,21.29,0.82,0.95,7.18,13.47,75.84,0.64,2.07,7.7,23.11,65.02,17.98,37.07,29.7,14.27,0.42,2.25,11.61,85.31,1.94,28412456.08,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",29384,"United Kingdom","GBR","overall","overall","2020-05-29",3095,53616420.41,0.68,0.78,1.4,9.14,3.44,21.83,24.6,20.8,7.14,3.31,5.16,2.05,6.78,21.76,5.64,6.68,31.58,25.36,51.45,4.38,33.18,1.13,4.5,23.4,8.3,6.59,6.17,5.49,57.22,12.15,1.58,2.96,10.97,16.68,67.81,2.44,5.78,15.26,24.79,51.74,19.35,37.74,25.27,11.63,1.81,4.85,17.03,70.66,65872141.71,67171340.57,94473535.31,547943920.33,220012570.43,1097167128.39,1258200180.18,1142556791.03,383738531.21,178882385.39,248099820.65,132342190.07,349549466.77,991021043.19,296801986.51,353400981.18,50713899.86,1356692980.91,2634322000.64,242789176.29,1694544977.4,78772021.56,262621644.79,1188342528.96,512097045.94,363105239.53,333056514.66,293218298.64,2884533921.17,743034949.29,63823021.8,112782456.34,484818013.78,737737810.71,3589043577.32,101319394.35,239501260.58,638287357.5,1208623559.11,2805330607.19,937559297.26,1897760642.31,1462022797.65,702144208.81,87920777.45,217968788.13,802739995.68,3915439707.86,1.23,1.25,1.76,10.22,4.1,20.46,23.47,21.31,7.16,3.34,4.63,2.47,6.52,18.48,5.54,6.59,0.95,25.3,49.13,4.53,31.6,1.47,4.9,22.16,9.55,6.77,6.21,5.47,53.8,13.86,1.19,2.1,9.04,13.76,66.94,1.89,4.47,11.9,22.54,52.32,17.49,35.4,27.27,13.1,1.64,4.07,14.97,73.03,2.24,124389133.98,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",30445,"United Kingdom","GBR","female","18-34","2020-05-30",731,7066467.66,0.41,0.41,0.55,8.62,3.42,24.49,30.1,16.28,9.17,4.1,9.03,1.64,8.07,28.18,5.88,6.59,34.38,21.26,52.33,4.25,42.41,1.37,4.11,25.89,6.7,7.39,5.47,5.34,64.57,10.53,2.34,5.23,18.32,23,51.1,4.67,9.48,19.92,25.96,39.97,24.35,42.68,23.53,9.03,3.28,7.25,18.19,71.14,4724802.54,4724802.54,6193829.09,61966708.77,23375355.61,171740277.48,210291881.93,110332506.87,66439788.51,26925520.73,56058840.84,13906635.43,61846079.57,193550265.13,43425803.47,48482915.28,11652739.14,152274263.7,365913521.4,30038482.58,305869758.72,15822942.62,39814080.09,181214111.57,48912785.25,49085380.8,45658834.76,45954907.8,446316585.56,70718272,22474528.05,35804307.11,127711761.06,166296314.97,348485539.38,28313064.68,67380094.85,143355585.47,180268955.48,282826726.51,172621699.62,298561845.08,165135588.54,65825293.76,25502526.4,56465518.4,124379705.38,498973696.56,0.67,0.67,0.88,8.77,3.31,24.3,29.76,15.61,9.4,3.81,7.93,1.97,8.75,27.39,6.15,6.86,1.65,21.55,51.78,4.25,43.28,2.24,5.63,25.64,6.92,6.95,6.46,6.5,63.16,10.01,3.18,5.07,18.07,23.53,49.32,4.01,9.54,20.29,25.51,40.02,24.43,42.25,23.37,9.32,3.61,7.99,17.6,70.61,2.19,19491963.86,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
