"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"786",21573,"United Arab Emirates","ARE","male","18-34","2020-07-23",104,1739056.98,0.97,0.97,0.97,8.74,2.91,7.77,9.71,9.71,10.68,2.91,2.91,1.94,7.77,16.5,6.73,44.23,43.48,60.58,75.96,50.49,44.23,5.83,16.5,42.31,79.81,15.38,1.92,0,0,2.88,0,2.97,11.88,29.7,55.45,0.96,7.69,18.27,28.85,44.23,27.88,21.15,19.23,28.85,11.54,4.81,29.81,53.85,617665.79,617665.79,617665.79,16729097.43,1691079.95,9030436.35,11800881.44,18666743.79,18352105.95,1626222.88,2223112.32,8344147.81,14821122.88,27104701.14,10653547.82,80478021.08,42708795.25,102288846.9,131027083.26,80925705.35,70741170.52,8535835.21,29943647.98,63140414.76,140151412.14,19966937.43,4906159.47,0,0,8881188.71,0,1853428.67,15148737.75,57274766.78,94075865.35,1098236.06,18294269.91,23719784.74,50666257.68,80127149.37,43368589.57,29124504.74,43019676.47,51739638.92,26454801.33,8642736.44,56818045.52,81990114.47,0.36,0.36,0.36,9.62,0.97,5.19,6.79,10.73,10.55,0.94,1.28,4.8,8.52,15.59,6.13,46.28,24.56,58.82,75.34,46.53,40.68,4.91,17.22,36.31,80.59,11.48,2.82,0,0,5.11,0,1.07,8.71,32.93,54.1,0.63,10.52,13.64,29.13,46.08,24.94,16.75,24.74,29.75,15.21,4.97,32.67,47.15,2.91,3524263.5,2.03,25.96,20.19,24.04,29.81,58836726.48,25460664.08,39396221.79,50212085.4,33.83,14.64,22.65,28.87
"787",21574,"United Arab Emirates","ARE","male","35-54","2020-07-23",89,1521467.05,0,0,0,4.49,1.12,8.99,8.99,10.11,3.37,0,1.12,0,3.37,10.11,3.37,44.32,48.72,51.14,67.05,43.18,40.91,6.82,10.11,40.45,79.78,12.36,2.25,2.25,0,3.37,0,3.37,10.11,17.98,68.54,2.25,4.49,11.24,15.73,66.29,23.6,32.58,26.97,16.85,5.62,8.99,19.1,66.29,0,0,0,5399295.29,9475279.34,14835794.1,19631047.17,27062389.14,3617741.65,0,849036.72,0,8412306.51,17224665.43,4944684.14,62405203.03,33691432.29,66863394.59,100867752.01,66332419.78,53986606.17,8918069.99,16369585.29,46094353.34,117878793.9,15313037.88,5572401.22,7063120.13,0,6319351.65,0,3636942.7,26891119.35,30323413.3,91295229.42,2126957.2,12638806.46,15355242.68,37931679.14,84094019.3,31409738.21,36727788.85,54670924.07,29338253.64,14456914.11,8240490,28790890.33,100658410.34,0,0,0,3.55,6.23,9.75,12.9,17.79,2.38,0,0.56,0,5.53,11.32,3.25,41.02,22.14,43.95,66.3,43.6,35.48,5.86,10.76,30.3,77.48,10.06,3.66,4.64,0,4.15,0,2.39,17.67,19.93,60,1.4,8.31,10.09,24.93,55.27,20.64,24.14,35.93,19.28,9.5,5.42,18.92,66.16,0,0,0,19.1,21.35,28.09,31.46,26502619.3,38671119.7,46106531.5,40866434.28,17.42,25.42,30.3,26.86
"788",21575,"United Arab Emirates","ARE","male","overall","2020-07-23",208,3593665.81,0.48,0.48,0.48,6.28,1.93,7.73,8.7,9.18,6.76,1.45,1.93,0.97,5.31,12.56,5.77,44.93,48.39,56.04,71.01,45.63,42.03,5.83,13.04,41.35,79.33,14.9,1.92,0.96,0,2.88,0,2.93,10.73,22.93,63.41,1.44,5.77,13.94,22.6,56.25,25.48,26.44,24.52,22.12,9.13,6.73,23.56,60.58,617665.79,617665.79,617665.79,22128392.72,11166359.29,23866230.46,31431928.61,45729132.93,21969847.6,1626222.88,3072149.04,8344147.81,23233429.39,44329366.57,21814253.54,159752976.72,87621429,185432428.51,251638771.36,159353706.56,136732910.49,17453905.21,47748009.67,123514077.71,280388500.07,46235860.15,10478560.69,7063120.13,0,15200540.36,0,5490371.37,44391672.88,88386270.71,215545367.22,3225193.26,30933076.36,39075027.42,96598303.75,189534980.6,80028104.27,76637652.01,112245135.29,83802401.77,44004453.14,19040265.23,89642771.98,206679091.04,0.17,0.17,0.17,6.16,3.11,6.64,8.75,12.72,6.11,0.45,0.85,2.32,6.47,12.34,6.07,44.45,24.38,51.6,70.02,44.34,38.05,4.86,13.29,34.37,78.02,12.87,2.92,1.97,0,4.23,0,1.53,12.35,24.6,59.98,0.9,8.61,10.87,26.88,52.74,22.27,21.33,31.23,23.32,12.25,5.3,24.94,57.51,1.45,3524263.5,0.98,22.22,20.29,26.09,31.4,88432083.49,67723598.98,96642370.37,104235627.6,24.61,18.85,26.89,29.01
"789",21576,"United Arab Emirates","ARE","overall","18-34","2020-07-23",179,2823961.38,0.56,0.56,1.69,6.74,1.69,11.8,12.36,11.24,9.55,3.37,3.93,1.12,7.87,18.54,6.7,35.75,40.62,47.19,65.17,44.63,40.68,6.25,14.2,38.55,79.33,12.29,2.23,0,0,6.15,0.57,3.45,14.37,27.01,54.6,2.23,8.94,19.55,25.14,44.13,29.61,29.05,17.88,21.23,11.17,6.7,31.84,50.28,617665.79,617665.79,3462798.1,17816743.6,1691079.95,20263015.7,18307728.04,28322622.26,22022931.86,4164195.79,5605563.7,8344147.81,21486569.08,46824174.2,18072400.5,106567197.21,53181676.42,121727917.41,176451926.72,112061963.88,99878991.9,15635209.44,38686062.89,89838592.77,213659153.96,29679786.38,8526735.18,0,0,30530462.49,1593642.99,8328652.87,34985732.25,77157142.49,152284670.42,4800933.95,31482606.61,42986397.35,75995294.68,127130905.42,82462055.42,73848358.14,54775433.41,64252776.9,44449155.04,17393403.05,90674813.81,129878766.12,0.22,0.22,1.23,6.31,0.6,7.18,6.48,10.03,7.8,1.47,1.99,2.95,7.61,16.58,6.4,37.74,18.83,43.11,62.48,39.68,35.37,5.54,13.7,31.81,75.66,10.51,3.02,0,0,10.81,0.56,2.95,12.39,27.32,53.93,1.7,11.15,15.22,26.91,45.02,29.2,26.15,19.4,22.75,15.74,6.16,32.11,45.99,2.25,4677365.91,1.66,26.26,25.7,23.46,24.58,95584648.74,52943947.17,65069647.23,68797894.87,33.85,18.75,23.04,24.36
"790",21577,"United Arab Emirates","ARE","overall","35-54","2020-07-23",150,2317644.62,0,0,0,4.03,0.67,10.07,10.07,9.4,2.68,0.67,2.01,0,4.03,12,2,42.28,47.62,41.22,60.81,39.19,33.78,5.41,10.74,32.67,82,8.67,2,1.33,0,6,0,2.01,10.74,22.15,65.1,1.33,4,12.67,22,60,24.67,33.33,28.67,12,6,10.67,17.33,65.33,0,0,0,6839492.69,9475279.34,26400505.51,23824417.14,31863410.9,4133999.88,516258.23,2183934.18,0,10725742.25,30035146.03,4944684.14,101494628.32,51990715.67,82624807.97,132466590,85431536.48,65530694.84,10070543.27,24316139.34,61132929.95,181976135.79,16893945.7,7561949.54,7063120.13,0,18269310.83,0,3636942.7,33034397.45,44631270.02,145983942.19,2126957.2,13969018.44,23051954.91,57982720.35,134633811.09,48084512.16,62771025.12,86176542.27,33226504.21,18243131.51,16186721.8,48188551.59,148058699.85,0,0,0,2.95,4.09,11.39,10.28,13.75,1.78,0.22,0.94,0,4.63,12.96,2.13,43.79,22.43,35.65,57.16,36.86,28.27,4.35,10.49,26.38,78.52,7.29,3.26,3.05,0,7.88,0,1.57,14.25,19.26,62.99,0.92,6.03,9.95,25.02,58.09,20.75,27.08,37.18,14.34,7.87,6.98,20.79,63.88,0,0,0,21.33,26,24.67,28,42192215.6,71660163.09,61925047.17,55987036.13,18.2,30.92,26.72,24.16
"791",21578,"United Arab Emirates","ARE","overall","overall","2020-07-23",426,6810596.37,0.47,0.47,0.95,4.99,1.42,10.66,10.19,9.95,5.46,2.13,2.61,0.71,6.16,15.84,5.9,40.1,45.18,46.37,63.91,42.07,37.69,7.05,12.56,35.35,72.3,10.56,1.88,0.94,0,5.63,0.27,2.43,12.4,23.45,61.46,1.59,6.35,15.34,23.81,52.91,23.71,26.53,20.19,14.55,7.98,7.51,21.36,49.3,1258682.92,1258682.92,4103815.23,27979998.02,13018193.21,54493626.3,48405820.83,67914445.45,27627386.84,6532287.94,9004632.27,8985164.94,40814441.6,101033332.72,40782256.96,286123516.17,134807592.18,285032492.7,406843537.9,256574279.16,228142234.46,47628128.81,80131063.78,193572043.98,467788297.14,69169494.58,19693669.01,15011348,0,51876412.09,1593642.99,11965595.58,77613354.11,131171504.79,363575071.27,6927891.15,49221976.44,70463263.87,156022440.68,318794198.12,142271535.69,159627325.38,158896934.49,115953632.74,71160341.07,38374472.57,157591237.52,317099412.27,0.18,0.18,0.6,4.11,1.91,8,7.11,9.97,4.06,0.96,1.32,1.32,5.99,14.83,5.99,42.01,19.79,41.85,59.74,37.67,33.5,6.99,11.77,28.42,68.69,10.16,2.89,2.2,0,7.62,0.23,1.76,11.4,19.26,53.38,1.02,7.23,10.35,22.91,46.81,20.89,23.44,23.33,17.03,10.45,5.63,23.14,46.56,0.95,4677365.91,0.69,23.71,25.61,24.52,26.16,151585722.32,137993115.68,152727942.43,140673139.29,22.26,20.26,22.43,20.66
"792",22510,"United Arab Emirates","ARE","female","18-34","2020-07-24",54,601588.94,1.85,1.85,1.85,9.26,0,25.93,14.81,18.52,5.56,3.7,3.7,0,5.56,18.52,5.56,35.19,21.05,32.08,54.72,40.74,33.96,9.43,20.75,27.78,79.63,11.11,1.85,1.85,0,5.56,1.85,3.7,11.11,33.33,50,1.85,14.81,16.67,31.48,35.19,37.04,35.19,20.37,5.56,9.26,14.81,31.48,44.44,457450.03,457450.03,457450.03,8000952.9,0,16653516.03,8112376.64,15783623.99,5452969.34,5428468.96,1513475,0,2139665.04,12764102.41,4743544.78,25849895.53,5640927.67,16085214.83,28969959.17,22729190.04,20537839.39,8313185.1,11367687.59,17322468.38,45625838.09,7811047.23,382454.39,323468.4,0,6016085.9,5105000.57,2027899.09,7000360.11,22457338.52,23568295.72,323468.4,10642006.49,11200845.75,21998823.13,15993750.24,19781623.16,22144320.79,10075341.91,6317230.53,9229608.68,10528907.07,15467332.13,24933046.13,0.76,0.76,0.76,13.3,0,27.68,13.48,26.24,9.06,9.02,2.52,0,3.56,21.22,7.89,42.97,9.38,26.74,48.16,37.78,34.14,13.82,18.9,28.79,75.84,12.98,0.64,0.54,0,10,8.49,3.37,11.64,37.33,39.18,0.54,17.69,18.62,36.57,26.59,32.88,36.81,16.75,10.5,15.34,17.5,25.71,41.45,1.85,457450.03,0.76,27.78,29.63,22.22,20.37,16795127.74,21763239.8,11086247.66,10514278.8,27.92,36.18,18.43,17.48
"793",22511,"United Arab Emirates","ARE","female","35-54","2020-07-24",53,682812.11,0,0,0,3.77,3.77,16.98,5.66,11.54,3.77,0,1.89,1.89,3.77,11.32,0,20.75,63.64,28.3,50.94,41.51,28.3,7.55,7.55,24.53,84.91,9.43,0,1.89,0,3.77,0,0,11.32,15.09,73.58,0,3.77,18.87,24.53,52.83,28.3,24.53,24.53,22.64,13.21,5.66,26.42,54.72,0,0,0,891430.23,3229649.69,14051652.96,5492179.95,6353175.58,1572996.14,0,694772.17,196658.06,1072985.53,7209925.92,0,19452661.8,13342060.85,14502583.13,32936258.69,26783161.26,24287275.02,3662777.19,5190140.75,15270639.72,59579778.85,5793197.45,0,625430,0,2282804.56,0,0,4435601.79,8981655.69,54863953.38,0,1525372.98,9634457.42,12540360.02,44581020.44,18985709.89,11521501.6,19228485.3,18545514.06,8363669.15,2318300.65,21864349.33,35734891.72,0,0,0,1.31,4.73,20.58,8.04,9.3,2.3,0,1.02,0.29,1.57,10.56,0,28.49,19.54,21.24,48.24,39.22,35.57,5.36,7.6,22.36,87.26,8.48,0,0.92,0,3.34,0,0,6.5,13.15,80.35,0,2.23,14.11,18.37,65.29,27.81,16.87,28.16,27.16,12.25,3.4,32.02,52.33,3.77,1429448.42,2.09,22.64,30.19,20.75,26.42,14974120.27,19066220.94,20832431.42,13408438.22,21.93,27.92,30.51,19.64
"794",22512,"United Arab Emirates","ARE","female","overall","2020-07-24",113,1332538.15,0.88,0.88,0.88,6.19,1.77,20.35,10.62,15.18,4.42,1.79,2.65,0.88,4.42,14.16,2.65,27.43,35.48,29.46,54.46,40.71,29.46,8.04,13.39,24.78,82.3,9.73,0.88,1.77,0,5.31,0.88,1.77,11.5,23.89,61.95,0.88,8.85,17.7,26.55,46.02,34.51,29.2,21.24,14.16,10.62,10.62,29.2,49.56,457450.03,457450.03,457450.03,8892383.13,3229649.69,30705168.98,14312255.83,23739027.44,7025965.48,5428468.96,2208247.17,196658.06,3212650.57,19974028.33,4743544.78,45690150.05,18982988.52,31477821.02,65829905.34,51502171.89,44825114.41,11975962.29,16557828.35,32593108.1,109129304.43,13604244.68,382454.39,948898.39,0,9188913.52,5105000.57,2027899.09,12143661.13,33041222.07,80936032.55,323468.4,12167379.47,21543002.4,34539183.15,64680781.99,42303427.81,34053415.12,29303827.21,25752767.65,17593277.83,13737230.78,38375525.3,63547781.5,0.34,0.34,0.34,6.67,2.42,23.04,10.74,17.81,5.27,4.07,1.66,0.15,2.41,14.99,3.56,34.29,14.25,23.62,49.4,38.65,33.64,8.99,12.43,24.46,81.9,10.21,0.29,0.71,0,6.9,3.83,1.52,9.11,24.8,60.74,0.24,9.13,16.17,25.92,48.54,31.75,25.56,21.99,19.33,13.2,10.31,28.8,47.69,2.65,1886898.45,1.42,24.78,30.09,22.12,23.01,32156840.74,42427183.05,33144846.74,25524944.89,24.13,31.84,24.87,19.16
"795",22513,"United Arab Emirates","ARE","male","18-34","2020-07-24",127,1919655.74,0,0,0.79,4.72,2.36,10.32,9.45,14.96,7.14,3.94,2.38,2.36,6.35,13.49,9.45,49.61,45.9,61.11,74.4,52.8,36.8,8.8,15.2,37.8,82.68,9.45,1.57,1.57,0,4.72,0.79,3.17,15.08,23.02,57.94,1.57,6.3,16.54,25.98,49.61,16.54,30.71,24.41,26.77,4.72,16.54,16.54,60.63,0,0,1811328.81,7713380.7,3563269.72,18018483.27,14586556.44,30586239.31,16467754.67,8591270.92,3861181.64,6462926.13,13548609.8,31198181.2,25517367.21,88595035.08,45257924.94,109074311.43,130238444.91,96626442.24,60153338.57,13988416.31,24116122.49,62352363.92,156624197.22,17163797.03,2672751.29,1592284.48,0,13912544.4,2101675.34,10128020.81,27634355.06,46541543.25,105105890.59,3066910.13,15348885.29,28802794.32,60128927.16,84618057.52,33404880.81,44869279.9,54291719.93,57448181.44,6233281.59,44797875.88,32208031.79,106146711.36,0,0,0.94,4.02,1.86,9.39,7.6,15.93,8.58,4.48,2.01,3.37,7.06,16.25,13.29,46.15,23.58,56.82,67.84,50.34,31.34,7.29,12.56,32.48,81.59,8.94,1.39,0.83,0,7.25,1.09,5.28,14.4,24.24,54.75,1.6,8,15,31.32,44.08,17.4,23.37,28.28,29.93,3.25,23.34,16.78,55.29,2.36,4066842.11,2.12,20.8,28.8,24,26.4,36391949.58,66965894.31,41142393.01,44885663.72,18.96,34.88,21.43,23.38
"796",22514,"United Arab Emirates","ARE","male","35-54","2020-07-24",122,1826970.05,0,0,0,2.52,1.68,8.4,5.83,8.4,0.84,0,3.33,0.84,0,6.72,7.38,40.16,42.86,54.1,71.31,45.08,48.36,6.56,10.66,33.61,77.87,17.21,0,0,0,4.92,1.67,0.83,6.67,15,75.83,2.46,0.82,7.38,17.21,72.13,18.03,27.87,27.87,24.59,4.1,7.38,17.21,71.31,0,0,0,1547346.72,1511901.01,13318469.95,5883940.41,11774346.43,343633.55,0,9418368.76,1531423.35,0,5907537.8,13092725.82,88511174.37,37340871.33,92157872.25,128147178.22,72362830.41,83647810.84,14445954.79,13964465.06,49441388.4,132156262.13,38393760.69,0,0,0,12146981.91,5847074.59,1551034.8,12175841.96,31767485.54,130562069.33,8491152.59,339409.13,13887943.24,25981923.49,133996576.28,31651144.89,44673641.73,50964024.85,53409377.91,5779770.96,18547659.2,35474160.05,122895414.51,0,0,0,0.85,0.83,7.29,3.22,6.44,0.19,0,5.16,0.84,0,3.23,7.17,48.45,20.44,50.44,70.14,39.61,45.78,7.91,7.64,27.06,72.34,21.01,0,0,0,6.65,3.2,0.85,6.66,17.39,71.46,4.65,0.19,7.6,14.22,73.34,17.32,24.45,27.9,29.23,3.16,10.15,19.42,67.27,0,0,0,18.03,21.31,24.59,36.07,27789632.53,44591504.8,51015710.82,59300156.59,15.21,24.41,27.92,32.46
"797",22515,"United Arab Emirates","ARE","male","overall","2020-07-24",269,4186930.4,0,0,0.38,4.14,1.88,8.68,7.12,11.65,3.77,1.89,2.63,1.5,3.4,9.81,7.81,44.24,44.44,55.22,73.78,49.62,42.7,7.87,11.99,35.32,79.93,13.75,1.12,0.74,0,4.46,1.13,1.88,11.28,18.8,66.92,1.86,3.35,11.9,21.93,60.97,15.99,30.48,26.39,25.28,4.09,11.9,16.73,66.54,0,0,1811328.81,14358124.94,5075170.73,31336953.22,20470496.85,46121140.59,16811388.22,8591270.92,13279550.4,7994349.48,16045651.84,38894145.18,38610093.02,202550024.35,98402866.22,209889656.92,297234846.08,198375913.74,162906926.58,35397734.61,38080587.54,126346424.78,324021105.32,63335009.39,3685114.44,1592284.48,0,26059526.31,7948749.92,11679055.61,43113261.26,83832723.94,270871661.33,11558062.72,15688294.43,45727586.95,93060960.02,252658135.82,65056025.69,100097613.9,117247773.06,123251121.99,12013052.55,66212105.4,71234359.56,266653848.62,0,0,0.43,3.43,1.21,7.48,4.89,11.02,4.02,2.05,3.17,1.91,3.83,9.29,9.22,48.38,23.5,50.13,70.99,47.38,38.91,8.45,9.1,30.18,77.39,15.13,0.88,0.38,0,6.22,1.9,2.79,10.3,20.02,64.69,2.76,3.75,10.92,22.23,60.34,15.54,23.91,28,29.44,2.87,15.81,17.01,63.69,1.13,4066842.11,0.97,19.1,25.84,23.97,31.09,68712170.71,120950878.25,100052806.57,126397510.6,16.41,28.89,23.9,30.19
"798",22516,"United Arab Emirates","ARE","overall","18-34","2020-07-24",188,2667248.87,0.53,0.53,1.06,5.85,1.6,14.44,11.7,17.02,6.42,3.72,2.67,1.6,5.88,15.51,7.98,44.15,40.74,52.15,67.03,48.11,35.68,9.73,16.3,34.04,80.85,9.57,1.6,1.6,0,6.38,1.07,3.21,13.37,25.67,56.68,1.6,8.51,16.49,27.66,45.74,22.34,31.38,23.94,20.74,6.38,15.96,20.74,55.85,457450.03,457450.03,2268778.83,15714333.6,3563269.72,34671999.29,30846180.43,56101310.73,21920724.01,14019739.88,5374656.64,6462926.13,15688274.84,52109530.97,30260911.99,121113989.3,57567911.31,128172200.6,161650002.47,119926708.23,82172428.95,24795976.52,35483810.08,80585007.33,211931768.34,24974844.27,3055205.67,1915752.88,0,24847316.17,7206675.9,12155919.91,34634715.17,70477070.43,141796416.55,3390378.53,25990891.78,41587840.13,84177014.91,111578761.98,53757579.92,68869897.83,68392860.3,71912659.33,17047090.33,55897858.9,49531661.05,141668603.23,0.17,0.17,0.85,5.89,1.34,13,11.56,21.03,8.22,5.26,2.02,2.42,5.88,19.54,11.35,45.41,21.58,48.05,60.61,44.96,30.81,9.3,13.3,30.21,79.46,9.36,1.15,0.72,0,9.32,2.7,4.56,12.99,26.42,53.16,1.27,9.74,15.59,31.56,41.83,20.15,25.82,25.64,26.96,6.39,20.96,18.57,53.11,2.13,4524292.13,1.7,22.04,29.03,23.66,25.27,53187077.32,90778398.73,55669137.87,64510599.6,19.94,34.03,20.87,24.19
"799",22517,"United Arab Emirates","ARE","overall","35-54","2020-07-24",181,2569867.22,0,0,0,2.81,2.25,11.24,6.15,9.04,1.69,0,3.35,1.12,1.12,8.43,5.52,34.81,47.62,46.41,64.64,44.2,41.99,6.63,9.94,30.39,80.11,14.92,0,0.55,0,4.42,1.12,0.56,8.38,15.08,74.86,1.66,1.66,11.05,19.89,65.75,21.55,26.52,27.07,23.76,6.63,7.18,19.34,66.85,0,0,0,2438776.95,4741550.7,28198047.22,12204044.67,18127522.01,1916629.69,0,10941065.24,1728081.41,1072985.53,13945388.03,14570914.49,111049951.78,53031574.51,109625375.98,163265112.75,101327667.51,110032578.83,18108731.98,20675323.85,65288803.05,197167772.89,44763733.08,0,625430,0,14429786.47,5847074.59,1551034.8,17439368.06,42227329.9,189128416.59,8491152.59,1864782.12,24350324.96,40867899.81,181412562.96,52041554.02,57673332,72580655.82,72692365.24,14143440.11,22344148.52,57338509.38,163160624.42,0,0,0,0.95,1.85,10.97,4.75,7.05,0.75,0,4.26,0.67,0.42,5.43,5.67,43.21,20.64,42.66,63.53,39.43,42.82,7.05,8.05,25.41,76.72,17.42,0,0.24,0,5.61,2.28,0.6,6.79,16.43,73.59,3.3,0.73,9.48,15.9,70.59,20.25,22.44,28.24,28.29,5.5,8.69,22.31,63.49,1.12,1429448.42,0.56,19.89,23.76,23.76,32.6,45762659.5,64485650.05,73162390.45,73576022.44,17.81,25.09,28.47,28.63
"800",22518,"United Arab Emirates","ARE","overall","overall","2020-07-24",467,7149417.68,0.22,0.22,0.66,5.24,1.97,12.04,9.17,12.04,4.82,1.98,2.62,1.53,3.72,11.57,6.28,40.17,42.22,46.47,65.38,45.64,37.67,8.92,12.16,30.49,74.09,11.35,1.28,0.86,0,5.78,1.42,1.65,10.87,19.39,66.67,2.11,4.45,13.35,22.25,57.85,19.7,26.77,22.06,19.91,6,10.06,18.42,54.82,457450.03,457450.03,3728277.13,33858228.3,9234327.24,76401764.91,54472303.32,84325095.29,36977480.58,16919643.52,18886394.12,14897246.74,24323376.19,86606432.75,58136339.53,311040286.09,148675607.11,285414344.17,417743276,290931473.89,239965105.79,67921300.41,70278403.05,176165080.9,506788958.59,87150210.82,14116281.31,2541182.87,0,49735710.75,16155820.08,13706954.7,56821266.3,126727412.63,418594602.94,19206069.85,27855673.9,72600400.34,132846399.93,381642477.3,122421466.15,155707032.04,158049815.82,163422661.69,39076231.32,82454081.76,125777288.19,364594583.55,0.06,0.06,0.52,4.74,1.29,10.69,7.62,11.79,5.17,2.37,2.64,2.08,3.4,12.11,8.13,43.51,20.8,39.92,58.43,40.69,33.56,9.5,9.83,24.64,70.89,12.19,1.97,0.36,0,6.96,2.26,1.92,7.95,17.73,58.55,2.69,3.9,10.15,18.58,53.38,17.12,21.78,22.11,22.86,5.47,11.53,17.59,51,2.39,11467503.98,1.6,20.38,27.34,23.98,28.3,110872082.81,182382865.96,150129798.24,168517437.8,15.51,25.51,21,23.57
