"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
1,"2020-04-07",0.00178571428571429,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
2,"2020-04-08",0.0033921302578019,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
3,"2020-04-09",0.0071609098567818,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
4,"2020-04-10",0.00740362522338524,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
5,"2020-04-11",0.00312963267995388,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
6,"2020-04-12",0.0100072780203785,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
7,"2020-04-13",0.0181430096051227,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
8,"2020-04-14",0.0134572252483178,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
9,"2020-04-15",0.0134572252483178,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
10,"2020-04-16",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
11,"2020-04-17",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
12,"2020-04-18",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
13,"2020-04-19",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
14,"2020-04-20",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
15,"2020-04-21",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
16,"2020-04-22",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
17,"2020-04-23",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
18,"2020-04-24",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
19,"2020-04-25",0.0127181307305531,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
20,"2020-04-26",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
21,"2020-04-27",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
22,"2020-04-28",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
23,"2020-04-29",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
24,"2020-04-30",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
25,"2020-05-01",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
26,"2020-05-02",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
27,"2020-05-03",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
28,"2020-05-04",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
29,"2020-05-05",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
30,"2020-05-06",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
31,"2020-05-07",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
32,"2020-05-08",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
33,"2020-05-09",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
34,"2020-05-10",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
35,"2020-05-11",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
36,"2020-05-12",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
37,"2020-05-13",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
38,"2020-05-14",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
39,"2020-05-15",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
40,"2020-05-16",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
41,"2020-05-17",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
42,"2020-05-18",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
43,"2020-05-19",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
44,"2020-05-20",0.0130659374050441,0,0,0,0.00578412652017171,0.00494498476767428,0.00662326827266913
