"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
16,"2020-04-03",0.06957928802589,0,0,0,0.0698949447384953,0.0681119729008627,0.071677916576128,0.00300104276335903,0.0013261638924616,0.00467592163425647,3.50581116057801,-1.28471639178727,8.29633871294329,1.58805845759158e-05,-0.000119097981244256,0.000150859150396088
17,"2020-04-04",0.0696319018404908,0,0,0,0.0698949447415325,0.0681119729057434,0.0716779165773216,0.00300965784517779,0.00133932348997918,0.0046799922003764,3.04232859339472,-0.998253854667932,7.08291104145738,1.84603691126453e-05,-0.000134247826057564,0.000171168564282854
18,"2020-04-05",0.0759493670886076,0,0,0,0.0698949447445697,0.0681119729106076,0.0716779165785318,0.0030182976582785,0.00135254556124606,0.00468404975531095,2.64012031630965,-0.765085010904158,6.04532564352346,2.14592369787153e-05,-0.000151177121579876,0.000194095595537307
19,"2020-04-06",0.0705737956428352,0,0,0,0.0698949447476068,0.0681119729154549,0.0716779165797587,0.00302696227365717,0.00136583031367183,0.0046880942336425,2.29108561768253,-0.576125088497589,5.15829632386265,2.49452678274575e-05,-0.000170064275198387,0.000219954810853302
20,"2020-04-07",0.0687929956222639,0,0,0,0.069894944750644,0.0681119729202856,0.0716779165810023,0.00303565176251359,0.00137917795428568,0.0046921255707415,1.98819473306765,-0.423759965281573,4.40014943141687,2.89976007814627e-05,-0.00019109871800114,0.000249093919564065
21,"2020-04-08",0.0574823378291586,0,0,0,0.0698949447536811,0.0681119729250997,0.0716779165822625,0.00304436619625196,0.00139258868970107,0.00469614370280284,1.72534726161669,-0.301616098268166,3.75231062150154,3.37082310319211e-05,-0.000214479783750876,0.000281896245814719
22,"2020-04-09",0.0542049934296978,0,0,0,0.0698949447567183,0.068111972929897,0.0716779165835395,0.00305310564648145,0.00140606272607926,0.00470014856688365,1.49724930041192,-0.204365581887998,3.19886418271184,3.91840982936679e-05,-0.000240414934471307,0.000318783131058643
23,"2020-04-10",0.0507563025210084,0,0,0,0.0698949447597554,0.0681119729346777,0.0716779165848331,0.00306187018501682,0.00141960026909137,0.00470414010094228,1.29930682214282,-0.127561067903844,2.72617471218948,4.5549514527589e-05,-0.000269117150539587,0.000360216179594765
24,"2020-04-11",0.0510529674537333,0,0,0,0.0698949447627926,0.0681119729394417,0.0716779165861434,0.00307065988387896,0.00143320152387913,0.00470811824387879,1.12753314868968,-0.0674960584987938,2.32256235587815,5.29489860440231e-05,-0.000300801261475459,0.000406699233563505
25,"2020-04-12",0.0731859233883525,0,0,0,0.0698949447658297,0.0681119729441889,0.0716779165874704,0.00307947481529552,0.00144686669501416,0.00471208293557689,0.97846865707776,-0.0210867489205362,1.97802406307606,6.15504940539382e-05,-0.00033567894325919,0.000458779931367067
26,"2020-04-13",0.0772626931567329,0,0,0,0.0698949447688668,0.0681119729489196,0.0716779165888141,0.00308831505170151,0.00146059598645572,0.00471603411694731,0.849111100632531,0.014227836405567,1.6839943648595,7.15493081422574e-05,-0.000373952047324977,0.000517050663609491
27,"2020-04-14",0.0727981800454989,0,0,0,0.0698949447719039,0.0681119729536334,0.0716779165901745,0.00309718066573986,0.00147438960150689,0.00471997172997282,0.73685514196301,0.0405701860805578,1.43314009784546,8.31724192359774e-05,-0.000415803853395438,0.000582148691867393
28,"2020-04-15",0.0788160957765214,0,0,0,0.0698949447749411,0.0681119729583307,0.0716779165915516,0.00310607173026203,0.00148824774276921,0.00472389571775485,0.639439879931923,0.0596954808795814,1.21918427898426,9.66836927033764e-05,-0.000461387750740474,0.000654755136147227
29,"2020-04-16",0.0699325523606674,0,0,0,0.0698949447779783,0.0681119729630113,0.0716779165929453,0.00311498831832863,0.00150217061209545,0.00472780602456181,0.554903313774903,0.073051616105427,1.03675501144438,0.000112389858568854,-0.000510812747574104,0.000735592464711812
30,"2020-04-17",0.0773462783171521,0,0,0,0.0698949447810154,0.0681119729676751,0.0716779165943557,0.00312393050321001,0.0015161584105408,0.00473170259587922,0.481542827249296,0.0818297729864015,0.881255881512191,0.000130647474831977,-0.000564125083044701,0.000825420032708656
31,"2020-04-18",0.0790849673202614,0,0,0,0.0698949447840526,0.0681119729723223,0.0716779165957828,0.00313289835838683,0.00153021133831208,0.00473558537846159,0.41788089694002,0.0870069888972479,0.748754804982793,0.000151871021970502,-0.00062128506708711,0.000925027111028115
32,"2020-04-19",0.09248,0,0,0,0.0698949447870897,0.0681119729769528,0.0716779165972266,0.00314189195755072,0.00154432959471514,0.0047394543203863,0.362635334067579,0.0893819580040919,0.635888710131067,0.00017654231238704,-0.000682138096321928,0.00103522272109601
33,"2020-04-20",0.0867175572519084,0,0,0,0.0698949447901269,0.0681119729815666,0.0716779165986871,0.00315091137460485,0.0015585133781002,0.00474330937110949,0.31469346045072,0.0896051080938841,0.539781812807555,0.000205221428410594,-0.000746378584884584,0.00115682144170577
34,"2020-04-21",0.0905263157894737,0,0,0,0.069894944793164,0.0681119729861638,0.0716779166001642,0.00315995668366452,0.00157276288580514,0.0047471504815239,0.273089698512371,0.0882038411024653,0.457975555922277,0.00023855943716514,-0.000813505303061621,0.0012906241773919
35,"2020-04-22",0.0880575539568345,0,0,0,0.0698949447962011,0.0681119729907442,0.0716779166016581,0.00316902795905782,0.0015870783140966,0.00475097760401903,0.236986123978438,0.0856036901453315,0.388368557811544,0.000277313170955448,-0.000882766329681361,0.00143739267159226
36,"2020-04-23",0.08928046989721,0,0,0,0.0698949447992383,0.068111972995308,0.0716779166031686,0.0031781252753262,0.00160145985810893,0.00475479069254346,0.205655589589292,0.0821460312076955,0.329165147970887,0.000322362408711296,-0.000953091493241513,0.00159781631066411
37,"2020-04-24",0.0901525658807212,0,0,0,0.0698949448022754,0.068111972999855,0.0716779166046958,0.0031872487072251,0.00161590771178064,0.00475858970266955,0.178467079925605,0.0781028900876605,0.278831269763549,0.000374729848539519,-0.00102300980142493,0.00177246949850397
38,"2020-04-25",0.0879150066401062,0,0,0,0.0698949448053126,0.0681119730043854,0.0716779166062397,0.00319639832972456,0.00163042206778854,0.00476237459166057,0.154873002386076,0.0736893021463433,0.236056702625808,0.00043560432479648,-0.00109054894464264,0.0019617575942356
39,"2020-04-26",0.0911877394636015,0,0,0,0.0698949448083497,0.0681119730088992,0.0716779166078003,0.00320557421800983,0.00164500311747925,0.00476614531854041,0.134398158349854,0.0690736116797394,0.199722705019968,0.000506367796749945,-0.0011531135246128,0.00216584911811269
40,"2020-04-27",0.0891113892365457,0,0,0,0.0698949448113869,0.0681119730133962,0.0716779166093776,0.00321477644748201,0.00165965105079807,0.00476990184416595,0.116630172396376,0.0643860373248949,0.168874307467856,0.000588626721521166,-0.00120733824688506,0.00238459168992739
41,"2020-04-28",0.0863459037711313,0,0,0,0.069894944814424,0.0681119730178765,0.0716779166109715,0.00322400509375863,0.00167436605621512,0.00477364413130215,0.101211186821468,0.0597257780332209,0.142696595609716,0.00068424852352895,-0.00124891202100288,0.00261740906806078
42,"2020-04-29",0.0856780735107731,0,0,0,0.0698949448174612,0.0681119730223402,0.0716779166125821,0.00323326023267433,0.00168914832064852,0.00477737214470014,0.0878306541723718,0.0551668889407433,0.120494419404,0.000795403988357182,-0.00127236893474872,0.00286317691146308
43,"2020-04-30",0.0840543881334982,0,0,0,0.0698949448204983,0.0681119730267872,0.0716779166142095,0.0032425419402814,0.00170399802938462,0.00478108585117818,0.0762190826390989,0.0507631156854345,0.101675049592763,0.000924616543462287,-0.0012708428406042,0.00312007592752878
44,"2020-05-01",0.0813477737665463,0,0,0,0.0698949448235355,0.0681119730312175,0.0716779166158535,0.00325185029285049,0.001718915365995,0.00478478521970599,0.0661426083306252,0.0465518357950471,0.0857333808662033,0.00107481954448064,-0.00123578476087956,0.00338542384984084
45,"2020-05-02",0.0819830713422007,0,0,0,0.0698949448265726,0.0681119730356311,0.0716779166175142,0.0032611853668712,0.00173390051225029,0.0047884702214921,0.0573982851183554,0.0425572093423859,0.0722393608943249,0.00124942286763733,-0.00115664865496717,0.00365549439024184
46,"2020-05-03",0.0785798816568047,0,0,0,0.0698949448296097,0.068111973040028,0.0716779166191915,0.00327054723905268,0.00174895364803046,0.0047921408300749,0.0498099971815382,0.0387925696144788,0.0608274247485975,0.00145239032002289,-0.00102056655983926,0.00392534719988503
47,"2020-05-04",0.0754022988505747,0,0,0,0.0698949448326469,0.0681119730444082,0.0716779166208856,0.00327993598632431,0.00176407495123156,0.00479579702141706,0.0432249119308866,0.035261933799059,0.0511878900627143,0.00168832962508934,-0.00081207237787965,0.00418873162805833
48,"2020-05-05",0.0754022988505747,0,0,0,0.069894944835684,0.0681119730487717,0.0716779166225963,0.00328935168583632,0.00177926459766878,0.00479943877400386,0.0375104018701978,0.0319601023390039,0.0430607014013916,0.00196259702619706,-0.000513033252345657,0.00443822730473978
49,"2020-05-06",0.0754022988505747,0,0,0,0.0698949448387212,0.0681119730531186,0.0716779166243238,0.00329879441496039,0.00179452276097545,0.00480306606894532,0.032551373400447,0.0288694598625349,0.0362332869383591,0.00228141888289955,-0.000103229112927798,0.00466606687872691
50,"2020-05-07",0.0806818181818182,0.025,0,0.004,0.0698949448417583,0.0681119730574488,0.0716779166260679,0.00330826425129032,0.00180984961249816,0.00480667889008249,0.0282566800301035,0.0259519007415333,0.0305614593186737,0.00265118454603942,0.000435404256369094,0.00486696483570974
51,"2020-05-08",0.0806818181818182,0.025,0,0.004,0.0698949448447955,0.0681119730617623,0.0716779166278286,0.00331776127264267,0.00182524532118737,0.00481027722409797,0.0247758930287697,0.0232898983350384,0.026261887722501,0.00304904240626712,0.00105148790273789,0.00504659690979635
52,"2020-05-09",0.0806818181818182,0.025,0,0.004,0.0698949448478326,0.0681119730660591,0.0716779166296061,0.00332728555705737,0.00184071005348379,0.00481386106063096,0.0220309792172791,0.0208973449476865,0.0231646134868717,0.00345597694767396,0.00168559611427315,0.00522635778107476
53,"2020-05-10",0.0806818181818182,0.025,0,0.004,0.0698949448508698,0.0681119730703392,0.0716779166314003,0.0033368371827984,0.0018562439731999,0.0048174303923969,0.019850283219343,0.0188001451025287,0.0209004213361573,0.00386402035892279,0.00229409874878057,0.005433941969065
54,"2020-05-11",0.0841363102232667,0.018018018018018,0,0.00305343511450382,0.0698949448539069,0.0681119730746027,0.0716779166332111,0.00334641622835438,0.00187184724139669,0.00482098521531207,0.0181075694973006,0.0170553959746042,0.019159743019997,0.00426526973479907,0.0028356016353401,0.00569493783425803
55,"2020-05-12",0.0859504132231405,0.016260162601626,0,0.0027972027972028,0.069894944856944,0.0681119730788494,0.0716779166350387,0.00335602277243928,0.00188752001625529,0.00482452552862328,0.0167088393478943,0.0156560812200963,0.0177615974756923,0.00465231863402435,0.00328597646432558,0.00601866080372311
56,"2020-05-13",0.0859504132231405,0.016260162601626,0,0.0027972027972028,0.0698949448599812,0.0681119730830795,0.0716779166368829,0.00336565689399303,0.00190326245294317,0.00482805133504289,0.0155832198840107,0.0145532777246562,0.0166131620433652,0.00501863472150162,0.00365023145734386,0.00638703798565939
57,"2020-05-14",0.0849640822392866,0.0130378096479791,0,0.00230680507497117,0.0698949448630183,0.0681119730872929,0.0716779166387438,0.00337531867218214,0.00191907470347482,0.00483156264088945,0.0146765855325733,0.0136913087004941,0.0156618623646525,0.00535885784371898,0.00395532844676603,0.00676238724067192
58,"2020-05-15",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0698949448660555,0.0681119730914896,0.0716779166406213,0.00338500818640042,0.00193495691656658,0.00483505945623425,0.0139470352979903,0.0130200973526318,0.0148739732433487,0.00566900355935692,0.00423095388697765,0.0071070532317362
59,"2020-05-16",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0698949448690926,0.0681119730956696,0.0716779166425156,0.00339472551626957,0.00195090923748522,0.00483854179505392,0.0133616451016014,0.0124970652755024,0.0142262249277005,0.00594656808647113,0.00449716889123358,0.00739596728170868
60,"2020-05-17",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0698949448721298,0.068111973099833,0.0716779166444266,0.00340447074163988,0.00196693180789025,0.00484200967538952,0.0128941064048166,0.0120862751945861,0.0137019376150471,0.00619054042974299,0.00476196493005738,0.00761911592942859
61,"2020-05-18",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0698949448751669,0.0681119731039796,0.0716779166463542,0.00341424394259086,0.00198302476566934,0.00484546311951239,0.0125229883242282,0.0117576366872461,0.0132883399612103,0.00640133513025243,0.00502295436963853,0.00777971589086633
62,"2020-05-19",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0698949448782041,0.0681119731081096,0.0716779166482986,0.0034240451994319,0.0019991882447668,0.004848902154097,0.0122304442718097,0.0114871394911953,0.0129737490524242,0.00658066413576126,0.00526984493226675,0.00789148333925578
63,"2020-05-20",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448812412,0.0681119731122229,0.0716779166502595,0.00343387459270293,0.00201542237500459,0.00485232681040126,0.0120012406742237,0.0112577775872741,0.0127447037611734,0.00673136867930015,0.00548746366950631,0.00797527368909398
64,"2020-05-21",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448842784,0.0681119731163195,0.0716779166522372,0.00344373220317508,0.00203172728189558,0.00485573712445459,0.011822023959137,0.0110596887360788,0.0125843591821951,0.00685723209836919,0.00566056943792825,0.00805389475881013
65,"2020-05-22",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448873155,0.0681119731203994,0.0716779166542316,0.00345361811185139,0.00204810308644872,0.00485913313725406,0.0116807687509846,0.0108884965578526,0.0124730409441165,0.00696279278098991,0.00578109012203639,0.00814449543994343
66,"2020-05-23",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448903527,0.0681119731244627,0.0716779166562427,0.00346353239996737,0.00206454990496556,0.00486251489496918,0.0115663689399937,0.0107426763161133,0.0123900615638741,0.00705317354686004,0.00585472288986605,0.00825162420385403
67,"2020-05-24",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448933898,0.0681119731285092,0.0716779166582704,0.00347347514899179,0.00208106784882798,0.00486588244915561,0.0114683696827619,0.010621368787804,0.0123153705777199,0.00713392228955264,0.0059012951318988,0.00836654944720649
68,"2020-05-25",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.069894944896427,0.0681119731325391,0.0716779166603149,0.00348344644062726,0.00209765702427633,0.0048692358569782,0.011379477028268,0.0105235276343577,0.0122354264221782,0.00720876457034747,0.00594367473148851,0.00847385440920643
69,"2020-05-26",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949448994641,0.0681119731365522,0.0716779166623759,0.00349344635681096,0.00211431753217784,0.00487257518144408,0.0112978640618284,0.0104473273541973,0.0121484007694595,0.0072774070341795,0.0059931295355696,0.0085616845327894
70,"2020-05-27",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449025013,0.0681119731405487,0.0716779166644538,0.00350347497971524,0.00213104946778459,0.00487590049164589,0.011222357459312,0.0103893952202919,0.0120553196983321,0.00733908486233784,0.00605358110040082,0.00862458862427486
71,"2020-05-28",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449055384,0.0681119731445285,0.0716779166665482,0.00351353239174839,0.00214785292048063,0.00487921186301616,0.0111518225962547,0.0103453213914995,0.0119583238010099,0.00739303284029133,0.00612447296651621,0.00866159271406644
72,"2020-05-29",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449085755,0.0681119731484917,0.0716779166686594,0.00352361867555526,0.00216472797351758,0.00488250937759293,0.0110851582343132,0.0103100087931111,0.0118603076755154,0.00743849211654863,0.00620216666399814,0.00867481756909913
73,"2020-05-30",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449116127,0.0681119731524381,0.0716779166707872,0.00353373391401791,0.00218167470373831,0.00488579312429751,0.0110212923292165,0.0102779324676208,0.0117646521908122,0.0074747175751611,0.00628079657769813,0.00866863857262408
74,"2020-05-31",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449146498,0.0681119731563679,0.0716779166729318,0.00354387819025638,0.00219869318128791,0.00488906319922486,0.0109591789010957,0.0102434833861347,0.0116748744160567,0.00750098576320219,0.00635291161628949,0.00864905991011489
75,"2020-06-01",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.069894944917687,0.0681119731602809,0.071677916675093,0.0035540515876293,0.00221578346931136,0.00489231970594724,0.0108977959177627,0.010201522160564,0.0115940696749615,0.00751660329696441,0.00641022539799766,0.00862298119593116
76,"2020-06-02",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449207241,0.0681119731641773,0.0716779166772709,0.00356425418973459,0.00223294562363724,0.00489556275583193,0.0108361441483799,0.0101481363170739,0.0115241519796858,0.00752091565254362,0.00644475428917316,0.00859707701591407
77,"2020-06-03",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449237613,0.068111973168057,0.0716779166794655,0.00357448608041016,0.00225017969244677,0.00489879246837356,0.0107732469492022,0.010081358645856,0.0114651352525483,0.00751331622837487,0.00645039927816082,0.00857623317858892
78,"2020-06-04",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0698949449267984,0.0681119731719201,0.0716779166816768,0.0035847473437346,0.00226748571592722,0.00490200897154198,0.0107081509448358,0.0100014544735137,0.0114148474161579,0.0074932555496552,0.00642453322239714,0.00856197787691326
79,"2020-06-05",0.0844386929796182,0.0104058272632674,0,0.00659754948162111,0.0698949449298355,0.0681119731757664,0.0716779166839047,0.00359503806402786,0.00228486372590922,0.00490521240214651,0.0106399275678742,0.00991057978190341,0.011369275353845,0.00746025046800461,0.00636875527643771,0.00855174565957152
80,"2020-06-06",0.0844386929796182,0.0104058272632674,0,0.00659754948162111,0.0698949449328727,0.0681119731795961,0.0716779166861493,0.00360535832585195,0.00230231374548674,0.00490840290621716,0.0105676754169928,0.00981202162459475,0.0113233292093909,0.00741389319479036,0.00628831283086144,0.00853947355871928
81,"2020-06-07",0.0844386929796182,0.0104058272632674,0,0.00659754948162111,0.0698949449359099,0.068111973183409,0.0716779166884107,0.00361570821401162,0.0023198357886191,0.00491158063940414,0.0104905233887371,0.00970941752189235,0.0112716292555819,0.00735385999391516,0.0061905938024323,0.00851712618539802
82,"2020-06-08",0.0844386929796182,0.0104058272632674,0,0.00659754948162111,0.069894944938947,0.0681119731872053,0.0716779166906887,0.00362608781355507,0.00233742985971388,0.00491474576739627,0.0104076345315028,0.00960619420510391,0.0112090748579017,0.00727991935019942,0.00608353981997314,0.00847629888042571
83,"2020-06-09",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449419841,0.0681119731909849,0.0716779166929834,0.00363649720977468,0.0023550959531898,0.00491789846635956,0.0103182105617571,0.00950523320854833,0.011131187914966,0.00719193942341128,0.00597449651973326,0.0084093823270893
84,"2020-06-10",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449450213,0.0681119731947478,0.0716779166952947,0.00364693648820762,0.00237283405301842,0.00492103892339683,0.0102215064533781,0.00940864467031879,0.0110343682364374,0.00708991159422196,0.00586949543404429,0.00831032775439964
85,"2020-06-11",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449480584,0.068111973198494,0.0716779166976228,0.00365740573463668,0.00239064413224356,0.00492416733702979,0.0101175406210114,0.00931695188950338,0.0109181293525195,0.00697521087438696,0.00577179932102394,0.00817862242774997
86,"2020-06-12",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449510956,0.0681119732022236,0.0716779166999676,0.00366790503509083,0.00240852615247719,0.00492728391770448,0.0100075461159152,0.00922867806278832,0.0107864141690421,0.00685134142880346,0.00568112246284571,0.00802156039476122
87,"2020-06-13",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449541327,0.0681119732059365,0.071677916702329,0.00367843447584607,0.00242648006337051,0.00493038888832164,0.00989283750996443,0.00914158174674609,0.0106440932731828,0.0067218451975145,0.0055956956680535,0.00784799472697551
88,"2020-06-14",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449571699,0.0681119732096326,0.0716779167047071,0.00368899414342605,0.00244450580205887,0.00493348248479323,0.00977468617133021,0.00905302136170769,0.0104963509809527,0.00659005303081365,0.00551300039915892,0.00766710566246839
89,"2020-06-15",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.069894944960207,0.0681119732133121,0.0716779167071019,0.00369958412460277,0.00246260329257902,0.00493656495662652,0.00965431532266682,0.00896023260747836,0.0103483980378553,0.00645906565639895,0.00543023394916855,0.00748789736362935
90,"2020-06-16",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449632441,0.0681119732169749,0.0716779167095133,0.00371020450639738,0.00248077244525726,0.0049396365675375,0.0095328966432331,0.008860708185664,0.0102050851008022,0.00633174995181181,0.00534479730549544,0.00731870259812818
91,"2020-06-17",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449662813,0.0681119732206211,0.0716779167119416,0.00372085537608081,0.00249901315606669,0.00494269759609494,0.00941154832368957,0.00875269954865087,0.0100703970987283,0.00621074872741773,0.00525487155531616,0.0071666258995193
92,"2020-06-18",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449693184,0.0681119732242505,0.0716779167143864,0.00373153682117452,0.00251732530595199,0.00494574833639705,0.00929133447341043,0.00863573194217785,0.00994693700464302,0.00609850225926404,0.00516002583517821,0.00703697868334987
93,"2020-06-19",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449723556,0.0681119732278632,0.0716779167168479,0.00374224892945123,0.00253570876011986,0.00494878909878259,0.00917326577592141,0.00851090628455518,0.00983562526728765,0.00599728000104993,0.00506165745353709,0.00693290254856278
94,"2020-06-20",0.0792502466293982,0.00942507068803016,0,0.00689061154177433,0.0698949449753927,0.0681119732314593,0.0716779167193262,0.0037529917889356,0.00255416336729303,0.00495182021057818,0.00905830128807282,0.00838080405963489,0.00973579851651076,0.00590922122147665,0.00496303800407915,0.00685540443887415
95,"2020-06-21",0.0802448146888813,0.00861326442721792,0,0.0063441712926249,0.0698949449784299,0.0681119732350387,0.071677916721821,0.00376376548790503,0.00257268895892599,0.00495484201688407,0.00894735128231855,0.00824903514882464,0.00964566741581247,0.00583638373470145,0.00486892138773771,0.0068038460816652
96,"2020-06-22",0.0802448146888813,0.00861326442721792,0,0.0063441712926249,0.069894944981467,0.0681119732386014,0.0716779167243327,0.00377457011489029,0.00259128534838003,0.00495785488140055,0.00884128103854502,0.00811966258018112,0.00956289949690892,0.00578080040332647,0.00478492152545723,0.00677667928119572
97,"2020-06-23",0.0802448146888813,0.00861326442721792,0,0.0063441712926249,0.0698949449845042,0.0681119732421474,0.0716779167268609,0.00378540575867633,0.00260995233005543,0.00496085918729722,0.00874091550185867,0.00799672823161177,0.00948510277210556,0.00574454369177476,0.00471694993658297,0.00677213744696656
