"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Aragón","ESAR",1319291,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Aragón","ESAR",1319291,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-18,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-19,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-20,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-21,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-22,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-23,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-24,"Aragón","ESAR",1319291,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-25,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-26,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-27,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-28,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-29,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-30,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-31,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-01,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-02,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-03,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-04,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-05,"Aragón","ESAR",1319291,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-06,"Aragón","ESAR",1319291,2,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-07,"Aragón","ESAR",1319291,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-08,"Aragón","ESAR",1319291,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
