"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-18,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-19,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-20,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-21,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-22,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-23,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-24,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-25,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-26,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-27,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-28,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-29,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-30,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-31,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-01,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-02,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-03,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-04,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-05,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-06,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-07,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-08,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-09,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-10,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-11,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-12,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-13,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-14,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-15,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-16,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-17,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-18,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-19,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-20,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-21,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-22,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-23,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-24,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-25,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-26,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-27,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-28,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-29,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-01,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-02,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-03,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-04,"Melilla","ESML",86487,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-05,"Melilla","ESML",86487,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-06,"Melilla","ESML",86487,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-07,"Melilla","ESML",86487,3,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-08,"Melilla","ESML",86487,1,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-09,"Melilla","ESML",86487,2,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-10,"Melilla","ESML",86487,5,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-11,"Melilla","ESML",86487,4,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-12,"Melilla","ESML",86487,2,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-13,"Melilla","ESML",86487,9,0,28,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-14,"Melilla","ESML",86487,3,0,31,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-15,"Melilla","ESML",86487,3,0,34,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-16,"Melilla","ESML",86487,4,0,38,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-17,"Melilla","ESML",86487,3,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-18,"Melilla","ESML",86487,6,0,47,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
