"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-18,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-19,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-20,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-21,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-22,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-23,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-24,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-25,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-26,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-27,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-28,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-29,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-30,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-31,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-01,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-02,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-03,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-04,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-05,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-06,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-07,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-08,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-09,"Navarra","ESNC",654214,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-10,"Navarra","ESNC",654214,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-11,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-12,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-13,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-14,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-15,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-16,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-17,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-18,"Navarra","ESNC",654214,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-19,"Navarra","ESNC",654214,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-20,"Navarra","ESNC",654214,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-21,"Navarra","ESNC",654214,1,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-22,"Navarra","ESNC",654214,1,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-23,"Navarra","ESNC",654214,1,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-24,"Navarra","ESNC",654214,3,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-25,"Navarra","ESNC",654214,2,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-26,"Navarra","ESNC",654214,2,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-27,"Navarra","ESNC",654214,4,0,15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-28,"Navarra","ESNC",654214,2,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-29,"Navarra","ESNC",654214,4,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-01,"Navarra","ESNC",654214,8,0,29,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-02,"Navarra","ESNC",654214,11,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-03,"Navarra","ESNC",654214,14,0,54,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-04,"Navarra","ESNC",654214,18,0,72,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-05,"Navarra","ESNC",654214,19,0,91,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-06,"Navarra","ESNC",654214,19,0,110,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-07,"Navarra","ESNC",654214,43,0,153,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-08,"Navarra","ESNC",654214,38,0,191,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-09,"Navarra","ESNC",654214,77,0,268,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-10,"Navarra","ESNC",654214,84,0,352,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-11,"Navarra","ESNC",654214,109,0,461,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-12,"Navarra","ESNC",654214,140,0,601,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-13,"Navarra","ESNC",654214,138,0,739,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-14,"Navarra","ESNC",654214,121,1,860,1,1,387.945734690336,55.2103198905939,2725.97393680498,387.945734690336,387.945734690336,387.945734690336,0.000592995158603051,8.43918349203685e-05,0.00416679242083627,0.000592995158603051,0.000592995158603051,0.000592995158603051
2020-03-15,"Navarra","ESNC",654214,167,1,1027,2,2,719.022989707552,271.910355691603,1901.34008840161,331.077255017216,719.022989707552,719.022989707552,0.00109906389913324,0.000415629068915681,0.00290629685149142,0.000506068740530187,0.00109906389913324,0.00109906389913324
2020-03-16,"Navarra","ESNC",654214,156,1,1183,3,3,982.419307988079,514.027260634426,1877.6196723819,263.396318280527,982.419307988079,982.419307988079,0.00150167882067348,0.000785717304482059,0.00287003896642674,0.000402614921540241,0.00150167882067348,0.00150167882067348
2020-03-17,"Navarra","ESNC",654214,171,1,1354,4,4,1206.17990938485,742.004138388798,1960.73026892112,223.760601396775,1206.17990938485,1206.17990938485,0.00184370849505644,0.00113419177576267,0.00299707781998111,0.000342029674382961,0.00184370849505644,0.00184370849505644
2020-03-18,"Navarra","ESNC",654214,178,3,1532,7,7,1953.58408763287,1480.97522830349,2577.01190034372,747.404178248015,1953.58408763287,1953.58408763287,0.00298615451157094,0.00226374737976181,0.00393909622897663,0.0011424460165145,0.00298615451157094,0.00298615451157094
2020-03-19,"Navarra","ESNC",654214,154,2,1686,9,9,2295.55514113622,1850.39530120702,2847.80954780827,341.971053503351,2295.55514113622,2295.55514113622,0.00350887498759767,0.0028284251043344,0.00435302446570736,0.000522720476026729,0.00350887498759767,0.00350887498759767
2020-03-20,"Navarra","ESNC",654214,231,5,1917,14,14,3421.07563698744,2978.78716510643,3929.03482702191,1125.52049585122,3421.07563698744,3421.07563698744,0.0052292913893427,0.00455323054093375,0.00600573333346873,0.00172041640174503,0.0052292913893427,0.0052292913893427
2020-03-21,"Navarra","ESNC",654214,152,4,2069,18,17,4051.06975412715,3636.95045574181,4512.34251126374,629.994117139708,4051.06975412715,4051.06975412715,0.00619227004333009,0.00555926723631994,0.00689734935550713,0.000962978653987392,0.00619227004333009,0.00619227004333009
2020-03-22,"Navarra","ESNC",654214,142,9,2211,27,25,5601.80433010811,5212.94795306451,6019.66718934353,1550.73457598096,5601.80433010811,5601.80433010811,0.0085626482009069,0.00796826107827792,0.00920137323466561,0.00237037815757681,0.0085626482009069,0.0085626482009069
