"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-18,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-19,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-20,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-21,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-22,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-23,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-24,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-25,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-26,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-27,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-28,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-29,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-30,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-31,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-01,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-02,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-03,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-04,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-05,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-06,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-07,"Extremadura","ESEX",1067710,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-08,"Extremadura","ESEX",1067710,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-09,"Extremadura","ESEX",1067710,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-10,"Extremadura","ESEX",1067710,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-11,"Extremadura","ESEX",1067710,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-12,"Extremadura","ESEX",1067710,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-13,"Extremadura","ESEX",1067710,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-14,"Extremadura","ESEX",1067710,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-15,"Extremadura","ESEX",1067710,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-16,"Extremadura","ESEX",1067710,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-17,"Extremadura","ESEX",1067710,1,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-18,"Extremadura","ESEX",1067710,0,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-19,"Extremadura","ESEX",1067710,1,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-20,"Extremadura","ESEX",1067710,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-21,"Extremadura","ESEX",1067710,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-22,"Extremadura","ESEX",1067710,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-23,"Extremadura","ESEX",1067710,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-24,"Extremadura","ESEX",1067710,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-25,"Extremadura","ESEX",1067710,2,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-26,"Extremadura","ESEX",1067710,1,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-27,"Extremadura","ESEX",1067710,1,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
