"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Andalucía","ESAN",8414240,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Andalucía","ESAN",8414240,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-04,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-05,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-06,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-07,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-08,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-09,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-10,"Andalucía","ESAN",8414240,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-11,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-12,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-13,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-14,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-15,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-16,"Andalucía","ESAN",8414240,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-17,"Andalucía","ESAN",8414240,1,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-18,"Andalucía","ESAN",8414240,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-19,"Andalucía","ESAN",8414240,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
