"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"La Rioja","ESRI",316798,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"La Rioja","ESRI",316798,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-16,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-17,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-18,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-19,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-20,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-21,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-22,"La Rioja","ESRI",316798,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-01-23,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-24,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-25,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-26,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-27,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-28,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-29,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-30,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-01-31,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-01,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-02,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-03,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-04,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-05,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-06,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-07,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-08,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-09,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-10,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-11,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-12,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-13,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-14,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-15,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-16,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-17,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-18,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-19,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-20,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-21,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-22,"La Rioja","ESRI",316798,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
