"date","country","region","population","p_cases","p_cases_recent"
2020-03-22,"PT","PT10",470930,0,0
2020-03-23,"PT","PT10",470930,0,0
2020-03-24,"PT","PT10",470930,0,0
2020-03-25,"PT","PT10",470930,0,0
2020-03-26,"PT","PT10",470930,0,0
2020-03-27,"PT","PT10",470930,0,0
2020-03-28,"PT","PT10",470930,0,NA
2020-03-29,"PT","PT10",470930,0,NA
2020-03-30,"PT","PT10",470930,0,NA
2020-03-31,"PT","PT10",470930,0,NA
2020-04-01,"PT","PT10",470930,0,NA
2020-04-02,"PT","PT10",470930,0,NA
2020-04-03,"PT","PT10",470930,0,NA
2020-04-04,"PT","PT10",470930,0,NA
2020-04-05,"PT","PT10",470930,0,NA
2020-04-06,"PT","PT10",470930,0,NA
2020-04-07,"PT","PT10",470930,0,NA
2020-04-08,"PT","PT10",470930,0,NA
2020-04-09,"PT","PT10",470930,0.00329621608117119,NA
2020-04-10,"PT","PT10",470930,0.00427287269781451,NA
2020-04-11,"PT","PT10",470930,0.00384558542803306,NA
2020-04-12,"PT","PT10",470930,0.00384558542803306,NA
2020-04-13,"PT","PT10",470930,0.00366246231241243,NA
2020-04-14,"PT","PT10",470930,0.00349598675275732,NA
2020-04-15,"PT","PT10",470930,0.00349598675275732,NA
2020-04-16,"PT","PT10",470930,0.00349598675275732,NA
2020-04-17,"PT","PT10",470930,0.0033439873287244,NA
2020-04-18,"PT","PT10",470930,0.0033439873287244,NA
2020-04-19,"PT","PT10",470930,0.00307646834242644,NA
2020-04-20,"PT","PT10",470930,0.00307646834242644,NA
2020-04-21,"PT","PT10",470930,0.00307646834242644,NA
2020-04-22,"PT","PT10",470930,0.00307646834242644,NA
2020-04-23,"PT","PT10",470930,0.00307646834242644,NA
2020-04-24,"PT","PT10",470930,0.00307646834242644,NA
2020-04-25,"PT","PT10",470930,0.00307646834242644,NA
2020-04-26,"PT","PT10",470930,0.00307646834242644,NA
2020-04-27,"PT","PT10",470930,0.00307646834242644,NA
2020-04-28,"PT","PT10",470930,0.00307646834242644,NA
2020-04-29,"PT","PT10",470930,0.00307646834242644,NA
2020-04-30,"PT","PT10",470930,0.0029581426369485,NA
2020-05-01,"PT","PT10",470930,0.0029581426369485,NA
2020-05-02,"PT","PT10",470930,0.0029581426369485,NA
2020-05-03,"PT","PT10",470930,0.0029581426369485,NA
2020-05-04,"PT","PT10",470930,0.0029581426369485,NA
2020-05-05,"PT","PT10",470930,0.0029581426369485,NA
2020-05-06,"PT","PT10",470930,0.0029581426369485,NA
2020-05-07,"PT","PT10",470930,0.0029581426369485,NA
2020-05-08,"PT","PT10",470930,0.002848581798543,NA
2020-05-09,"PT","PT10",470930,0.002848581798543,NA
2020-05-10,"PT","PT10",470930,0.002848581798543,NA
2020-05-11,"PT","PT10",470930,0.002848581798543,NA
2020-05-12,"PT","PT10",470930,0.002848581798543,NA
2020-05-13,"PT","PT10",470930,0.002848581798543,NA
2020-05-14,"PT","PT10",470930,0.002848581798543,NA
2020-05-15,"PT","PT10",470930,0.002848581798543,NA
2020-05-16,"PT","PT10",470930,0.002848581798543,NA
2020-05-17,"PT","PT10",470930,0.002848581798543,NA
2020-05-18,"PT","PT10",470930,0.002848581798543,NA
2020-05-19,"PT","PT10",470930,0.002848581798543,NA
2020-05-20,"PT","PT10",470930,0.002848581798543,NA
2020-05-21,"PT","PT10",470930,0.002848581798543,NA
2020-05-22,"PT","PT10",470930,0.002848581798543,NA
2020-05-23,"PT","PT10",470930,0.002848581798543,NA
2020-05-24,"PT","PT10",470930,0.002848581798543,NA
2020-05-25,"PT","PT10",470930,0.002848581798543,NA
2020-05-26,"PT","PT10",470930,0.002848581798543,NA
2020-05-27,"PT","PT10",470930,0.002848581798543,NA
2020-05-28,"PT","PT10",470930,0.002848581798543,NA
2020-05-29,"PT","PT10",470930,0.002848581798543,NA
2020-05-30,"PT","PT10",470930,0.002848581798543,NA
2020-05-31,"PT","PT10",470930,0.002848581798543,NA
2020-06-01,"PT","PT10",470930,0.002848581798543,NA
2020-06-02,"PT","PT10",470930,0.002848581798543,NA
2020-06-03,"PT","PT10",470930,0.002848581798543,NA
2020-06-04,"PT","PT10",470930,0.002848581798543,NA
2020-06-05,"PT","PT10",470930,0.00274684673430932,NA
2020-06-06,"PT","PT10",470930,0.00265212788140211,NA
2020-06-07,"PT","PT10",470930,0.00265212788140211,NA
2020-06-08,"PT","PT10",470930,0.00265212788140211,NA
2020-06-09,"PT","PT10",470930,0.00307646834242644,NA
2020-06-10,"PT","PT10",470930,0.00307646834242644,NA
2020-06-11,"PT","PT10",470930,0.00307646834242644,NA
2020-06-12,"PT","PT10",470930,0.00307646834242644,NA
2020-06-13,"PT","PT10",470930,0.00307646834242644,NA
2020-06-14,"PT","PT10",470930,0.00307646834242644,NA
2020-06-15,"PT","PT10",470930,0.00307646834242644,NA
2020-06-16,"PT","PT10",470930,0.00307646834242644,NA
2020-06-17,"PT","PT10",470930,0.00307646834242644,NA
2020-06-18,"PT","PT10",470930,0.00307646834242644,NA
2020-06-19,"PT","PT10",470930,0.00307646834242644,NA
2020-06-20,"PT","PT10",470930,0.00307646834242644,NA
2020-06-21,"PT","PT10",470930,0.00307646834242644,NA
2020-06-22,"PT","PT10",470930,0.00307646834242644,NA
2020-06-23,"PT","PT10",470930,0.00307646834242644,NA
2020-06-24,"PT","PT10",470930,0.00307646834242644,NA
2020-06-25,"PT","PT10",470930,0.00307646834242644,NA
2020-06-26,"PT","PT10",470930,0.00307646834242644,NA
2020-06-27,"PT","PT10",470930,0.00307646834242644,NA
2020-06-28,"PT","PT10",470930,0.00307646834242644,NA
2020-06-29,"PT","PT10",470930,0.00307646834242644,NA
2020-06-30,"PT","PT10",470930,0.00307646834242644,NA
2020-07-01,"PT","PT10",470930,0.00307646834242644,NA
2020-07-02,"PT","PT10",470930,0.00307646834242644,NA
2020-07-03,"PT","PT10",470930,0.00307646834242644,NA
2020-07-04,"PT","PT10",470930,0.00307646834242644,NA
2020-07-05,"PT","PT10",470930,0.00307646834242644,NA
2020-07-06,"PT","PT10",470930,0.00307646834242644,NA
2020-07-07,"PT","PT10",470930,0.00307646834242644,0
