"","horizon","mse","rmse","mae","mape","coverage"
"1",1,74895.4856892885,273.670396077633,218.334700342797,0.537246851820656,0.58695652173913
"2",2,63249.5493499484,251.494630857099,202.711581978126,0.512677384705678,0.695652173913043
"3",3,76724.9312953497,276.992655670416,217.885233430247,0.550322786179613,0.608695652173913
"4",4,60938.0585523614,246.856352059981,194.832049937485,0.502449247918744,0.695652173913043
"5",5,73980.9518764648,271.994396774023,208.129451879917,0.548787049807137,0.652173913043478
"6",6,51861.1396299872,227.730409980721,180.526991029268,0.473218652553552,0.695652173913043
"7",7,73519.8638616918,271.145466238497,212.881729385324,0.554033756228576,0.630434782608696
