"","horizon","mse","rmse","mae","coverage"
"1",1,0.177431131920571,0.421225749356056,0.40876284261307,0.972222222222222
"2",2,0.202582621145579,0.450091791910916,0.433940850170866,0.972222222222222
"3",3,0.178242261310662,0.422187471759481,0.409624997337227,1
"4",4,0.205309120675527,0.453110494996008,0.436714330432769,1
"5",5,0.1842912638433,0.429291583708906,0.415716891949583,1
"6",6,0.203686235077914,0.451316114356572,0.435130203868303,1
"7",7,0.190297577750534,0.436231105895182,0.421757787104236,1
