"","horizon","mse","rmse","mae","mape","coverage"
"1",1,5367.80536344839,73.2653080485463,43.6061845137943,0.906764368701703,0.434782608695652
"2",2,5733.98203302893,75.7230614346048,46.4740539959957,0.919063402485027,0.456521739130435
"3",3,6783.71107546352,82.3632871822362,51.4235534718286,0.928552551018116,0.41304347826087
"4",4,7175.14581714618,84.7062324575127,54.2122505368558,0.945538547959345,0.41304347826087
"5",5,8556.61625838403,92.5019797538628,60.0326180666328,0.960554482653584,0.391304347826087
"6",6,8923.20970924596,94.4627424397892,62.4033805036064,0.981556556866503,0.41304347826087
"7",7,10911.3039468907,104.457187148088,69.3217245692061,1.54177840135135,0.369565217391304
