"","horizon","mse","rmse","mae","coverage"
"1",1,0.173501914547796,0.416535610179725,0.393803571320402,1
"2",2,0.17378651844469,0.41687710232716,0.393819048176473,1
"3",3,0.174076887813218,0.417225224325205,0.39383821416401,1
"4",4,0.174373023307326,0.417579960375646,0.393861059138915,1
"5",5,0.17467492618537,0.417941295142476,0.393887573135962,1
"6",6,0.174982598303038,0.418309213743898,0.393917746367483,1
"7",7,0.175296042106476,0.418683701744498,0.393951569222067,1
