"","horizon","mse","rmse","mae","coverage"
"1",1,38.9592586033771,6.24173522374805,4.72465923385588,0.5
"2",2,46.7333939151965,6.8361827005425,5.42749436237073,0.394736842105263
"3",3,43.7768830289391,6.61641013155466,4.96676089313958,0.552631578947368
"4",4,55.5125285069379,7.45067302375684,6.13231982563232,0.342105263157895
"5",5,51.8280564841028,7.19917054139592,5.54074696692746,0.473684210526316
"6",6,58.6547972890373,7.65864200031815,6.15948208580443,0.315789473684211
"7",7,55.2332311270192,7.43190629159297,5.67029167060969,0.447368421052632
