"","horizon","mse","rmse","mae","coverage"
"1",1,0.701937272308749,0.837816968262609,0.770152061954572,1
"2",2,0.6904185023726,0.830914256931845,0.748193584789313,1
"3",3,0.657525597921143,0.810879521212087,0.753015610415297,1
"4",4,0.675220169728086,0.821717816362823,0.735469055658416,1
"5",5,0.676387169456429,0.822427607425984,0.756736307361845,1
"6",6,0.649705531151754,0.806043132314738,0.727078360646492,1
"7",7,0.656794546474557,0.810428618987852,0.745461424003899,1
