"","horizon","mse","rmse","mae","mape","coverage"
"1",1,261924.556507212,511.785654847038,225.276592626382,0.577210887714853,0.657894736842105
"2",2,44130.7173364922,210.073123784296,169.741282022358,0.726298169320744,0.631578947368421
"3",3,265830.629139732,515.587654176991,241.074367559157,0.607412339617226,0.631578947368421
"4",4,49584.9540878163,222.676792881109,185.142873315968,0.791217360274144,0.578947368421053
"5",5,271176.824357931,520.746410796974,256.331593521486,0.682984667704269,0.605263157894737
"6",6,58261.0261821785,241.373209329823,207.967203487535,0.900062749119245,0.394736842105263
"7",7,278806.071890694,528.020900997956,273.912821152043,0.72565581931212,0.447368421052632
