"","horizon","mse","rmse","mae","coverage"
"1",1,0.0275333031598518,0.165931621940641,0.0684387587843577,0.970588235294118
"2",2,0.00218682671637952,0.0467635190760867,0.0433349152829055,1
"3",3,0.0316327523768754,0.177855987745354,0.0730253482579913,0.970588235294118
"4",4,0.00225586402194371,0.047495936899315,0.0438948508264799,1
"5",5,0.0296010196270725,0.172049468546324,0.0714882900237722,0.970588235294118
"6",6,0.00232782541712676,0.0482475431201088,0.0444652809498342,1
"7",7,0.0293219907001559,0.17123665115902,0.0717115415943358,0.970588235294118
