"","horizon","mse","rmse","mae","coverage"
"1",1,1.57341688260579,1.2543591521593,1.05542629588309,0.441176470588235
"2",2,1.82360443752661,1.35040898898319,0.974294619379243,0.470588235294118
"3",3,1.59330168222027,1.26226054450746,1.08516802281965,0.411764705882353
"4",4,1.89713326196879,1.37736460749098,0.982103669963006,0.5
"5",5,1.83071437551936,1.35303894087323,1.16629716611487,0.411764705882353
"6",6,1.91538270441073,1.38397352012628,0.997579049131245,0.529411764705882
"7",7,1.87197615862141,1.36820179747777,1.19390347235129,0.352941176470588
