"","horizon","mse","rmse","mae","mape","coverage"
"1",1,57.1010607698544,7.55652438425593,5.14268103131179,0.210366957129841,0.842105263157895
"2",2,84.950349829844,9.21685140543363,6.37654691701323,0.702089805923409,0.763157894736842
"3",3,56.2126583842266,7.4975101456568,5.27795781437505,0.218096204548719,0.842105263157895
"4",4,61.1352563918201,7.81890378453528,5.91892011382637,0.264137013358916,0.736842105263158
"5",5,44.5624158526231,6.6755086587183,5.03610689006884,0.223799665304126,0.842105263157895
"6",6,67.7092552354597,8.22856337615866,6.32325111443277,0.282621633668648,0.657894736842105
"7",7,53.7901172571882,7.33417461321915,5.43542348541837,0.239487681321181,0.815789473684211
