"","horizon","mse","rmse","mae","coverage"
"1",1,0.42555242489804,0.652343793484724,0.597183442795461,0.41025641025641
"2",2,0.51962278590465,0.720848656726674,0.639894035638394,0.461538461538462
"3",3,0.445843043976284,0.667714792389897,0.59931454054661,0.435897435897436
"4",4,0.533523878350458,0.730427188945248,0.642671864936851,0.461538461538462
"5",5,0.46732971145406,0.68361517789913,0.619314149323885,0.487179487179487
"6",6,0.589359888347518,0.767697784513879,0.678201574792763,0.358974358974359
"7",7,0.488978828211249,0.699270211156781,0.629317919549355,0.435897435897436
