"","horizon","mse","rmse","mae","coverage"
"1",1,2.94946616429276,1.71740099111791,1.21609393684922,0.836734693877551
"2",2,2.6239349476013,1.61985645894978,1.30861319174588,0.693877551020408
"3",3,3.2077245607275,1.79101216096583,1.31294216198618,0.714285714285714
"4",4,3.00504429310257,1.73350635796428,1.43998997508777,0.63265306122449
"5",5,3.50252098884274,1.87150233471474,1.41389205708997,0.673469387755102
"6",6,3.39696458099719,1.84308561412572,1.54937746128048,0.571428571428571
"7",7,3.88543617450846,1.97115097709649,1.52087000060359,0.612244897959184
