"","horizon","mse","rmse","mae","mape","coverage"
"1",1,4696.57631076117,68.5315716349856,45.7511667003906,0.23138149134433,0.456521739130435
"2",2,2292.37277183516,47.878729847764,41.9494532672365,0.2536774578266,0.41304347826087
"3",3,4906.66865877872,70.0476170813735,48.3297845059404,0.240770212401161,0.434782608695652
"4",4,2379.49214870068,48.7800384245511,42.8995108223252,0.246623667938157,0.41304347826087
"5",5,5273.35749491338,72.6178868799787,49.1899306262136,0.233909372351117,0.456521739130435
"6",6,2283.25610658807,47.7834292049877,40.866594124104,0.226389062293664,0.456521739130435
"7",7,5598.05438196758,74.820146898864,50.5785340273438,0.231070649959012,0.456521739130435
