"","horizon","mse","rmse","mae","mape","coverage"
"1",1,129168.76116887,359.400558108735,291.662686286252,0.506014760369348,0.891304347826087
"2",2,185589.896297691,430.80145809606,315.943742047372,0.48126069390135,0.847826086956522
"3",3,155441.975522196,394.261303607386,309.497745840084,0.522577979357739,0.847826086956522
"4",4,194408.734944104,440.918059217474,320.846328704474,0.48253655473263,0.804347826086957
"5",5,147215.123361404,383.686230351577,292.69032252818,0.494364567999427,0.826086956521739
"6",6,182290.278213368,426.954655921876,300.78888601212,0.437006852840935,0.826086956521739
"7",7,185269.718490246,430.429690530574,320.180561530097,0.494346986311768,0.826086956521739
