"","horizon","mse","rmse","mae","mape","coverage"
"1",1,548.079718608717,23.4111024646153,18.2711408220262,0.700924890691204,1
"2",2,587.63959823612,24.2412788077717,18.7363416182622,0.659752000144235,1
"3",3,571.923302429684,23.91491798919,18.4425187792129,0.701272302644758,1
"4",4,579.853376879017,24.0801448683146,18.4336245529411,0.676941997493041,1
"5",5,478.257482729777,21.8690988092737,17.0345989544256,0.643914437302076,1
"6",6,566.621313044938,23.8038087928159,17.6527128624413,0.644520677859478,1
"7",7,506.853599374679,22.5134093236604,18.0210344149304,0.649969998398688,1
