"","horizon","mse","rmse","mae","mape","coverage"
"1",1,15750.477023258,125.500904471872,101.513829588103,0.129694443591451,0.723404255319149
"2",2,23477.944467019,153.225143064117,116.080499447875,0.155413786379305,0.680851063829787
"3",3,20757.5802703487,144.074912008818,117.628167940404,0.152940189218231,0.595744680851064
"4",4,28662.5657489225,169.300223711968,134.553312857278,0.180008439968031,0.659574468085106
"5",5,24996.3825465623,158.102443202382,132.534915471989,0.175156283700944,0.595744680851064
"6",6,34877.804686062,186.75600307905,150.776202167238,0.203931775542145,0.595744680851064
"7",7,31197.7946524622,176.628974555315,147.763162530948,0.198607908527177,0.51063829787234
