"","horizon","mse","rmse","mae","mape","coverage"
"1",1,15.880111895609,3.98498580870861,3.21851138764744,0.39159979910173,0.8
"2",2,21.7286922017743,4.66140453101576,3.70736422291294,0.481851504438791,0.771428571428571
"3",3,16.6365870421892,4.07879725436178,3.3221455314791,0.399300639239799,0.828571428571429
"4",4,25.4248772587642,5.04230872307162,3.93187020295789,0.496045689697677,0.714285714285714
"5",5,18.9522443508768,4.35341754841834,3.60302983291329,0.431631777444128,0.685714285714286
"6",6,25.7522001370483,5.07466256386061,3.85156668506376,0.505101290583875,0.714285714285714
"7",7,21.0479420466847,4.58780361901909,3.7977216683006,0.458199796155628,0.657142857142857
