"","horizon","mse","rmse","mae","coverage"
"1",1,38.9703875796658,6.2426266570784,4.81700719949946,0.891304347826087
"2",2,40.8804595830167,6.39378288519533,5.03971099404595,0.869565217391304
"3",3,41.4628866030175,6.43916816079666,4.87890450255116,0.847826086956522
"4",4,41.6598990741723,6.45444800693075,5.27913265549959,0.91304347826087
"5",5,42.5864103052821,6.52582640784154,4.83654209954734,0.869565217391304
"6",6,41.7393866788683,6.46060265601192,5.16751130658965,0.869565217391304
"7",7,44.8172198536319,6.69456644254367,5.15914787380558,0.869565217391304
