"","horizon","mse","rmse","mae","coverage"
"1",1,3.02360896335168,1.73885277218966,1.52608056111551,1
"2",2,3.54486222306355,1.88278045004285,1.63855295404856,0.972222222222222
"3",3,2.93715238497402,1.71381223737433,1.51975330983954,1
"4",4,3.51830494734403,1.87571451648273,1.63268839495663,0.972222222222222
"5",5,3.05617416927863,1.74819168550781,1.56516555049409,1
"6",6,3.54866067348287,1.88378891425841,1.62149739375554,0.972222222222222
"7",7,3.08598344159262,1.75669674149883,1.55218242398536,1
