"","horizon","mse","rmse","mae","mape","coverage"
"1",1,74.0127109862614,8.60306404638844,6.71112209268225,0.10673876828256,0.723404255319149
"2",2,83.5312366446858,9.13954247458186,6.77815623889907,0.115786659659029,0.702127659574468
"3",3,76.5426530265624,8.74886581372479,6.60787977261958,0.106042675443717,0.74468085106383
"4",4,84.3878183195948,9.18628424988008,6.85293164044232,0.118978530405452,0.702127659574468
"5",5,76.7750331917559,8.7621363372043,6.6712498504934,0.112215287293654,0.680851063829787
"6",6,88.1448427707279,9.38854849115282,7.10042413716591,0.125118291323508,0.659574468085106
"7",7,90.8854083955354,9.53338389007468,6.89922856527095,0.118889744874637,0.74468085106383
