"","horizon","mse","rmse","mae","mape","coverage"
"1",1,44896.2934808767,211.887454751046,132.776811628923,0.902320436201283,0.652173913043478
"2",2,37614.924313816,193.945673614587,124.890374550738,0.900708311577639,0.652173913043478
"3",3,45034.9752688559,212.214455843272,135.443598612467,0.876902849906444,0.652173913043478
"4",4,41754.9055226134,204.340171093726,131.744064063981,0.892057219345723,0.673913043478261
"5",5,45616.0655114726,213.57917855323,137.387711758147,0.893106072073164,0.673913043478261
"6",6,49829.9871124314,223.226313664925,146.394588089204,0.906658287787563,0.630434782608696
"7",7,61338.4171972598,247.665938710312,164.744771882009,0.967514215511752,0.565217391304348
