"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"2",2020-02-01,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"3",2020-02-02,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"4",2020-02-03,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"5",2020-02-04,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"6",2020-02-05,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"7",2020-02-06,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"8",2020-02-07,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"9",2020-02-08,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"10",2020-02-09,"Baleares","ESIB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1149460
"11",2020-02-10,"Baleares","ESIB",2,0,2,0,2,2,0,NA,NA,NA,1.7399474535869e-06,1.7399474535869e-06,0,1149460
"12",2020-02-11,"Baleares","ESIB",0,0,2,0,0,2,0,0,NA,NA,0,1.7399474535869e-06,0,1149460
"13",2020-02-12,"Baleares","ESIB",0,0,2,0,0,2,0,0,NA,NA,0,1.7399474535869e-06,0,1149460
"14",2020-02-13,"Baleares","ESIB",0,0,2,0,0,2,0,0,NA,NA,0,1.7399474535869e-06,0,1149460
"15",2020-02-14,"Baleares","ESIB",1,0,3,0,1,3,0,0,NA,NA,8.69973726793451e-07,2.60992118038035e-06,0,1149460
"16",2020-02-15,"Baleares","ESIB",0,0,3,0,0,3,0,0,0,NA,0,2.60992118038035e-06,0,1149460
"17",2020-02-16,"Baleares","ESIB",0,0,3,0,0,3,0,0,0,NA,0,2.60992118038035e-06,0,1149460
"18",2020-02-17,"Baleares","ESIB",0,0,3,0,0,3,0,0,0,NA,0,2.60992118038035e-06,0,1149460
"19",2020-02-18,"Baleares","ESIB",0,0,3,0,0,3,0,0,0,NA,0,2.60992118038035e-06,0,1149460
"20",2020-02-19,"Baleares","ESIB",0,0,3,0,0,3,0,0,0,NA,0,2.60992118038035e-06,0,1149460
"21",2020-02-20,"Baleares","ESIB",1,0,4,0,1,4,0,0,0,NA,8.69973726793451e-07,3.4798949071738e-06,0,1149460
"22",2020-02-21,"Baleares","ESIB",0,0,4,0,0,4,0,0,0,NA,0,3.4798949071738e-06,0,1149460
"23",2020-02-22,"Baleares","ESIB",0,0,4,0,0,2,0,0,0,NA,0,1.7399474535869e-06,0,1149460
"24",2020-02-23,"Baleares","ESIB",0,0,4,0,0,2,0,0,0,NA,0,1.7399474535869e-06,0,1149460
"25",2020-02-24,"Baleares","ESIB",0,0,4,0,0,2,0,0,0,NA,0,1.7399474535869e-06,0,1149460
"26",2020-02-25,"Baleares","ESIB",0,0,4,0,0,2,0,0,0,NA,0,1.7399474535869e-06,0,1149460
"27",2020-02-26,"Baleares","ESIB",1,0,5,0,1,2,0,0,0,NA,8.69973726793451e-07,1.7399474535869e-06,0,1149460
"28",2020-02-27,"Baleares","ESIB",4,0,9,0,4,6,0,0,0,NA,3.4798949071738e-06,5.2198423607607e-06,0,1149460
"29",2020-02-28,"Baleares","ESIB",4,0,13,0,4,10,0,0,0,NA,3.4798949071738e-06,8.69973726793451e-06,0,1149460
"30",2020-02-29,"Baleares","ESIB",2,0,15,0,2,12,0,0,0,NA,1.7399474535869e-06,1.04396847215214e-05,0,1149460
"31",2020-03-01,"Baleares","ESIB",4,0,19,0,4,16,0,0,0,NA,3.4798949071738e-06,1.39195796286952e-05,0,1149460
"32",2020-03-02,"Baleares","ESIB",6,0,25,0,6,22,0,0,0,NA,5.2198423607607e-06,1.91394219894559e-05,0,1149460
"33",2020-03-03,"Baleares","ESIB",8,0,33,0,8,29,0,0,0,NA,6.95978981434761e-06,2.52292380770101e-05,0,1149460
"34",2020-03-04,"Baleares","ESIB",5,0,38,0,5,34,0,0,0,NA,4.34986863396725e-06,2.95791067109773e-05,0,1149460
"35",2020-03-05,"Baleares","ESIB",12,0,50,0,12,46,0,0,0,NA,1.04396847215214e-05,4.00187914324987e-05,0,1149460
"36",2020-03-06,"Baleares","ESIB",10,0,60,0,10,56,0,0,0,NA,8.69973726793451e-06,4.87185287004332e-05,0,1149460
