"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Andalucía","ESAN",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,8414240
"2",2020-02-01,"Andalucía","ESAN",2,0,2,0,2,2,0,NA,NA,NA,2.3769229306509e-07,2.3769229306509e-07,0,8414240
"3",2020-02-02,"Andalucía","ESAN",2,0,4,0,2,4,0,0,NA,NA,2.3769229306509e-07,4.75384586130179e-07,0,8414240
"4",2020-02-03,"Andalucía","ESAN",1,0,5,0,1,5,0,0,NA,NA,1.18846146532545e-07,5.94230732662724e-07,0,8414240
"5",2020-02-04,"Andalucía","ESAN",1,0,6,0,1,6,0,0,NA,NA,1.18846146532545e-07,7.13076879195269e-07,0,8414240
"6",2020-02-05,"Andalucía","ESAN",1,0,7,0,1,7,0,0,0,NA,1.18846146532545e-07,8.31923025727814e-07,0,8414240
"7",2020-02-06,"Andalucía","ESAN",2,0,9,0,2,9,0,0,0,NA,2.3769229306509e-07,1.0696153187929e-06,0,8414240
"8",2020-02-07,"Andalucía","ESAN",2,0,11,0,2,11,0,0,0,NA,2.3769229306509e-07,1.30730761185799e-06,0,8414240
"9",2020-02-08,"Andalucía","ESAN",0,0,11,0,0,11,0,0,0,NA,0,1.30730761185799e-06,0,8414240
"10",2020-02-09,"Andalucía","ESAN",1,0,12,0,1,12,0,0,0,NA,1.18846146532545e-07,1.42615375839054e-06,0,8414240
"11",2020-02-10,"Andalucía","ESAN",1,0,13,0,1,13,0,0,0,NA,1.18846146532545e-07,1.54499990492308e-06,0,8414240
"12",2020-02-11,"Andalucía","ESAN",1,0,14,0,1,14,0,0,0,NA,1.18846146532545e-07,1.66384605145563e-06,0,8414240
"13",2020-02-12,"Andalucía","ESAN",1,0,15,0,1,15,0,0,0,NA,1.18846146532545e-07,1.78269219798817e-06,0,8414240
"14",2020-02-13,"Andalucía","ESAN",2,0,17,0,2,15,0,0,0,NA,2.3769229306509e-07,1.78269219798817e-06,0,8414240
"15",2020-02-14,"Andalucía","ESAN",1,0,18,0,1,14,0,0,0,NA,1.18846146532545e-07,1.66384605145563e-06,0,8414240
"16",2020-02-15,"Andalucía","ESAN",4,0,22,0,4,17,0,0,0,NA,4.75384586130179e-07,2.02038449105326e-06,0,8414240
"17",2020-02-16,"Andalucía","ESAN",0,0,22,0,0,16,0,0,0,NA,0,1.90153834452072e-06,0,8414240
"18",2020-02-17,"Andalucía","ESAN",2,0,24,0,2,17,0,0,0,NA,2.3769229306509e-07,2.02038449105326e-06,0,8414240
"19",2020-02-18,"Andalucía","ESAN",3,0,27,0,3,18,0,0,0,NA,3.56538439597634e-07,2.13923063758581e-06,0,8414240
"20",2020-02-19,"Andalucía","ESAN",2,0,29,0,2,18,0,0,0,NA,2.3769229306509e-07,2.13923063758581e-06,0,8414240
"21",2020-02-20,"Andalucía","ESAN",8,0,37,0,8,26,0,0,0,NA,9.50769172260359e-07,3.08999980984617e-06,0,8414240
"22",2020-02-21,"Andalucía","ESAN",5,0,42,0,5,30,0,0,0,NA,5.94230732662724e-07,3.56538439597634e-06,0,8414240
"23",2020-02-22,"Andalucía","ESAN",2,0,44,0,2,31,0,0,0,NA,2.3769229306509e-07,3.68423054250889e-06,0,8414240
"24",2020-02-23,"Andalucía","ESAN",2,0,46,0,2,32,0,0,0,NA,2.3769229306509e-07,3.80307668904143e-06,0,8414240
"25",2020-02-24,"Andalucía","ESAN",5,0,51,0,5,36,0,0,0,NA,5.94230732662724e-07,4.27846127517161e-06,0,8414240
"26",2020-02-25,"Andalucía","ESAN",9,0,60,0,9,43,0,0,0,NA,1.0696153187929e-06,5.11038430089943e-06,0,8414240
"27",2020-02-26,"Andalucía","ESAN",9,0,69,0,9,51,0,0,0,NA,1.0696153187929e-06,6.06115347315979e-06,0,8414240
"28",2020-02-27,"Andalucía","ESAN",11,0,80,0,11,58,0,0,0,NA,1.30730761185799e-06,6.8930764988876e-06,0,8414240
"29",2020-02-28,"Andalucía","ESAN",8,0,88,0,8,66,0,0,0,NA,9.50769172260359e-07,7.84384567114796e-06,0,8414240
"30",2020-02-29,"Andalucía","ESAN",9,0,97,0,9,73,0,0,0,NA,1.0696153187929e-06,8.67576869687577e-06,0,8414240
"31",2020-03-01,"Andalucía","ESAN",34,0,131,0,34,104,0,0,0,NA,4.04076898210652e-06,1.23599992393847e-05,0,8414240
"32",2020-03-02,"Andalucía","ESAN",33,0,164,0,33,135,0,0,0,NA,3.92192283557398e-06,1.60442297818936e-05,0,8414240
"33",2020-03-03,"Andalucía","ESAN",42,0,206,0,42,169,0,0,0,NA,4.99153815436688e-06,2.00849987640001e-05,0,8414240
"34",2020-03-04,"Andalucía","ESAN",34,0,240,0,34,198,0,0,0,NA,4.04076898210652e-06,2.35315370134439e-05,0,8414240
"35",2020-03-05,"Andalucía","ESAN",61,0,301,0,61,257,0,0,0,NA,7.24961493848523e-06,3.0543459658864e-05,0,8414240
"36",2020-03-06,"Andalucía","ESAN",73,0,374,0,73,328,0,0,0,NA,8.67576869687577e-06,3.89815360626747e-05,0,8414240
"37",2020-03-07,"Andalucía","ESAN",77,0,451,0,77,400,0,0,0,NA,9.15115328300595e-06,4.75384586130179e-05,0,8414240
"38",2020-03-08,"Andalucía","ESAN",87,0,538,0,87,478,0,0,0,NA,1.03396147483314e-05,5.68084580425564e-05,0,8414240
"39",2020-03-09,"Andalucía","ESAN",169,0,707,0,169,638,0,0,0,NA,2.00849987640001e-05,7.58238414877636e-05,0,8414240
"40",2020-03-10,"Andalucía","ESAN",221,0,928,0,221,848,0,0,0,NA,2.62649983836924e-05,0.000100781532259598,0,8414240
"41",2020-03-11,"Andalucía","ESAN",263,0,1191,0,263,1103,0,0,0,NA,3.12565365380593e-05,0.000131087299625397,0,8414240
