"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"2",2020-02-01,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"3",2020-02-02,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"4",2020-02-03,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"5",2020-02-04,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"6",2020-02-05,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"7",2020-02-06,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"8",2020-02-07,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"9",2020-02-08,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"10",2020-02-09,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"11",2020-02-10,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"12",2020-02-11,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"13",2020-02-12,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"14",2020-02-13,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"15",2020-02-14,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"16",2020-02-15,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"17",2020-02-16,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"18",2020-02-17,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"19",2020-02-18,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"20",2020-02-19,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"21",2020-02-20,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"22",2020-02-21,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"23",2020-02-22,"Cantabria","ESCB",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,581078
"24",2020-02-23,"Cantabria","ESCB",1,0,1,0,1,1,0,NA,NA,NA,1.72093935753892e-06,1.72093935753892e-06,0,581078
"25",2020-02-24,"Cantabria","ESCB",0,0,1,0,0,1,0,0,NA,NA,0,1.72093935753892e-06,0,581078
"26",2020-02-25,"Cantabria","ESCB",8,0,9,0,8,9,0,0,NA,NA,1.37675148603114e-05,1.54884542178503e-05,0,581078
"27",2020-02-26,"Cantabria","ESCB",0,0,9,0,0,9,0,0,NA,NA,0,1.54884542178503e-05,0,581078
"28",2020-02-27,"Cantabria","ESCB",0,0,9,0,0,9,0,0,0,NA,0,1.54884542178503e-05,0,581078
"29",2020-02-28,"Cantabria","ESCB",0,0,9,0,0,9,0,0,0,NA,0,1.54884542178503e-05,0,581078
"30",2020-02-29,"Cantabria","ESCB",1,0,10,0,1,10,0,0,0,NA,1.72093935753892e-06,1.72093935753892e-05,0,581078
"31",2020-03-01,"Cantabria","ESCB",1,0,11,0,1,11,0,0,0,NA,1.72093935753892e-06,1.89303329329281e-05,0,581078
"32",2020-03-02,"Cantabria","ESCB",0,0,11,0,0,11,0,0,0,NA,0,1.89303329329281e-05,0,581078
"33",2020-03-03,"Cantabria","ESCB",0,0,11,0,0,11,0,0,0,NA,0,1.89303329329281e-05,0,581078
"34",2020-03-04,"Cantabria","ESCB",0,0,11,0,0,11,0,0,0,NA,0,1.89303329329281e-05,0,581078
"35",2020-03-05,"Cantabria","ESCB",0,0,11,0,0,11,0,0,0,NA,0,1.89303329329281e-05,0,581078
"36",2020-03-06,"Cantabria","ESCB",9,0,20,0,9,19,0,0,0,NA,1.54884542178503e-05,3.26978477932395e-05,0,581078
"37",2020-03-07,"Cantabria","ESCB",12,0,32,0,12,31,0,0,0,NA,2.0651272290467e-05,5.33491200837065e-05,0,581078
"38",2020-03-08,"Cantabria","ESCB",17,0,49,0,17,40,0,0,0,NA,2.92559690781616e-05,6.88375743015568e-05,0,581078
"39",2020-03-09,"Cantabria","ESCB",9,0,58,0,9,49,0,0,0,NA,1.54884542178503e-05,8.4326028519407e-05,0,581078
"40",2020-03-10,"Cantabria","ESCB",3,0,61,0,3,52,0,0,0,NA,5.16281807261676e-06,8.94888465920238e-05,0,581078
"41",2020-03-11,"Cantabria","ESCB",17,0,78,0,17,69,0,0,0,NA,2.92559690781616e-05,0.000118744815670185,0,581078
"42",2020-03-12,"Cantabria","ESCB",36,0,114,0,36,104,0,0,0,NA,6.19538168714011e-05,0.000178977693184048,0,581078
"43",2020-03-13,"Cantabria","ESCB",54,0,168,0,54,157,0,0,0,NA,9.29307253071016e-05,0.00027018747913361,0,581078
"44",2020-03-14,"Cantabria","ESCB",59,0,227,0,59,216,0,0,0,NA,0.000101535422094796,0.000371722901228407,0,581078
"45",2020-03-15,"Cantabria","ESCB",68,0,295,0,68,284,0,0,0,NA,0.000117023876312646,0.000488746777541053,0,581078
"46",2020-03-16,"Cantabria","ESCB",71,0,366,0,71,355,0,0,0,NA,0.000122186694385263,0.000610933471926316,0,581078
"47",2020-03-17,"Cantabria","ESCB",76,1,442,1,76,431,0,0.000729652968543168,0.000105263740566991,0.00505770982140839,0.000130791391172958,0.000741724863099274,0,581078
"48",2020-03-18,"Cantabria","ESCB",89,1,531,2,130.376078917628,552.376078917628,41.3760789176276,0.00133865294197407,0.000511489780872596,0.00350347507627368,0.000328678571762948,0.000950605734372369,7.12057226699816e-05,581078
"49",2020-03-19,"Cantabria","ESCB",177,0,708,2,201.66949882229,742.045577739918,66.0455777399179,0.00138824391095371,0.000528127869440199,0.00364915632712748,0.000395432844301033,0.00127701543982033,0.000113660434124021,581078
"50",2020-03-20,"Cantabria","ESCB",144,1,852,3,193.322409349691,918.367987089609,115.367987089609,0.00196845217908612,0.00103471236164785,0.00374481268898538,0.000446650138439647,0.0015804556136863,0.00019854130958255,581078
"51",2020-03-21,"Cantabria","ESCB",99,3,951,6,209.618856502131,1118.98684359174,225.98684359174,0.00346530317742642,0.0025188562800072,0.00476737248043677,0.000763820073065538,0.00192570849970527,0.000388909653423017,581078
"52",2020-03-22,"Cantabria","ESCB",84,2,1035,8,189.39635742692,1305.38320101866,331.38320101866,0.00401604206272574,0.00316145960658581,0.00510162894885135,0.000734902162273959,0.00224648532730315,0.000570290393060242,581078
"53",2020-03-23,"Cantabria","ESCB",88,4,1123,12,242.776988708788,1531.16018972745,486.160189727447,0.00533175483403982,0.00454796471064184,0.00625062229348193,0.00115265127617249,0.00263503383319872,0.000836652204570552,581078
"54",2020-03-24,"Cantabria","ESCB",57,5,1180,17,185.921427533572,1681.08161726102,615.08161726102,0.00662372302494328,0.00592191085508248,0.00740870772708596,0.0010436373223597,0.00289303951837967,0.00105851816324318,581078
"55",2020-03-25,"Cantabria","ESCB",57,2,1237,19,177.207885249438,1804.28950251046,735.289502510458,0.0066182543495702,0.00598471448491595,0.00731886053144272,0.000948105786038989,0.00310507281726456,0.00126538864405546,581078
"56",2020-03-26,"Cantabria","ESCB",39,5,1276,24,133.248615567776,1878.53811807823,829.538118078234,0.00750264400112234,0.00692785346122012,0.00812512379522292,0.000783477214927456,0.00323285018203793,0.0014275847959796,581078
"57",2020-03-27,"Cantabria","ESCB",74,4,1350,28,261.216727433226,2071.75484551146,1016.75484551146,0.00820103376443148,0.00765821874825263,0.00878232354236305,0.00158684977889939,0.00356536445281263,0.00174977343060908,581078
"58",2020-03-28,"Cantabria","ESCB",68,5,1418,33,254.237183914988,2254.99202942645,1202.99202942645,0.00912372012199874,0.00860769608033184,0.00967067936503581,0.00163581728536352,0.00388070453437654,0.00207027633024559,581078
"59",2020-03-29,"Cantabria","ESCB",39,3,1457,36,144.541998503199,2323.53402792965,1308.53402792965,0.00929297067842169,0.00880842303101108,0.00980417308818698,0.00092191115572457,0.00399866115724506,0.00225190770934306,581078
"60",2020-03-30,"Cantabria","ESCB",28,15,1485,51,134.830486948356,2327.98843596038,1373.98843596038,0.0123061468215915,0.0118500658412917,0.0127797812790936,0.00111733587098528,0.00400632692333968,0.00236455077624755,581078
"61",2020-03-31,"Cantabria","ESCB",33,10,1518,61,175.8609327342,2302.17986987229,1492.17986987229,0.0139217160274063,0.0134879079740918,0.0143694765355777,0.00161283660463791,0.00396191194619704,0.00256795106659052,581078
"62",2020-04-01,"Cantabria","ESCB",72,5,1590,66,387.294282621448,2496.15174314404,1758.15174314404,0.0147187619239132,0.0142925905918553,0.0151576406796604,0.00358521530842632,0.00429572577716596,0.00302567253130224,581078
"63",2020-04-02,"Cantabria","ESCB",53,6,1643,72,292.051387136474,2578.58427377839,1886.58427377839,0.0155806845229568,0.0151649971550211,0.0160077662872181,0.00276954383899289,0.00443758716347614,0.0032466971280592,581078
"64",2020-04-03,"Cantabria","ESCB",34,3,1677,75,184.120068579675,2573.30798493114,1931.30798493114,0.0156286275128051,0.0152264446212751,0.0160414334409179,0.0017158878768419,0.00442850699033717,0.00332366392279718,581078
"65",2020-04-04,"Cantabria","ESCB",62,5,1739,80,339.253961493248,2669.7849577156,2053.7849577156,0.0163756439515465,0.015978697281177,0.0167824516673032,0.00319465329647217,0.00459453800989816,0.00353443936565418,581078
"66",2020-04-05,"Cantabria","ESCB",25,8,1764,88,143.06629167716,2626.92982185919,2042.92982185919,0.0173724655566729,0.0169876008860385,0.0177660495759485,0.00140896497986529,0.00452078691993018,0.00351575833512745,581078
"67",2020-04-06,"Cantabria","ESCB",28,8,1792,96,166.732743224733,2616.45467983448,2061.45467983448,0.0183639641603759,0.0179890312435835,0.0187467115442283,0.00170863511213178,0.00450275983574405,0.00354763849230995,581078
"68",2020-04-07,"Cantabria","ESCB",13,4,1805,100,77.1810057705224,2560.38707003723,2031.38707003723,0.0184420780019461,0.0180789928787561,0.0188124550582414,0.000788575140547716,0.00440627087936082,0.00349589395922274,581078
"69",2020-04-08,"Cantabria","ESCB",26,4,1831,104,154.205252511263,2453.37559511527,1972.37559511527,0.0186887274333965,0.018333444800106,0.0190508950657089,0.001573948625331,0.00422211062045933,0.00339433878948311,581078
