"date","country","region","population","p_cases","p_cases_recent"
"2020/03/19","ES","ESVC",5003769,NA,NA
"2020/03/20","ES","ESVC",5003769,NA,NA
"2020/03/22","ES","ESVC",5003769,0.00736679070438988,NA
"2020/03/23","ES","ESVC",5003769,0.00736679070438988,NA
"2020/03/24","ES","ESVC",5003769,0.00736679070438989,NA
"2020/03/25","ES","ESVC",5003769,0.0327412920195106,NA
"2020/03/26","ES","ESVC",5003769,0.0378863521940051,NA
"2020/03/27","ES","ESVC",5003769,0.0345918867858308,NA
"2020/03/28","ES","ESVC",5003769,0.037128625150125,NA
"2020/03/29","ES","ESVC",5003769,0.0376524858224372,NA
"2020/03/30","ES","ESVC",5003769,0.0368339535219494,NA
"2020/03/31","ES","ESVC",5003769,0.0378161922825347,NA
"2020/04/01","ES","ESVC",5003769,0.0378161922825347,NA
"2020/04/02","ES","ESVC",5003769,0.0373250729022421,NA
"2020/04/03","ES","ESVC",5003769,0.0373250729022421,NA
"2020/04/04","ES","ESVC",5003769,0.0383073116628274,NA
"2020/04/05","ES","ESVC",5003769,0.0368339535219494,NA
"2020/04/06","ES","ESVC",5003769,0.0368339535219494,NA
"2020/04/07","ES","ESVC",5003769,0.0368339535219494,NA
"2020/04/08","ES","ESVC",5003769,0.0368339535219494,NA
"2020/04/09","ES","ESVC",5003769,0.0279938046766816,NA
"2020/04/10","ES","ESVC",5003769,0.0260293271555109,NA
"2020/04/11","ES","ESVC",5003769,0.018662536451121,NA
"2020/04/12","ES","ESVC",5003769,0.0206270139722917,NA
"2020/04/13","ES","ESVC",5003769,0.021609252732877,NA
"2020/04/14","ES","ESVC",5003769,0.0255382077752183,NA
"2020/04/15","ES","ESVC",5003769,0.0255382077752183,NA
"2020/04/16","ES","ESVC",5003769,0.0324138790993155,NA
"2020/04/17","ES","ESVC",5003769,0.0353605953810715,NA
"2020/04/18","ES","ESVC",5003769,0.0353605953810715,NA
"2020/04/19","ES","ESVC",5003769,0.0368339535219494,NA
"2020/04/20","ES","ESVC",5003769,0.0368339535219494,NA
