"date","country","region","population","p_cases","p_cases_recent"
"2020/03/19","ES","ESCL",2399548,NA,NA
"2020/03/20","ES","ESCL",2399548,NA,NA
"2020/03/22","ES","ESCL",2399548,0.024555969014633,NA
"2020/03/23","ES","ESCL",2399548,0.024555969014633,NA
"2020/03/24","ES","ESCL",2399548,0.0331505581697545,NA
"2020/03/25","ES","ESCL",2399548,0.0343783566204861,NA
"2020/03/26","ES","ESCL",2399548,0.0257837674653646,NA
"2020/03/27","ES","ESCL",2399548,0.0229189044136574,NA
"2020/03/28","ES","ESCL",2399548,0.0294671628175595,NA
"2020/03/29","ES","ESCL",2399548,0.0315719601616709,NA
"2020/03/30","ES","ESCL",2399548,0.0303338440768995,NA
"2020/03/31","ES","ESCL",2399548,0.0294671628175595,NA
"2020/04/01","ES","ESCL",2399548,0.0406443625069787,NA
"2020/04/02","ES","ESCL",2399548,0.0466563411278026,NA
"2020/04/03","ES","ESCL",2399548,0.0466563411278026,NA
"2020/04/04","ES","ESCL",2399548,0.0456741023672173,NA
"2020/04/05","ES","ESCL",2399548,0.0456741023672173,NA
"2020/04/06","ES","ESCL",2399548,0.0456741023672173,NA
"2020/04/07","ES","ESCL",2399548,0.0481296992686806,NA
"2020/04/08","ES","ESCL",2399548,0.0481296992686806,NA
"2020/04/09","ES","ESCL",2399548,0.0854547721709227,NA
"2020/04/10","ES","ESCL",2399548,0.0829991752694594,NA
"2020/04/11","ES","ESCL",2399548,0.0825080558891667,NA
"2020/04/12","ES","ESCL",2399548,0.0476385798883879,NA
"2020/04/13","ES","ESCL",2399548,0.0412540279445834,NA
"2020/04/14","ES","ESCL",2399548,0.0412540279445834,NA
"2020/04/15","ES","ESCL",2399548,0.0397806698037054,NA
"2020/04/16","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/17","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/18","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/19","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/20","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/21","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/22","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/23","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/24","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/25","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/26","ES","ESCL",2399548,0.0348694760007788,NA
"2020/04/27","ES","ESCL",2399548,0.0343783566204861,NA
"2020/04/28","ES","ESCL",2399548,0.041745147324876,NA
"2020/04/29","ES","ESCL",2399548,0.041745147324876,NA
"2020/04/30","ES","ESCL",2399548,0.041745147324876,NA
"2020/05/01","ES","ESCL",2399548,0.041745147324876,NA
"2020/05/02","ES","ESCL",2399548,0.041745147324876,NA
"2020/05/03","ES","ESCL",2399548,0.0378161922825347,NA
"2020/05/04","ES","ESCL",2399548,0.0378161922825347,NA
"2020/05/05","ES","ESCL",2399548,0.0378161922825347,NA
"2020/05/06","ES","ESCL",2399548,0.0378161922825347,NA
"2020/05/07","ES","ESCL",2399548,0.0368339535219494,0
"2020/05/08","ES","ESCL",2399548,0.0368339535219494,0
"2020/05/09","ES","ESCL",2399548,0.0368339535219494,0
"2020/05/10","ES","ESCL",2399548,0.0368339535219494,0
"2020/05/11","ES","ESCL",2399548,0.0265204465358036,0
"2020/05/12","ES","ESCL",2399548,0.024555969014633,0
"2020/05/13","ES","ESCL",2399548,0.0250470883949256,0
"2020/05/14","ES","ESCL",2399548,0.0320493591525008,0
"2020/05/15","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/16","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/17","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/18","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/19","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/20","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/21","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/22","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/23","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/24","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/25","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
"2020/05/26","ES","ESCL",2399548,0.0388820001035967,0.000512311435367267
