"date","country","region","population","p_cases","p_cases_recent"
"2020/03/19","ES","ESAN",8414240,NA,NA
"2020/03/19","ES","ESAR",1319291,NA,NA
"2020/03/19","ES","ESAS",1022800,NA,NA
"2020/03/19","ES","ESCB",581078,NA,NA
"2020/03/19","ES","ESCE",84777,NA,NA
"2020/03/19","ES","ESCL",2399548,NA,NA
"2020/03/19","ES","ESCM",2032863,NA,NA
"2020/03/19","ES","ESCN",2153389,NA,NA
"2020/03/19","ES","ESCT",7675217,NA,NA
"2020/03/19","ES","ESEX",1067710,NA,NA
"2020/03/19","ES","ESGA",2699499,NA,NA
"2020/03/19","ES","ESIB",1149460,NA,NA
"2020/03/19","ES","ESMC",1493898,NA,NA
"2020/03/19","ES","ESMD",6663394,NA,NA
"2020/03/19","ES","ESML",86487,NA,NA
"2020/03/19","ES","ESNC",654214,NA,NA
"2020/03/19","ES","ESPV",2207776,NA,NA
"2020/03/19","ES","ESRI",316798,NA,NA
"2020/03/19","ES","ESVC",5003769,NA,NA
"2020/03/20","ES","ESAN",8414240,NA,NA
"2020/03/20","ES","ESAR",1319291,NA,NA
"2020/03/20","ES","ESAS",1022800,NA,NA
"2020/03/20","ES","ESCB",581078,NA,NA
"2020/03/20","ES","ESCE",84777,NA,NA
"2020/03/20","ES","ESCL",2399548,NA,NA
"2020/03/20","ES","ESCM",2032863,NA,NA
"2020/03/20","ES","ESCN",2153389,NA,NA
"2020/03/20","ES","ESCT",7675217,NA,NA
"2020/03/20","ES","ESEX",1067710,NA,NA
"2020/03/20","ES","ESGA",2699499,NA,NA
"2020/03/20","ES","ESIB",1149460,NA,NA
"2020/03/20","ES","ESMC",1493898,NA,NA
"2020/03/20","ES","ESMD",6663394,NA,NA
"2020/03/20","ES","ESML",86487,NA,NA
"2020/03/20","ES","ESNC",654214,NA,NA
"2020/03/20","ES","ESPV",2207776,NA,NA
"2020/03/20","ES","ESRI",316798,NA,NA
"2020/03/20","ES","ESVC",5003769,NA,NA
"2020/03/22","ES","ESAN",8414240,0.00814814814814815,NA
"2020/03/22","ES","ESAR",1319291,NA,NA
"2020/03/22","ES","ESAS",1022800,NA,NA
"2020/03/22","ES","ESCB",581078,0.00666666666666667,0
"2020/03/22","ES","ESCE",84777,NA,NA
"2020/03/22","ES","ESCL",2399548,0.0111111111111111,NA
"2020/03/22","ES","ESCM",2032863,0.00555555555555556,NA
"2020/03/22","ES","ESCN",2153389,NA,NA
"2020/03/22","ES","ESCT",7675217,0.00916666666666667,NA
"2020/03/22","ES","ESEX",1067710,0.0466666666666667,NA
"2020/03/22","ES","ESGA",2699499,0.02,NA
"2020/03/22","ES","ESIB",1149460,NA,NA
"2020/03/22","ES","ESMC",1493898,NA,NA
"2020/03/22","ES","ESMD",6663394,0.0290277777777778,0
"2020/03/22","ES","ESML",86487,NA,NA
"2020/03/22","ES","ESNC",654214,0.0133333333333333,0
"2020/03/22","ES","ESPV",2207776,0,NA
"2020/03/22","ES","ESRI",316798,NA,NA
"2020/03/22","ES","ESVC",5003769,0.00333333333333333,NA
"2020/03/23","ES","ESAN",8414240,0.00814814814814815,NA
"2020/03/23","ES","ESAR",1319291,NA,NA
"2020/03/23","ES","ESAS",1022800,NA,NA
"2020/03/23","ES","ESCB",581078,0.00666666666666667,0
"2020/03/23","ES","ESCE",84777,NA,NA
"2020/03/23","ES","ESCL",2399548,0.0111111111111111,NA
"2020/03/23","ES","ESCM",2032863,0.00555555555555556,NA
"2020/03/23","ES","ESCN",2153389,NA,NA
"2020/03/23","ES","ESCT",7675217,0.012,NA
"2020/03/23","ES","ESEX",1067710,0.0466666666666667,NA
"2020/03/23","ES","ESGA",2699499,0.02,NA
"2020/03/23","ES","ESIB",1149460,NA,NA
"2020/03/23","ES","ESMC",1493898,NA,NA
"2020/03/23","ES","ESMD",6663394,0.0275555555555556,0
"2020/03/23","ES","ESML",86487,NA,NA
"2020/03/23","ES","ESNC",654214,0.0133333333333333,0
"2020/03/23","ES","ESPV",2207776,0,NA
"2020/03/23","ES","ESRI",316798,NA,NA
"2020/03/23","ES","ESVC",5003769,0.00333333333333333,NA
"2020/03/24","ES","ESAN",8414240,0.00761904761904762,NA
"2020/03/24","ES","ESAR",1319291,0.00666666666666667,NA
"2020/03/24","ES","ESAS",1022800,NA,NA
"2020/03/24","ES","ESCB",581078,0.00333333333333333,0
"2020/03/24","ES","ESCE",84777,NA,NA
"2020/03/24","ES","ESCL",2399548,0.015,NA
"2020/03/24","ES","ESCM",2032863,0.0116666666666667,NA
"2020/03/24","ES","ESCN",2153389,NA,NA
"2020/03/24","ES","ESCT",7675217,0.0145833333333333,NA
"2020/03/24","ES","ESEX",1067710,0.0466666666666667,NA
"2020/03/24","ES","ESGA",2699499,0.0133333333333333,NA
"2020/03/24","ES","ESIB",1149460,NA,NA
"2020/03/24","ES","ESMC",1493898,NA,NA
"2020/03/24","ES","ESMD",6663394,0.03,0
"2020/03/24","ES","ESML",86487,NA,NA
"2020/03/24","ES","ESNC",654214,0.02,0
"2020/03/24","ES","ESPV",2207776,0,NA
"2020/03/24","ES","ESRI",316798,NA,NA
"2020/03/24","ES","ESVC",5003769,0.00333333333333333,NA
"2020/03/25","ES","ESAN",8414240,0.0102222222222222,NA
"2020/03/25","ES","ESAR",1319291,0.00476190476190476,NA
"2020/03/25","ES","ESAS",1022800,0.00222222222222222,0
"2020/03/25","ES","ESCB",581078,0.00333333333333333,0
