"date","country","region","population","p_cases","p_cases_recent"
2020-03-19,"ES","ESCM",2032863,NA,NA
2020-03-20,"ES","ESCM",2032863,NA,NA
2020-03-21,"ES","ESCM",2032863,NA,NA
2020-03-22,"ES","ESCM",2032863,0.0209331353748412,NA
2020-03-23,"ES","ESCM",2032863,0.0209331353748412,NA
2020-03-24,"ES","ESCM",2032863,0.0292771124123654,NA
2020-03-25,"ES","ESCM",2032863,0.0318259433753242,NA
2020-03-26,"ES","ESCM",2032863,0.0450867531150426,NA
2020-03-27,"ES","ESCM",2032863,0.0450867531150426,NA
2020-03-28,"ES","ESCM",2032863,0.0488439825412962,NA
2020-03-29,"ES","ESCM",2032863,0.0446266842057055,NA
2020-03-30,"ES","ESCM",2032863,0.0489513319534749,NA
2020-03-31,"ES","ESCM",2032863,0.0498101272509043,NA
2020-04-01,"ES","ESCM",2032863,0.0523865131431924,NA
2020-04-02,"ES","ESCM",2032863,0.0523865131431924,NA
2020-04-03,"ES","ESCM",2032863,0.0575392849277687,NA
2020-04-04,"ES","ESCM",2032863,0.0579686825764834,NA
2020-04-05,"ES","ESCM",2032863,0.0545335013867659,NA
2020-04-06,"ES","ESCM",2032863,0.0583980802251981,NA
2020-04-07,"ES","ESCM",2032863,0.0498101272509043,NA
2020-04-08,"ES","ESCM",2032863,0.0541041037380512,NA
2020-04-09,"ES","ESCM",2032863,0.096185073312091,NA
2020-04-10,"ES","ESCM",2032863,0.100479049799238,NA
2020-04-11,"ES","ESCM",2032863,0.104773026286385,NA
2020-04-12,"ES","ESCM",2032863,0.0953262780146616,NA
2020-04-13,"ES","ESCM",2032863,0.0966144709608057,NA
2020-04-14,"ES","ESCM",2032863,0.0918910968249441,NA
2020-04-15,"ES","ESCM",2032863,0.0897441085813706,NA
2020-04-16,"ES","ESCM",2032863,0.079438565012218,NA
2020-04-17,"ES","ESCM",2032863,0.0734269979302123,NA
2020-04-18,"ES","ESCM",2032863,0.0699918167404948,NA
2020-04-19,"ES","ESCM",2032863,0.0699918167404948,NA
2020-04-20,"ES","ESCM",2032863,0.0699918167404948,NA
2020-04-21,"ES","ESCM",2032863,0.0699918167404948,NA
2020-04-22,"ES","ESCM",2032863,0.0734269979302123,NA
2020-04-23,"ES","ESCM",2032863,0.0729976002814976,NA
2020-04-24,"ES","ESCM",2032863,0.0721388049840682,NA
2020-04-25,"ES","ESCM",2032863,0.0721388049840682,NA
2020-04-26,"ES","ESCM",2032863,0.0669860331994919,NA
2020-04-27,"ES","ESCM",2032863,0.0687036237943507,NA
2020-04-28,"ES","ESCM",2032863,0.0687036237943507,NA
2020-04-29,"ES","ESCM",2032863,0.0665566355507772,NA
2020-04-30,"ES","ESCM",2032863,0.0785797697147886,NA
2020-05-01,"ES","ESCM",2032863,0.0760033838225005,NA
2020-05-02,"ES","ESCM",2032863,0.0742857932276417,NA
2020-05-03,"ES","ESCM",2032863,0.0691330214430654,NA
2020-05-04,"ES","ESCM",2032863,0.0691330214430654,NA
2020-05-05,"ES","ESCM",2032863,0.0691330214430654,NA
2020-05-06,"ES","ESCM",2032863,0.0648326712424963,0
2020-05-07,"ES","ESCM",2032863,0.0652352315381663,0
2020-05-08,"ES","ESCM",2032863,0.0652352315381663,0
2020-05-09,"ES","ESCM",2032863,0.0673290319673343,0
2020-05-10,"ES","ESCM",2032863,0.0673290319673343,0
2020-05-11,"ES","ESCM",2032863,0.0673290319673343,0
2020-05-12,"ES","ESCM",2032863,0.0673290319673343,0
2020-05-13,"ES","ESCM",2032863,0.072756511603881,0
2020-05-14,"ES","ESCM",2032863,0.0659401995312498,0
2020-05-15,"ES","ESCM",2032863,0.0652637382491428,0
2020-05-16,"ES","ESCM",2032863,0.0648035586964168,0
2020-05-17,"ES","ESCM",2032863,0.0648035586964168,0
2020-05-18,"ES","ESCM",2032863,0.0617725164701955,0
2020-05-19,"ES","ESCM",2032863,0.0617725164701955,0
2020-05-20,"ES","ESCM",2032863,0.0621408462584905,0
2020-05-21,"ES","ESCM",2032863,0.0621408462584905,0
2020-05-22,"ES","ESCM",2032863,0.0668251842444689,0
2020-05-23,"ES","ESCM",2032863,0.0652637382491428,0
2020-05-24,"ES","ESCM",2032863,0.0652637382491428,0
2020-05-25,"ES","ESCM",2032863,0.0664348227456374,0
2020-05-26,"ES","ESCM",2032863,0.0652637382491428,0
2020-05-27,"ES","ESCM",2032863,0.0659401995312498,0
2020-05-28,"ES","ESCM",2032863,0.0652956191427465,0
2020-05-29,"ES","ESCM",2032863,0.063764202143154,0
2020-05-30,"ES","ESCM",2032863,0.0663997845251557,0
2020-05-31,"ES","ESCM",2032863,0.0616150678680491,0
2020-06-01,"ES","ESCM",2032863,0.0612470127405794,0
2020-06-02,"ES","ESCM",2032863,0.0612470127405794,0
2020-06-03,"ES","ESCM",2032863,0.0612470127405794,0
2020-06-04,"ES","ESCM",2032863,0.0612470127405794,0
2020-06-05,"ES","ESCM",2032863,0.0616150678680491,0
2020-06-06,"ES","ESCM",2032863,0.0616150678680491,0
2020-06-07,"ES","ESCM",2032863,0.0607781362735694,0
2020-06-08,"ES","ESCM",2032863,0.0611126119957028,0
2020-06-09,"ES","ESCM",2032863,0.0611126119957028,0
2020-06-10,"ES","ESCM",2032863,0.0611126119957028,0
2020-06-11,"ES","ESCM",2032863,0.0611126119957028,0
2020-06-12,"ES","ESCM",2032863,0.0611126119957028,0
2020-06-13,"ES","ESCM",2032863,0.0607547806217738,0
2020-06-14,"ES","ESCM",2032863,0.0607547806217738,0
2020-06-15,"ES","ESCM",2032863,0.0602911390300652,0
2020-06-16,"ES","ESCM",2032863,0.0602911390300652,0
2020-06-17,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-18,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-19,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-20,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-21,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-22,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-23,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-24,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-25,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-26,"ES","ESCM",2032863,0.0597205786269133,0
2020-06-27,"ES","ESCM",2032863,0.0587995815335355,0
2020-06-28,"ES","ESCM",2032863,0.0587995815335355,0
2020-06-29,"ES","ESCM",2032863,0.0587995815335355,0
2020-06-30,"ES","ESCM",2032863,0.0590569689566579,0
2020-07-01,"ES","ESCM",2032863,0.0590569689566579,0
2020-07-02,"ES","ESCM",2032863,0.0590569689566579,0
2020-07-03,"ES","ESCM",2032863,0.0590569689566579,0
2020-07-04,"ES","ESCM",2032863,0.0590569689566579,0
2020-07-05,"ES","ESCM",2032863,0.0583155016980876,0
2020-07-06,"ES","ESCM",2032863,0.0583155016980876,0
2020-07-07,"ES","ESCM",2032863,0.0583155016980876,0
