"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
2020-03-22,0,0,0,0,0.00324665773911797,-0.000198290238326833,0.00669160571656278,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.51975638762601e-05,-0.000162938965783056,0.000193334093535576,2.01064617607801e-05,-0.000120596096780077,0.000160809020301637
2020-03-23,0,0,0,0,0.00326387678798457,-0.000162606257707618,0.00669035983367676,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.58364088795411e-05,-0.000168483147971164,0.000200155965730246,2.0993066657523e-05,-0.000124880946946731,0.000166867080261777
2020-03-24,0,0,0,0,0.00328118716019588,-0.000126770152018396,0.00668914447241017,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.65021083801316e-05,-0.000174205523703047,0.00020720974046331,2.19187668586662e-05,-0.000129309193950627,0.00017314672766796
2020-03-25,0,0,0,0,0.0032985893400965,-9.07901564257425e-05,0.00668796883661875,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.71957912340467e-05,-0.000180111277378398,0.000214502859846491,2.2885286292004e-05,-0.000133885152600878,0.000179655725184886
2020-03-26,0,0,0,0,0.00331608381459981,-5.46749686738033e-05,0.00668684259787343,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.79186337499127e-05,-0.000186205714388869,0.000222042981888695,2.38944249028286e-05,-0.000138613239412559,0.000186402089218216
2020-03-27,0,0,0,0,0.00333367107320159,-1.84337688122348e-05,0.00668577591521542,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.86718616836764e-05,-0.000192494262129098,0.00022983798549645,2.49480620059539e-05,-0.000143497973186403,0.000193394097198311
2020-03-28,0,0,0,0,0.00335135160799373,1.79237604933883e-05,0.00668477945549407,0.0173947747190879,0.0162595750891577,0.0185299743490182,1.94567523171815e-05,-0.000198982470879233,0.000237895975513596,2.60481597855574e-05,-0.000148543975442273,0.000200640295013387
2020-03-29,0,0,0,0,0.00336912591367797,5.43874130900569e-05,0.00668386441426589,0.0173947747190879,0.0162595750891577,0.0185299743490182,2.02746366241084e-05,-0.000205676014545888,0.000246225287794105,2.71967669493542e-05,-0.000153755970691582,0.00020814950459029
2020-03-30,0,0,0,0,0.00338699448757979,9.09464379330073e-05,0.00668304253722658,0.0173947747190879,0.0162595750891577,0.0185299743490182,2.11269015269652e-05,-0.000212580691248305,0.000254834494302236,2.83960225438866e-05,-0.000159138786534251,0.000215930831622024
2020-03-31,0,0,0,0,0.00340495782966229,0.000127589517184847,0.00668232614213973,0.0173947747190879,0.0162595750891577,0.0185299743490182,2.2014992248953e-05,-0.000219702423735402,0.000263732408233308,2.96481599380751e-05,-0.000164697353563987,0.000223993673440137
