"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
2020-03-23,0,0,0,0,0.01007055496119,0.00869266485341351,0.0114484450689665,0.000537782132514613,0.000253892293180897,0.000821671971848328,4.69932252067597e-08,-1.74861086874586e-06,1.84259731915938e-06,5.95927129307451e-11,-8.66652318191632e-10,9.85837744053122e-10
2020-03-24,0.02,0,0,0,0.0100777402912413,0.00871414613159287,0.0114413344508897,0.000537782132514613,0.000253892293180897,0.000821671971848328,5.02550070861801e-08,-1.85903948542461e-06,1.95954949959697e-06,6.84803026187157e-11,-9.87986930569589e-10,1.12494753580702e-09
2020-03-25,0.00714285714285714,0,0,0,0.0100849336463829,0.0087353599805844,0.0114345073121814,0.000537782132514613,0.000253892293180897,0.000821671971848328,5.37431880046552e-08,-1.97637344484268e-06,2.08385982085199e-06,7.86933773631146e-11,-1.12623653114418e-09,1.28362328587041e-09
2020-03-26,0.00909090909090909,0,0,0,0.0100921391965498,0.00875630466765404,0.0114279737254455,0.000537782132514613,0.000253892293180897,0.000821671971848328,5.74734822333358e-08,-2.1010393300461e-06,2.21598629451277e-06,9.04296185034837e-11,-1.28374771176896e-09,1.46460694877593e-09
2020-03-27,0.0111111111111111,0,0,0,0.0100993588513451,0.00877698355736334,0.0114217341453268,0.000537782132514613,0.000253892293180897,0.000821671971848328,6.14626947649525e-08,-2.23348967418174e-06,2.35641506371164e-06,1.03916189350371e-10,-1.46319077055808e-09,1.67102314925882e-09
2020-03-28,0.0111111111111111,0,0,0,0.0101065945258275,0.00879739958822162,0.0114157894634335,0.000537782132514613,0.000253892293180897,0.000821671971848328,6.57287970203854e-08,-2.37420450772386e-06,2.50566210176463e-06,1.19414132093083e-10,-1.66760407243926e-09,1.90643233662543e-09
2020-03-29,0.0111111111111111,0,0,0,0.0101138481405399,0.00881755543191137,0.0114101408491684,0.000537782132514613,0.000253892293180897,0.000821671971848328,7.02910078100021e-08,-2.52369299546594e-06,2.66427501108595e-06,1.3722342045728e-10,-1.9004444414712e-09,2.17489128238576e-09
2020-03-30,0.0111111111111111,0,0,0,0.0101211216215407,0.00883745364036814,0.0114047896027133,0.000537782132514613,0.000253892293180897,0.000821671971848328,7.51698799144834e-08,-2.68249516828442e-06,2.83283492811338e-06,1.57688765910196e-10,-2.16564439738195e-09,2.48102192920234e-09
2020-03-31,0.0111111111111111,0,0,0,0.0101284169004403,0.00885709677891234,0.0113997370219683,0.000537782132514613,0.000253892293180897,0.000821671971848328,8.03873926751948e-08,-2.85118375494451e-06,3.0119585402949e-06,1.81206289796733e-10,-2.46767715696162e-09,2.83008973655508e-09
2020-04-01,0.0111111111111111,0,0,0,0.0101357359144398,0.00887648754357362,0.011394984285306,0.000537782132514613,0.000253892293180897,0.000821671971848328,8.59670510112249e-08,-3.0303661194928e-06,3.20230022151525e-06,2.08231190550362e-10,-2.81163044331541e-09,3.22809282441614e-09
2020-04-02,0.0125,0,0,0,0.0101430806063742,0.00889562886069761,0.0113905323520509,0.000537782132514613,0.000253892293180897,0.000821671971848328,9.19339913091473e-08,-3.22068631006822e-06,3.40455429268651e-06,2.39286554383184e-10,-3.20329028437982e-09,3.68186339314618e-09
2020-04-03,0.0125,0,0,0,0.0101504529247594,0.00891452396688381,0.011386381882635,0.000537782132514613,0.000253892293180897,0.000821671971848328,9.83150946625709e-08,-3.42282722526612e-06,3.61945741459126e-06,2.74973479992319e-10,-3.64923613858307e-09,4.19918309856771e-09
2020-04-04,0.0125,0,0,0,0.0101578548238421,0.00893317646727557,0.0113825331804086,0.000537782132514613,0.000253892293180897,0.000821671971848328,1.0513910797157e-07,-3.6375129045013e-06,3.84779112044444e-06,3.15982713253528e-10,-4.15694886240595e-09,4.788914288913e-09
2020-04-05,0.0125,0,0,0,0.0101652882636546,0.00895159037020678,0.0113789861571024,0.000537782132514613,0.000253892293180897,0.000821671971848328,1.12436773447631e-07,-3.86551094914974e-06,4.090384496045e-06,3.63108017099867e-10,-4.73493323447506e-09,5.46114926867479e-09
2020-04-06,0.0125,0,0,0,0.0101727552100725,0.00896977009620914,0.0113757403239358,0.000537782132514613,0.000253892293180897,0.000821671971848328,1.20240967107428e-07,-4.10763508158548e-06,4.34811701580033e-06,4.17261535368898e-10,-5.39285697662218e-09,6.22738004735997e-09
2020-04-07,0.0111111111111111,0,0,0,0.0101802576348766,0.00898772045939612,0.011372794810357,0.000537782132514613,0.000253892293180897,0.000821671971848328,1.28586846879445e-07,-4.36474784959439e-06,4.62192154335328e-06,4.79491447996659e-10,-6.14170846736026e-09,7.10069136335358e-09
2020-04-08,0.0111111111111111,0,0,0,0.0101877975158183,0.00900544661926508,0.0113701484123715,0.000537782132514613,0.000253892293180897,0.000821671971848328,1.37512010990608e-07,-4.63776348401534e-06,4.91278750599656e-06,5.51002259287258e-10,-6.99397563114852e-09,8.09598014972303e-09
