"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
2020-04-01,0,0,0,0,0.0216678400516454,0.019966107291321,0.0233695728119698,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.16198042427386e-15,4.60606963412392e-15,2.22044604925031e-16,-5.88326937631589e-15,6.32735858616595e-15
2020-04-02,0,0,0,0,0.0216685492766443,0.0199703381981064,0.0233667603551821,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.13206300224503e-15,4.57615221209509e-15,2.22044604925031e-16,-5.84141001734859e-15,6.28549922719865e-15
2020-04-03,0,0,0,0,0.0216692585248573,0.0199744788072639,0.0233640382424507,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.10214558502799e-15,4.54623479487805e-15,2.22044604925031e-16,-5.79955066334083e-15,6.24363987319089e-15
2020-04-04,0,0,0,0,0.0216699677962852,0.0199785285498436,0.0233614070427269,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.07222817272331e-15,4.51631738257337e-15,2.22044604925031e-16,-5.75769131439677e-15,6.20178052424683e-15
2020-04-05,0,0,0,0,0.0216706770909288,0.019982486867009,0.0233588673148486,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.04231076543438e-15,4.48639997528444e-15,2.22044604925031e-16,-5.71583197062349e-15,6.15992118047355e-15
2020-04-06,0.0105882352941176,0,0,0,0.0216713864087888,0.0199863532104395,0.0233564196071381,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-4.01239336326751e-15,4.45648257311757e-15,2.22044604925031e-16,-5.67397263213112e-15,6.11806184198119e-15
2020-04-07,0.0105882352941176,0,0,0,0.0216720953639194,0.019990122031375,0.0233540686964638,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.98247596633204e-15,4.42656517618211e-15,2.22044604925031e-16,-5.63211329903296e-15,6.07620250888302e-15
2020-04-08,0.0105882352941176,0,0,0,0.0216728034660759,0.019993787787721,0.0233518191444307,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.95255857474045e-15,4.39664778459052e-15,2.22044604925031e-16,-5.59025397144553e-15,6.0343431812956e-15
2020-04-09,0.0136842105263158,0,0,0,0.0216735105587954,0.0199973500411856,0.0233496710764053,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.92264118860846e-15,4.36673039845852e-15,2.22044604925031e-16,-5.54839464948878e-15,5.99248385933884e-15
2020-04-10,0.0136842105263158,0,0,0,0.0216742164855949,0.020000808490856,0.0233476244803339,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.89272380805514e-15,4.33681301790521e-15,2.22044604925031e-16,-5.50653533328612e-15,5.95062454313618e-15
2020-04-11,0.0136842105263158,0,0,0,0.0216749210899711,0.0200041629898521,0.0233456791900901,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.86280643320308e-15,4.30689564305315e-15,2.22044604925031e-16,-5.46467602296463e-15,5.90876523281469e-15
2020-04-12,0.0161904761904762,0,0,0,0.0216756242154005,0.0200074135596571,0.0233438348711438,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.83288906417847e-15,4.27697827402854e-15,2.22044604925031e-16,-5.42281671865514e-15,5.8669059285052e-15
2020-04-13,0.0182608695652174,0,0,0,0.0216763257053396,0.0200105604020797,0.0233420910085995,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.80297170111125e-15,4.24706091096132e-15,2.22044604925031e-16,-5.3809574204924e-15,5.82504663034246e-15
2020-04-14,0.02,0,0,0,0.0216770254032252,0.0200136039088054,0.0233404468976449,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.77305434413526e-15,4.21714355398533e-15,2.22044604925031e-16,-5.3390981286152e-15,5.78318733846526e-15
2020-04-15,0.0224489795918367,0,0,0,0.0216777231524741,0.0200165446684991,0.0233389016364491,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.74313699338837e-15,4.18722620323843e-15,2.22044604925031e-16,-5.29723884316656e-15,5.74132805301662e-15
2020-04-16,0.0224489795918367,0,0,0,0.0216784187964836,0.0200193834714239,0.0233374541215433,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.71321964901265e-15,4.15730885886271e-15,2.22044604925031e-16,-5.25537956429387e-15,5.69946877414393e-15
2020-04-17,0.0224489795918367,0,0,0,0.0216791121786315,0.020022121311551,0.0233361030457119,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.68330231115452e-15,4.12739152100459e-15,2.22044604925031e-16,-5.21352029214904e-15,5.6576095019991e-15
2020-04-18,0.0224489795918367,0,0,0,0.0216798031422761,0.020024759386133,0.0233348468984191,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.65338497996493e-15,4.09747418981499e-15,2.22044604925031e-16,-5.17166102688872e-15,5.61575023673878e-15
2020-04-19,0.0224489795918367,0,0,0,0.0216804915307567,0.0200272990927258,0.0233336839687876,0.00402107749716535,0.00386675219355281,0.00417540280077789,2.22044604925031e-16,-3.62346765559951e-15,4.06755686544957e-15,2.22044604925031e-16,-5.12980176867445e-15,5.57389097852451e-15
