"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
2020-03-23,0.142857142857143,0,0,0,0.031450220174811,0.0274368818568126,0.0354635584928094,265.329818563504,-726.98590046728,1257.64553759429,263.205574149265,-766.625391055061,1293.03653935359
2020-03-24,0.142857142857143,0,0,0,0.0314502734192435,0.0274369571726609,0.035463589665826,234.077246400198,-629.880624007204,1098.0351168076,232.227720998866,-664.487847710187,1128.94328970792
2020-03-25,0.142857142857143,0,0,0,0.0314503267623824,0.0274370320344965,0.0354636214902682,206.505840839689,-545.564832631938,958.576514311316,204.895791339676,-575.773101837048,985.564684516399
2020-03-26,0.105263157894737,0,0,0,0.0314503802363476,0.027437106503634,0.0354636539690611,182.182005969081,-472.372868784848,836.736880723011,180.780679964201,-498.736380495501,860.297740423903
2020-03-27,0.105263157894737,0,0,0,0.031450433873259,0.0274371806398218,0.0354636871066962,160.723218113158,-408.85402248898,730.300458715296,159.503784995463,-431.857678824262,750.865248815187
2020-03-28,0.105263157894737,0,0,0,0.0314504877052369,0.027437254501537,0.0354637209089369,141.792010156227,-353.745004203135,637.329024515589,140.731063921857,-373.813020671519,655.275148515234
2020-03-29,0.105263157894737,0,0,0,0.0314505417644017,0.0274373281462405,0.035463755382563,125.090664436476,-305.945920227251,556.127249100203,124.167789204133,-323.449370672738,571.784949081005
2020-03-30,0.105263157894737,0,0,0,0.0314505960828742,0.0274374016305935,0.0354637905351548,110.356530751756,-264.49930745248,485.212368955992,109.553921118672,-279.762736362513,498.870578599858
2020-03-31,0.0752941176470588,0,0,0,0.031450650692775,0.027437475010634,0.0354638263749161,97.3578958463994,-228.571840065337,423.287631758136,96.660025191757,-241.879056939194,435.199107322708
2020-04-01,0.0752941176470588,0,0,0,0.0314507056262256,0.0274375483419146,0.0354638629105365,85.8903394214166,-197.438369629776,369.219048472609,85.283670129436,-209.037526064095,379.604866322967
2020-04-02,0.0752941176470588,0,0,0,0.031450760915347,0.0274376216796009,0.0354639001510931,75.7735193616451,-170.468002660794,322.015041384084,75.2462496913018,-180.576040478959,331.068539861562
2020-04-03,0.0752941176470588,0,0,0,0.031450816592261,0.0274376950785304,0.0354639381059917,66.8483356233885,-147.111957133558,280.808628380335,66.3901786122998,-155.918505059797,288.698862284396
2020-04-04,0.0752941176470588,0,0,0,0.0314508726890895,0.0274377685932322,0.0354639767849467,58.9744281810294,-126.892972013446,244.841828375505,58.5764185491704,-134.563758887969,251.71659598631
2020-04-05,0.0752941176470588,0,0,0,0.0314509292379544,0.027437842277908,0.0354640161980007,52.0279696845964,-109.396072431483,213.452011800676,51.6822952094289,-116.075916619096,219.440507037954
2020-04-06,0.0752941176470588,0,0,0,0.0314509862709781,0.0274379161863728,0.0354640563555833,45.8997181149786,-94.2605180799657,186.059954309923,45.5995723923,-100.075945400177,191.275090184777
2020-04-07,0.0752941176470588,0,0,0,0.0314510438202832,0.0274379903719571,0.0354640972686092,40.4932988122778,-81.1727842140517,162.159381838607,40.2327527044747,-86.2343202916841,166.699825700634
2020-04-08,0.08,0,0,0,0.0314511019179925,0.0274380648873697,0.0354641389486153,35.7236888599828,-69.8604437101827,141.307821430148,35.4975782723073,-74.2646210028411,145.259777547456
2020-04-09,0.08,0,0,0,0.0314511605962292,0.0274381397845208,0.0354641814079376,31.5158799899483,-60.0868352956396,123.118595275536,31.3197079119679,-63.9179501023078,126.557365926244
2020-04-10,0.08,0,0,0,0.0314512198871166,0.0274382151143062,0.0354642246599271,27.803698980635,-51.6464176265618,107.253815587832,27.6335499894153,-54.9780680359206,110.245168014751
2020-04-11,0.0114669829972321,0,0,0,0.0314512798227785,0.0274382909263523,0.0354642687192047,24.5287669978537,-44.3607216180356,93.4182556137429,24.381232646353,-47.2571535418517,96.0196188345578
2020-04-12,0.00441501103752759,0,0,0,0.0314513404353386,0.0274383672687215,0.0354643136019558,21.6395815123033,-38.0748245499907,81.3539875745973,21.5116952249452,-40.5921096411752,83.6155000910657
2020-04-13,0.00441501103752759,0,0,0,0.0314514017569281,0.0274384441875872,0.035464359326269,19.0907063558716,-32.6542791884551,70.8356919001984,18.9798866268622,-34.8413455080452,72.8011187617697
2020-04-14,0.00441501103752759,0,0,0,0.031451463834507,0.0274385217463239,0.0354644059226901,16.84205717929,-27.9824396497641,61.6665540083441,16.7460580210717,-29.8819733720215,63.3740894141648
2020-04-15,0.00441501103752759,0,0,0,0.0314515267613074,0.0274386000668617,0.0354644534557532,14.8582710740417,-23.9581331499998,53.6746752980832,14.7751387960456,-25.6073673360175,55.1576449281086
2020-04-16,0.00846153846153846,0,0,0,0.0314515906395624,0.0274386792814136,0.0354645019977111,13.1081504450166,-20.4936332583897,46.709934148423,13.0361859589712,-21.9250377473744,47.9974096653168
2020-04-17,0.010228166797797,0,0,0,0.0314516555715058,0.0274387595210322,0.0354645516219793,11.56417238809,-17.5128959297323,40.6412407059123,11.5018983376562,-18.7547806595358,41.7585773348483
2020-04-18,0.00752508361204013,0,0,0,0.0314517216593725,0.0274388409158577,0.0354646024028872,10.2020558569576,-14.9500245305183,35.3541362444335,10.1481879582071,-16.0270670751943,36.3234429916085
2020-04-19,0.00752508361204013,0,0,0,0.0314517890053984,0.0274389235952904,0.0354646544155064,9.00037981236574,-12.7479343866258,30.7486940113573,8.95380186920391,-13.681641162609,31.5892449010168
2020-04-20,0.0098458904109589,0,0,0,0.0314518577118203,0.0274390076880847,0.0354647077355559,7.94024634864116,-10.8571911463359,26.7376838436182,7.89998847509747,-11.6663005672825,27.4662775174775
2020-04-21,0.0098458904109589,0,0,0,0.0314519278808762,0.027439093322368,0.0354647624393844,7.0049834997505,-9.23500054002354,23.2449675395245,6.97020314033618,-9.93583537322994,23.8762416539023
2020-04-22,0.0098458904109589,0,0,0,0.0314519996148051,0.0274391806255809,0.0354648186040293,6.17988305113155,-7.8443299876589,20.204096089922,6.14984844227294,-8.45110526456873,20.7508021491146
2020-04-23,0.0122914837576822,0,0,0,0.0314520730158471,0.0274392697243417,0.0354648763073526,5.45196923404934,-6.65314501002038,17.5570834781191,5.42604499488127,-7.17823705408041,18.0303270438429
