"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
2020-03-23,0.0114620478858889,0,0,0,0.0147876807675553,0.0085509076099125,0.021024453925198,1.82068571295869e-08,-1.47989830986091e-06,1.51631202412009e-06,1.43680643433825e-13,-9.22451541732077e-12,9.51187670418842e-12
2020-03-24,0.0157992565055762,0,0,0,0.0154881250094216,0.0100196711862074,0.0209565788326358,1.98077397645959e-08,-1.59901495706367e-06,1.63863043659286e-06,1.69269059654637e-13,-1.07927964649287e-11,1.1131334584238e-11
2020-03-25,0.0162523900573614,0,0,0,0.0161800195276702,0.0114103853512511,0.0209496537040892,2.15493839375699e-08,-1.72763740932617e-06,1.77073617720131e-06,1.9941457576755e-13,-1.26271023570373e-11,1.30259315085724e-11
2020-03-26,0.0162523900573614,0,0,0,0.0168607663176499,0.0126972887947508,0.0210242438405491,2.34441664524902e-08,-1.86651639038749e-06,1.91340472329247e-06,2.34928776172608e-13,-1.47724460883027e-11,1.5242303640648e-11
2020-03-27,0.0191605839416058,0,0,0,0.0175279168100808,0.0138551813158689,0.0212006523042927,2.55055523742292e-08,-2.01646115084275e-06,2.06747225559121e-06,2.76767782202108e-13,-1.72814361149399e-11,1.78349716793441e-11
2020-03-28,0.0191605839416058,0,0,0,0.0181791962438525,0.014864167233381,0.0214942252543241,2.77481907165635e-08,-2.17834395635885e-06,2.23384033779197e-06,3.26057993035275e-13,-2.02155540701369e-11,2.08676700562074e-11
2020-03-29,0.0203217612193057,0,0,0,0.0188125248785965,0.0157174251008207,0.0219076246563723,3.01880185437876e-08,-2.35310491268017e-06,2.41348094976774e-06,3.84126410871612e-13,-2.36466466778064e-11,2.44148994995497e-11
2020-03-30,0.0203217612193057,0,0,0,0.0194260358523214,0.0164275927198422,0.0224244789848005,3.28423742257212e-08,-2.54175715195158e-06,2.60744190040302e-06,4.52536366784124e-13,-2.76586676337037e-11,2.85637403672719e-11
2020-03-31,0.0203217612193057,0,0,0,0.020018089572507,0.0170248691438726,0.0230113100011414,3.57301206509391e-08,-2.74539240659447e-06,2.81685264789635e-06,5.33129609071898e-13,-3.23497111696111e-11,3.34159703877549e-11
2020-04-01,0.0203217612193057,0,0,0,0.0205872846091649,0.0175467779136836,0.0236277913046461,3.88717792738272e-08,-2.96518699879256e-06,3.04293055734021e-06,6.28075887224202e-13,-3.78343859466079e-11,3.90905377210563e-11
2020-04-02,0.0203217612193057,0,0,0,0.0211324651335318,0.018027600609322,0.0242373296577416,4.22896759480555e-08,-3.20240827558136e-06,3.28698762747748e-06,7.39931366406758e-13,-4.42465859991239e-11,4.57264487319374e-11
2020-04-03,0.0203217612193057,0,0,0,0.0216527250146416,0.0184931774732078,0.0248122725560753,4.60080995828175e-08,-3.45842152159732e-06,3.55043772076295e-06,8.71707445118216e-13,-5.17427248607136e-11,5.348613975095e-11
