"","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman","scaled_abs_err"
"1",2020-09-10,2020-09-11,1,"nearFuture",7.87056034872958,13.0735654930215,4.73824223667678,14,32,0.340524406152556
"2",2020-09-10,2020-09-12,2,"nearFuture",17.6268571097114,30.5028949873846,10.1861181273019,6,32,0.447186794712485
"3",2020-09-10,2020-09-13,3,"nearFuture",4.89127544246449,8.81666044862336,2.71356434712101,9,32,0.178640190386753
"4",2020-09-10,2020-09-14,4,"nearFuture",3.50730725866647,7.43637623330331,1.65419336256877,5,32,0.055284914298097
"5",2020-09-10,2020-09-15,5,"nearFuture",3.97850693521931,7.40955997838144,2.13622907160079,9,32,0.218325775932822
"6",2020-09-10,2020-09-16,6,"nearFuture",27.5473754165226,47.6201249628219,15.935655207358,27,32,0.109475061409498
"7",2020-09-10,2020-09-17,7,"nearFuture",26.8391255185207,44.3447711386545,16.2440495260783,20,32,0.569927079049473
"8",2020-09-10,2020-11-09,60,"farFuture",2371.54132974584,23709.6846610515,237.21143317995,156,NA,NA
"9",2020-09-10,2020-11-10,61,"farFuture",684.579431140247,5786.38575101853,80.9916617567038,194,NA,NA
"10",2020-09-10,2020-11-11,62,"farFuture",1109.86222454318,11230.4540966155,109.683379395956,532,NA,NA
"11",2020-09-10,2020-11-12,63,"farFuture",323.743006543141,3380.10564952283,31.0077687365744,595,NA,NA
"12",2020-09-10,2020-11-13,64,"farFuture",892.357731552134,8640.84661537624,92.1555903612343,563,NA,NA
"13",2020-09-10,2020-11-14,65,"farFuture",3170.95069889958,31002.603414285,324.325289734175,376,NA,NA
"14",2020-09-10,2020-11-15,66,"farFuture",2617.56762449834,30868.806606468,221.960646427654,462,NA,NA
"15",2020-09-10,2020-11-16,67,"farFuture",946.159123217685,6523.32764395187,137.233193748602,168,NA,NA
"16",2020-09-10,2020-11-17,68,"farFuture",1262.04800076913,14855.1971490036,107.219388626707,213,NA,NA
"17",2020-09-10,2020-09-11,1,"nearFar",7.87056034872958,13.0735654930215,4.73824223667678,14,NA,NA
"18",2020-09-10,2020-09-12,2,"nearFar",17.6268571097114,30.5028949873846,10.1861181273019,6,NA,NA
"19",2020-09-10,2020-09-13,3,"nearFar",4.89127544246449,8.81666044862336,2.71356434712101,9,NA,NA
"20",2020-09-10,2020-09-14,4,"nearFar",3.50730725866647,7.43637623330331,1.65419336256877,5,NA,NA
"21",2020-09-10,2020-09-15,5,"nearFar",3.97850693521931,7.40955997838144,2.13622907160079,9,NA,NA
"22",2020-09-10,2020-09-16,6,"nearFar",27.5473754165226,47.6201249628219,15.935655207358,27,NA,NA
"23",2020-09-10,2020-09-17,7,"nearFar",26.8391255185207,44.3447711386545,16.2440495260783,20,NA,NA
"24",2020-09-10,2020-11-09,60,"nearFar",2371.54132974584,23709.6846610515,237.21143317995,156,NA,NA
"25",2020-09-10,2020-11-10,61,"nearFar",684.579431140247,5786.38575101853,80.9916617567038,194,NA,NA
"26",2020-09-10,2020-11-11,62,"nearFar",1109.86222454318,11230.4540966155,109.683379395956,532,NA,NA
"27",2020-09-10,2020-11-12,63,"nearFar",323.743006543141,3380.10564952283,31.0077687365744,595,NA,NA
"28",2020-09-10,2020-11-13,64,"nearFar",892.357731552134,8640.84661537624,92.1555903612343,563,NA,NA
"29",2020-09-10,2020-11-14,65,"nearFar",3170.95069889958,31002.603414285,324.325289734175,376,NA,NA
"30",2020-09-10,2020-11-15,66,"nearFar",2617.56762449834,30868.806606468,221.960646427654,462,NA,NA
"31",2020-09-10,2020-11-16,67,"nearFar",946.159123217685,6523.32764395187,137.233193748602,168,NA,NA
"32",2020-09-10,2020-11-17,68,"nearFar",1262.04800076913,14855.1971490036,107.219388626707,213,NA,NA
"33",2020-09-11,2020-09-12,1,"nearFuture",35.1387771695395,55.3693466268735,22.2999499938342,6,32,1.12072215572374
"34",2020-09-11,2020-09-13,2,"nearFuture",6.29272057118436,10.7099683102843,3.69733420676721,9,32,0.117707796135124
"35",2020-09-11,2020-09-14,3,"nearFuture",7.12687000956128,11.8048118424768,4.30267562168336,5,32,0.0787729603995675
"36",2020-09-11,2020-09-15,4,"nearFuture",6.5506899488897,10.0824727925758,4.2560530228341,9,32,0.106491736722546
"37",2020-09-11,2020-09-16,5,"nearFuture",55.785532673127,84.4714439558122,36.8411561338107,27,32,5.75710538320432
"38",2020-09-11,2020-09-17,6,"nearFuture",43.2178259333631,70.5100012724474,26.4895822535792,20,32,1.93481866654537
"39",2020-09-11,2020-09-18,7,"nearFuture",46.4812982568856,71.3587614522859,30.2767458918158,21,32,2.31648144912765
"40",2020-09-11,2020-11-10,60,"farFuture",51.741933777251,323.798248812837,8.26819700484831,194,NA,NA
"41",2020-09-11,2020-11-11,61,"farFuture",95.6045250581175,512.386128758958,17.8385492865051,532,NA,NA
"42",2020-09-11,2020-11-12,62,"farFuture",54.0358502283359,304.22543660241,9.59772839019741,595,NA,NA
"43",2020-09-11,2020-11-13,63,"farFuture",265.018054554172,1217.79030215051,57.6737793983497,563,NA,NA
"44",2020-09-11,2020-11-14,64,"farFuture",494.379122890339,2609.11302513027,93.6757874402995,376,NA,NA
"45",2020-09-11,2020-11-15,65,"farFuture",453.927054150022,2682.09107392068,76.8243004470814,462,NA,NA
"46",2020-09-11,2020-11-16,66,"farFuture",244.118313655676,1092.58533087197,54.5437956910245,168,NA,NA
"47",2020-09-11,2020-11-17,67,"farFuture",278.164003268479,1746.87791607505,44.293428866624,213,NA,NA
"48",2020-09-11,2020-09-12,1,"nearFar",35.1387771695395,55.3693466268735,22.2999499938342,6,NA,NA
"49",2020-09-11,2020-09-13,2,"nearFar",6.29272057118436,10.7099683102843,3.69733420676721,9,NA,NA
"50",2020-09-11,2020-09-14,3,"nearFar",7.12687000956128,11.8048118424768,4.30267562168336,5,NA,NA
"51",2020-09-11,2020-09-15,4,"nearFar",6.5506899488897,10.0824727925758,4.2560530228341,9,NA,NA
"52",2020-09-11,2020-09-16,5,"nearFar",55.785532673127,84.4714439558122,36.8411561338107,27,NA,NA
"53",2020-09-11,2020-09-17,6,"nearFar",43.2178259333631,70.5100012724474,26.4895822535792,20,NA,NA
"54",2020-09-11,2020-09-18,7,"nearFar",46.4812982568856,71.3587614522859,30.2767458918158,21,NA,NA
"55",2020-09-11,2020-11-10,60,"nearFar",51.741933777251,323.798248812837,8.26819700484831,194,NA,NA
"56",2020-09-11,2020-11-11,61,"nearFar",95.6045250581175,512.386128758958,17.8385492865051,532,NA,NA
"57",2020-09-11,2020-11-12,62,"nearFar",54.0358502283359,304.22543660241,9.59772839019741,595,NA,NA
"58",2020-09-11,2020-11-13,63,"nearFar",265.018054554172,1217.79030215051,57.6737793983497,563,NA,NA
"59",2020-09-11,2020-11-14,64,"nearFar",494.379122890339,2609.11302513027,93.6757874402995,376,NA,NA
"60",2020-09-11,2020-11-15,65,"nearFar",453.927054150022,2682.09107392068,76.8243004470814,462,NA,NA
"61",2020-09-11,2020-11-16,66,"nearFar",244.118313655676,1092.58533087197,54.5437956910245,168,NA,NA
"62",2020-09-11,2020-11-17,67,"nearFar",278.164003268479,1746.87791607505,44.293428866624,213,NA,NA
"63",2020-09-12,2020-09-13,1,"nearFuture",7.50680600311471,10.6800819955854,5.27637675363282,9,32,0.0649214753027744
"64",2020-09-12,2020-09-14,2,"nearFuture",6.26887778907995,8.46334640158344,4.64341489402671,5,32,0.0469954719290547
"65",2020-09-12,2020-09-15,3,"nearFuture",8.31733678640703,10.5168903423482,6.57780855049529,9,32,0.0296810079961723
