"","X","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman.x","scaled_abs_err","time_value","err0","err1","err2","strawman.y","case_model","case_fb_model","lead","case_sae","fb_sae"
"40",40,"2020-09-26",2020-10-06,10,"nearFuture",30.99434050807,53.1298334637802,18.0811623319898,58,32,1.03867917127888,2020-09-29,9.64841732605152e-07,4.2749100190958e-06,3.72420601020761e-06,9.19840911166423e-05,9.5294159403133e-05,9.47434553942448e-05,7,4.43068523534237,3.8599138950509
"41",41,"2020-09-26",2020-09-27,1,"nearFar",88.3423761994456,131.832143118213,59.1993367320614,64,NA,NA,2020-09-20,5.2990917032726e-06,8.37504565033731e-06,7.87846497964543e-06,9.0514215039634e-05,9.35901689866987e-05,9.30935883160068e-05,7,1.58046814799696,1.48675762202414
"42",42,"2020-09-26",2020-09-28,2,"nearFar",25.37896543847,46.9994598705815,13.7042401870285,50,NA,NA,2020-09-21,7.61320429632157e-07,7.22317377394534e-06,7.37956147692742e-06,8.6880982890307e-05,9.48654770938845e-05,9.50218647968665e-05,7,9.48769203190216,9.69310843332152
"43",43,"2020-09-26",2020-09-29,3,"nearFar",66.8344475909977,108.445434406047,41.1897781521058,57,NA,NA,2020-09-22,8.8041808099878e-06,4.12685562511042e-06,3.78774178829908e-06,8.31799103066545e-05,9.61109467417527e-05,9.57718329049414e-05,7,0.468738172713213,0.430220808732383
"44",44,"2020-09-26",2020-09-30,4,"nearFar",19.8598925801498,33.6244451626638,11.7300175924701,27,NA,NA,2020-09-23,1.6862116842407e-05,1.38902101866841e-06,2.15083047101215e-06,7.94486864188614e-05,9.76998242799368e-05,9.84616337322806e-05,7,0.0823752457446576,0.127554001144326
"45",45,"2020-09-26",2020-10-01,5,"nearFar",40.9169651657055,61.8788497144069,27.0560627112265,16,NA,NA,2020-09-24,1.86335059608533e-05,3.65829405442294e-06,2.94159545344873e-06,8.0021561197597e-05,9.49967731040273e-05,9.57134717050015e-05,7,0.196328810161039,0.157865914210061
"46",46,"2020-09-26",2020-10-02,6,"nearFar",72.9203291572759,110.952594784015,47.9247413253968,81,NA,NA,2020-09-25,1.98395581266045e-05,2.96641252269932e-06,7.62604987187778e-08,7.90265681608523e-05,9.58997137647574e-05,9.89423867861755e-05,7,0.149520090304906,0.00384386074690414
"47",47,"2020-09-26",2020-10-03,7,"nearFar",47.2166987360802,79.6106250355799,28.0040087430211,45,NA,NA,2020-09-26,1.2671085566431e-05,2.26076756252456e-06,5.26746992453398e-06,8.32251372628663e-05,9.81569903918218e-05,0.000101163692753831,7,0.178419406188364,0.415707864722253
"48",48,"2020-09-26",2020-10-04,8,"nearFar",27.2780899924177,55.4044341150389,13.4302282032056,52,NA,NA,2020-09-27,8.94739950466451e-06,3.55178620247947e-06,5.31122012221412e-06,8.52151233363614e-05,9.77143090435054e-05,9.947374296324e-05,7,0.396962961207648,0.59360489262218
"49",49,"2020-09-26",2020-10-05,9,"nearFar",33.2389222230005,57.4994361595371,19.2145527737218,60,NA,NA,2020-09-28,4.90712474939644e-06,4.54247325680439e-06,4.47325100722874e-06,8.76423033199391e-05,9.709190132614e-05,9.70226790765643e-05,7,0.925689377952557,0.911582899493014
"50",50,"2020-09-26",2020-10-06,10,"nearFar",30.99434050807,53.1298334637802,18.0811623319898,58,NA,NA,2020-09-29,9.64841732605152e-07,4.2749100190958e-06,3.72420601020761e-06,9.19840911166423e-05,9.5294159403133e-05,9.47434553942448e-05,7,4.43068523534237,3.8599138950509
"51",51,"2020-10-11",2020-10-12,1,"nearFuture",66.0184134789416,91.9527949164365,47.3985692575988,46,32,1.4298865749325,2020-10-05,8.18607907504109e-06,1.18697217667063e-05,9.12953981432455e-06,9.25494280693356e-05,9.62330707610007e-05,9.3492888808619e-05,7,1.44998865243025,1.11525184775701
"52",52,"2020-10-11",2020-10-13,2,"nearFuture",75.3805154496272,101.234017481742,56.1295723591758,61,32,0.495879825991289,2020-10-06,7.03279169153603e-06,1.32746652384961e-05,8.08121657079314e-06,9.10192493840372e-05,9.72611229309972e-05,9.20676742632943e-05,7,1.88753852250055,1.14907662920244
"53",53,"2020-10-11",2020-10-14,3,"nearFuture",32.5644040614345,45.2698792252824,23.4248562183955,17,32,1.03762686825384,2020-10-07,7.77903646909347e-06,1.73226208294846e-05,1.09601320969179e-05,9.04991393875522e-05,0.000100042723747943,9.36802350153766e-05,7,2.2268337342688,1.4089318311417
"54",54,"2020-10-11",2020-10-15,4,"nearFuture",76.3080678747225,114.497995286245,50.8560975955602,19,32,4.40831257433922,2020-10-08,3.89705606057963e-06,2.71246034800628e-05,3.26978517580707e-05,8.63005702855322e-05,0.000109528117705015,0.000115101365983023,7,6.96028054470133,8.39039809789326
"55",55,"2020-10-11",2020-10-16,5,"nearFuture",34.6938426889516,50.5284063442363,23.8215057155276,19,32,1.20721857551793,2020-10-09,5.92473126425453e-06,3.30440011675664e-05,4.26304567355438e-05,8.4921148120962e-05,0.000112040418024274,0.000121626873592251,7,5.57729957591994,7.19534014863166
"56",56,"2020-10-11",2020-10-17,6,"nearFuture",25.7915276531201,38.8799295922936,17.1091590354503,95,32,1.09854716267195,2020-10-10,5.71367213525066e-06,2.84851746243446e-05,3.54759654511952e-05,8.42653572558314e-05,0.000107036859744925,0.000114027650571776,7,4.98544087761084,6.20896064937385
"57",57,"2020-10-11",2020-10-18,7,"nearFuture",52.9326046760658,78.1354843375557,35.8590039026091,59,32,0.224718337007994,2020-10-11,5.39708344173688e-06,2.61900458673953e-05,2.74373919859565e-05,8.3850776823852e-05,0.00010464373924951,0.000105891085368072,7,4.8526294155213,5.08374426338805
"58",58,"2020-10-11",2020-10-19,8,"nearFuture",48.6765715444393,72.0342056358437,32.8928263511234,47,32,0.111771428844526,2020-10-12,6.05287430685832e-06,2.20681879327867e-05,2.32513329060025e-05,8.43633489942945e-05,0.000100378662620223,0.000101561807593439,7,3.64590222991776,3.84137051708759
"59",59,"2020-10-11",2020-10-20,9,"nearFuture",16.2843898762493,22.9540856606583,11.55268641766,41,32,2.74617859750801,2020-10-13,5.46492387606209e-06,1.62385212510829e-05,1.4187621968546e-05,8.39864576925011e-05,9.47600550675219e-05,9.27091557849851e-05,7,2.97140849888361,2.59612435420954
"60",60,"2020-10-11",2020-10-21,10,"nearFuture",14.4132086072245,20.2751822699983,10.2460525182439,26,32,1.93113157694065,2020-10-14,5.84935300388927e-06,2.12103704873453e-05,1.63273978466063e-05,8.27201029184587e-05,9.80811204019147e-05,9.31981477611757e-05,7,3.62610539545868,2.79131689192807
"61",61,"2020-10-11",2020-10-22,11,"nearFuture",52.0139160765128,81.2642559144187,33.2919736380001,17,32,2.33426091615013,2020-10-15,5.02772996597859e-06,2.34617681483448e-05,2.2125948884104e-05,8.24035142249526e-05,0.000100837552407319,9.9501733143078e-05,7,4.66647339994487,4.40078306389263
"62",62,"2020-10-11",2020-10-23,12,"nearFuture",35.9621869119749,52.3739495569846,24.693170907126,73,32,0.903361272796678,2020-10-16,1.16836303557151e-06,2.56732082477497e-05,2.55922621243318e-05,7.89964168567074e-05,0.000105837988140029,0.000105757042016611,7,21.9736567026802,21.9043750488163
"63",63,"2020-10-11",2020-10-24,13,"nearFuture",68.9588040214687,88.8576067918062,53.5161459301178,52,32,0.847940158676428,2020-10-17,2.22365868060841e-06,2.52092203817238e-05,2.21072989355955e-05,7.85516851205808e-05,0.000105984564182913,0.000102882642736785,7,11.3368209795697,9.94185804160679
"64",64,"2020-10-11",2020-10-25,14,"nearFuture",34.1887308435249,52.1708111558275,22.4046605907607,48,32,0.86320426832943,2020-10-18,9.8745521070997e-07,2.74009290504986e-05,2.60960437861237e-05,7.84536933821151e-05,0.000106842077643324,0.000105537192378949,7,27.7490348456388,26.4275721096869
"65",65,"2020-10-11",2020-10-26,15,"nearFuture",71.9630087179365,113.500726902944,45.6267969822448,52,32,0.998150385989308,2020-10-19,6.4825303909426e-07,2.85923230624844e-05,2.58293993603762e-05,7.83104746874362e-05,0.000106254544710826,0.000103491621008718,7,44.1067319984086,39.8446251736283
"66",66,"2020-10-11",2020-10-27,16,"nearFuture",50.3696479322901,69.1858037718654,36.6708384452501,59,32,0.319642657335825,2020-10-20,9.34690428452042e-07,2.81841249361126e-05,2.73851828000575e-05,7.85215338164391e-05,0.0001057709683241,0.000104972026188045,7,30.1534327069004,29.2986661320697
"67",67,"2020-10-11",2020-10-28,17,"nearFuture",26.9749543831458,36.4426886021937,19.9669176968737,23,32,0.441661549053808,2020-10-21,1.13821173142981e-06,3.27953731604263e-05,3.36296641713032e-05,7.68707499145694e-05,0.000108527911343566,0.000109362202354443,7,28.8130690053854,29.5460530257038
"68",68,"2020-10-11",2020-10-29,18,"nearFuture",22.0300058978516,34.8651485565911,13.9199510098639,6,32,0.61653866466588,2020-10-22,2.80407128536647e-06,2.94942626259946e-05,3.29540142830481e-05,7.7375784258974e-05,0.000104065975599602,0.000107525727256656,7,10.5183711911732,11.7522027542682
"69",69,"2020-10-11",2020-10-12,1,"nearFar",66.0184134789416,91.9527949164365,47.3985692575988,46,NA,NA,2020-10-05,8.18607907504109e-06,1.18697217667063e-05,9.12953981432455e-06,9.25494280693356e-05,9.62330707610007e-05,9.3492888808619e-05,7,1.44998865243025,1.11525184775701
"70",70,"2020-10-11",2020-10-13,2,"nearFar",75.3805154496272,101.234017481742,56.1295723591758,61,NA,NA,2020-10-06,7.03279169153603e-06,1.32746652384961e-05,8.08121657079314e-06,9.10192493840372e-05,9.72611229309972e-05,9.20676742632943e-05,7,1.88753852250055,1.14907662920244
"71",71,"2020-10-11",2020-10-14,3,"nearFar",32.5644040614345,45.2698792252824,23.4248562183955,17,NA,NA,2020-10-07,7.77903646909347e-06,1.73226208294846e-05,1.09601320969179e-05,9.04991393875522e-05,0.000100042723747943,9.36802350153766e-05,7,2.2268337342688,1.4089318311417
"72",72,"2020-10-11",2020-10-15,4,"nearFar",76.3080678747225,114.497995286245,50.8560975955602,19,NA,NA,2020-10-08,3.89705606057963e-06,2.71246034800628e-05,3.26978517580707e-05,8.63005702855322e-05,0.000109528117705015,0.000115101365983023,7,6.96028054470133,8.39039809789326
"73",73,"2020-10-11",2020-10-16,5,"nearFar",34.6938426889516,50.5284063442363,23.8215057155276,19,NA,NA,2020-10-09,5.92473126425453e-06,3.30440011675664e-05,4.26304567355438e-05,8.4921148120962e-05,0.000112040418024274,0.000121626873592251,7,5.57729957591994,7.19534014863166
"74",74,"2020-10-11",2020-10-17,6,"nearFar",25.7915276531201,38.8799295922936,17.1091590354503,95,NA,NA,2020-10-10,5.71367213525066e-06,2.84851746243446e-05,3.54759654511952e-05,8.42653572558314e-05,0.000107036859744925,0.000114027650571776,7,4.98544087761084,6.20896064937385
"75",75,"2020-10-11",2020-10-18,7,"nearFar",52.9326046760658,78.1354843375557,35.8590039026091,59,NA,NA,2020-10-11,5.39708344173688e-06,2.61900458673953e-05,2.74373919859565e-05,8.3850776823852e-05,0.00010464373924951,0.000105891085368072,7,4.8526294155213,5.08374426338805
"76",76,"2020-10-11",2020-10-19,8,"nearFar",48.6765715444393,72.0342056358437,32.8928263511234,47,NA,NA,2020-10-12,6.05287430685832e-06,2.20681879327867e-05,2.32513329060025e-05,8.43633489942945e-05,0.000100378662620223,0.000101561807593439,7,3.64590222991776,3.84137051708759
"77",77,"2020-10-11",2020-10-20,9,"nearFar",16.2843898762493,22.9540856606583,11.55268641766,41,NA,NA,2020-10-13,5.46492387606209e-06,1.62385212510829e-05,1.4187621968546e-05,8.39864576925011e-05,9.47600550675219e-05,9.27091557849851e-05,7,2.97140849888361,2.59612435420954
"78",78,"2020-10-11",2020-10-21,10,"nearFar",14.4132086072245,20.2751822699983,10.2460525182439,26,NA,NA,2020-10-14,5.84935300388927e-06,2.12103704873453e-05,1.63273978466063e-05,8.27201029184587e-05,9.80811204019147e-05,9.31981477611757e-05,7,3.62610539545868,2.79131689192807
"79",79,"2020-10-11",2020-10-22,11,"nearFar",52.0139160765128,81.2642559144187,33.2919736380001,17,NA,NA,2020-10-15,5.02772996597859e-06,2.34617681483448e-05,2.2125948884104e-05,8.24035142249526e-05,0.000100837552407319,9.9501733143078e-05,7,4.66647339994487,4.40078306389263
"80",80,"2020-10-11",2020-10-23,12,"nearFar",35.9621869119749,52.3739495569846,24.693170907126,73,NA,NA,2020-10-16,1.16836303557151e-06,2.56732082477497e-05,2.55922621243318e-05,7.89964168567074e-05,0.000105837988140029,0.000105757042016611,7,21.9736567026802,21.9043750488163
"81",81,"2020-10-11",2020-10-24,13,"nearFar",68.9588040214687,88.8576067918062,53.5161459301178,52,NA,NA,2020-10-17,2.22365868060841e-06,2.52092203817238e-05,2.21072989355955e-05,7.85516851205808e-05,0.000105984564182913,0.000102882642736785,7,11.3368209795697,9.94185804160679
"82",82,"2020-10-11",2020-10-25,14,"nearFar",34.1887308435249,52.1708111558275,22.4046605907607,48,NA,NA,2020-10-18,9.8745521070997e-07,2.74009290504986e-05,2.60960437861237e-05,7.84536933821151e-05,0.000106842077643324,0.000105537192378949,7,27.7490348456388,26.4275721096869
"83",83,"2020-10-11",2020-10-26,15,"nearFar",71.9630087179365,113.500726902944,45.6267969822448,52,NA,NA,2020-10-19,6.4825303909426e-07,2.85923230624844e-05,2.58293993603762e-05,7.83104746874362e-05,0.000106254544710826,0.000103491621008718,7,44.1067319984086,39.8446251736283
"84",84,"2020-10-11",2020-10-27,16,"nearFar",50.3696479322901,69.1858037718654,36.6708384452501,59,NA,NA,2020-10-20,9.34690428452042e-07,2.81841249361126e-05,2.73851828000575e-05,7.85215338164391e-05,0.0001057709683241,0.000104972026188045,7,30.1534327069004,29.2986661320697
"85",85,"2020-10-11",2020-10-28,17,"nearFar",26.9749543831458,36.4426886021937,19.9669176968737,23,NA,NA,2020-10-21,1.13821173142981e-06,3.27953731604263e-05,3.36296641713032e-05,7.68707499145694e-05,0.000108527911343566,0.000109362202354443,7,28.8130690053854,29.5460530257038
"86",86,"2020-10-11",2020-10-29,18,"nearFar",22.0300058978516,34.8651485565911,13.9199510098639,6,NA,NA,2020-10-22,2.80407128536647e-06,2.94942626259946e-05,3.29540142830481e-05,7.7375784258974e-05,0.000104065975599602,0.000107525727256656,7,10.5183711911732,11.7522027542682
"87",87,"2020-10-26",2020-10-27,1,"nearFuture",37.0325465014075,54.3823992544072,25.2178925384166,59,32,0.813609358703078,2020-10-20,9.34690428452042e-07,2.81841249361126e-05,2.73851828000575e-05,7.85215338164391e-05,0.0001057709683241,0.000104972026188045,7,30.1534327069004,29.2986661320697
"88",88,"2020-10-26",2020-10-28,2,"nearFuture",33.4091126825542,50.1236600803259,22.2683022039269,23,32,1.15656794733181,2020-10-21,1.13821173142981e-06,3.27953731604263e-05,3.36296641713032e-05,7.68707499145694e-05,0.000108527911343566,0.000109362202354443,7,28.8130690053854,29.5460530257038
"89",89,"2020-10-26",2020-10-29,3,"nearFuture",69.7730844116217,110.90618012581,43.8955097253261,6,32,2.45281084456965,2020-10-22,2.80407128536647e-06,2.94942626259946e-05,3.29540142830481e-05,7.7375784258974e-05,0.000104065975599602,0.000107525727256656,7,10.5183711911732,11.7522027542682
"90",90,"2020-10-26",2020-10-30,4,"nearFuture",94.8260512475309,143.598121874495,62.6190640784173,86,32,0.163445390446028,2020-10-23,5.39708344174248e-06,2.86773360433214e-05,3.17373840345956e-05,8.01647798922789e-05,0.000103445032493858,0.000106505080485132,7,5.313487618428,5.88046940114548
"91",91,"2020-10-26",2020-10-31,5,"nearFuture",39.3615715079907,57.5722572248793,26.9111093825437,40,32,0.0798035515257164,2020-10-24,7.92225516378365e-06,8.78956874715793e-06,6.37115919644961e-06,8.07753438011892e-05,8.16426573845634e-05,7.92242478338551e-05,7,1.10947811771314,0.804210299306588
