"","time_value","real_date","err0","err1","err2","strawman","case_model","case_fb_model","lead","case_sae","fb_sae"
"1",2020-05-14,2020-05-21,284.428572428564,NA,NA,1223.85714285714,NA,NA,7,NA,NA
"2",2020-05-15,2020-05-22,142.428572428577,228.470480089193,1933.83575739566,1340.28571428572,1254.2438056251,-451.121471681367,7,1.60410566639473,13.5775829555928
"3",2020-05-16,2020-05-23,261.714286714302,87.3549557441006,162.644244464051,1317.71428571428,1666.78352717268,1742.07281589263,7,0.333779851458628,0.621457263590658
"4",2020-05-17,2020-05-24,228.571429571433,124.988536779147,164.247269936907,1377.2857142857,1730.84567963628,1770.10441279404,7,0.546824846016398,0.718581802830157
"5",2020-05-18,2020-05-25,146.571429571414,96.1988166765905,510.255742323965,1440.57142857144,1683.34167381945,2097.39859946682,7,0.656327204816675,3.48127697066195
"6",2020-05-19,2020-05-26,164.285715285722,158.761341818015,372.112350119437,1477.99999999999,1801.04705610372,2014.39806440515,7,0.966373379096902,2.26503168259192
"7",2020-05-20,2020-05-27,163.428572428559,183.993666405061,705.776372298702,1493.85714285715,1473.29204788065,2363.06208658441,7,1.12583536447087,4.3185616921865
"8",2020-05-21,2020-05-28,184.571429571444,367.090651909483,350.973657286232,1508.28571428571,2059.94779476664,2043.83080014338,7,1.98888123021981,1.90156005239357
"9",2020-05-22,2020-05-29,269.14285814286,502.188065285226,47.1484720148978,1482.7142857143,2254.04520814238,1704.70867084226,7,1.86587921652622,0.175180097069013
"10",2020-05-23,2020-05-30,195.714286714272,300.111869038839,62.8363871203674,1579.42857142858,2075.25472618169,1712.30647002248,7,1.5334183011227,0.321061830361438
"11",2020-05-24,2020-05-31,258.285715285725,455.885588647504,444.512947287454,1605.85714285714,2320.02844579037,2308.65580443032,7,1.76504375452272,1.72101251048947
"12",2020-05-25,2020-06-01,298.000001000007,695.614825819263,353.85953766931,1587.14285714286,2580.75768296213,2239.00239481217,7,2.33427793115762,1.18744810899951
"13",2020-05-26,2020-06-02,210.285715285728,854.999861845718,532.675002695956,1642.28571428571,2707.57129041716,2385.24643126739,7,4.06589606281139,2.53310122360037
"14",2020-05-27,2020-06-03,207.285715285709,439.987177238513,504.014103265917,1657.28571428571,2304.55860580993,2368.58553183734,7,2.12261214735451,2.4314946284225
"15",2020-05-28,2020-06-04,194.714286714279,463.856667621108,346.356449650268,1692.85714285715,2351.42809619254,2233.9278782217,7,2.38224259477049,1.77879320256816
"16",2020-05-29,2020-06-05,80.5714295714168,469.365571632346,281.962076985857,1751.85714285716,2301.79414306092,2114.39064841443,7,5.82545915008632,3.49952928085918
"17",2020-05-30,2020-06-06,23.1428581428773,456.532985262587,389.159701848627,1775.14285714285,2254.81869954832,2187.44541613436,7,19.7267330786925,16.8155419458594
"18",2020-05-31,2020-06-07,159.42857242857,569.03532318631,479.033995453912,1864.14285714286,2273.7496089006,2183.7482811682,7,3.56921795458753,3.00469350102559
"19",2020-06-01,2020-06-08,188.000001000002,526.752654191438,512.280308179264,1885.14285714286,2223.8955113343,2209.42316532212,7,2.8018758052636,2.72489524177853
"20",2020-06-02,2020-06-09,177.571429571429,575.547007146621,562.440130824242,1852.57142857144,2250.54700714663,2237.44013082425,7,3.24121402038443,3.16740216701357
"21",2020-06-03,2020-06-10,204.571429571413,526.610600368324,555.335369736825,1864.57142857142,2186.61060036833,2215.33536973683,7,2.57421381603286,2.71462819075117
"22",2020-06-04,2020-06-11,254.000000999987,452.203598969473,495.781498799623,1887.57142857143,2085.77502754092,2129.35292737107,7,1.780329122792,1.95189565688092
"23",2020-06-05,2020-06-12,213.857143857145,411.182528737054,452.210940379878,1832.42857142857,2029.75395730848,2070.78236895131,7,1.92269718617266,2.11454680551589
"24",2020-06-06,2020-06-13,213.571429571445,434.959411075841,440.037823550826,1798.28571428573,2019.67369679012,2024.75210926511,7,2.03659923964846,2.06037775948689
"25",2020-06-07,2020-06-14,101.714286714301,399.690214733834,410.845008205645,1704.71428571429,2002.69021473383,2013.84500820564,7,3.92953858936747,4.03920650163571
"26",2020-06-08,2020-06-15,152.571429571435,321.098296033396,395.03029680017,1697.14285714286,1865.66972460482,1939.6017253716,7,2.1045768328667,2.58914986842419
"27",2020-06-09,2020-06-16,143.857143857157,310.70403697371,309.679842916463,1675.00000000001,1841.84689411656,1840.82270005931,7,2.15980957666046,2.15269005496146
"28",2020-06-10,2020-06-17,203.142858142861,239.132738112349,222.532823341968,1660.00000000001,1695.9898809695,1679.38996619912,7,1.17716537169217,1.09544989854121
"29",2020-06-11,2020-06-18,265.142858142875,152.915455030651,222.147624407618,1633.57142857144,1521.34402645922,1590.57619583619,7,0.576728545892989,0.837841252687679
"30",2020-06-12,2020-06-19,280.000001000002,73.9900987865601,135.363998507075,1618.57142857143,1412.56152735798,1473.9354270785,7,0.26425035186539,0.483442850084398
"31",2020-06-13,2020-06-20,317.000001000009,67.0580395384929,138.264181382465,1584.71428571428,1334.77232525277,1405.97846709674,7,0.21153955623644,0.436164608663395
"32",2020-06-14,2020-06-21,449.857143857129,255.023856373492,221.617860006053,1602.99999999999,1408.16671351635,1374.76071714891,7,0.566899647712352,0.492640526069842
"33",2020-06-15,2020-06-22,435.000001,263.451701750072,242.337324987834,1544.57142857143,1373.0231303215,1351.90875355926,7,0.60563609458491,0.557097297541923
"34",2020-06-16,2020-06-23,455.857143857127,282.413134613496,231.057475361846,1531.14285714285,1357.69884889922,1306.34318964757,7,0.619521133800656,0.506863780628308
"35",2020-06-17,2020-06-24,385.142858142868,212.700168343259,153.126334170177,1456.85714285715,1284.41445405754,1224.84061988446,7,0.552263046935064,0.397583210833875
"36",2020-06-18,2020-06-25,282.142858142871,130.071832226895,95.769476463398,1368.42857142857,1216.35754651259,1182.0551907491,7,0.461014087271452,0.339436117907696
"37",2020-06-19,2020-06-26,281.857143857146,83.1204104922313,127.875605068866,1338.57142857142,1139.83469620651,1184.58989078314,7,0.294902621075162,0.453689423368588
"38",2020-06-20,2020-06-27,221.714286714264,4.52124342020943,10.7817723181938,1267.71428571427,1041.4787565798,1056.7817723182,7,0.0203922060558786,0.0486291275044846
"39",2020-06-21,2020-06-28,128.142858142852,89.0184287302345,39.165065713391,1153.14285714286,935.981571269775,985.834934286618,7,0.694681155238461,0.305635961933441
"40",2020-06-22,2020-06-29,103.28571528572,183.73083078735,178.612649125943,1109.57142857143,822.554883498356,827.673065159763,7,1.778860031894,1.72930640632972
