"","X","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman.x","scaled_abs_err","time_value","err0","err1","err2","strawman.y","case_model","case_fb_model","lead","case_sae","fb_sae"
"11",11,"2020-09-11",2020-11-11,61,"farFuture",3771490.45044595,260824282.831808,54535.3372138952,1220,NA,NA,2020-11-04,4.86644166188645e-05,0.000209344983637679,0.000313889803132521,0.000648207982848396,0.00090621738310494,0.00101076220259978,7,4.30180814201989,6.45008868781636
"12",12,"2020-09-11",2020-11-12,62,"farFuture",4512385.11603117,384884718.754332,52903.1640987967,328,NA,NA,2020-11-05,2.99046975788188e-05,2.87938070978882e-05,0.000149894360356218,0.000656993074003402,0.000658103964484332,0.000836792131938439,7,0.962852308470848,5.01240181283047
"13",13,"2020-09-11",2020-11-13,63,"farFuture",19385.2727972665,1598981.85708547,235.017551799746,425,NA,NA,2020-11-06,4.53111168404572e-05,0.000114968105597842,0.000155921236613592,0.000679182837127012,0.000518903614688713,0.000789792956900147,7,2.53730460899144,3.44112543424164
"14",14,"2020-09-11",2020-11-14,64,"farFuture",2307261.93302811,308496094.03997,17256.1589285824,932,NA,NA,2020-11-07,0.000147557980967426,0.000102452762821332,0.000203876142128264,0.000703210200002039,0.000453199456213281,0.000759528361162877,7,0.694322070210146,1.38166801139188
"15",15,"2020-09-11",2020-11-15,65,"farFuture",3527206.98155354,452255658.627814,27509.1949727457,354,NA,NA,2020-11-08,0.000379854465553183,0.000265771749963668,0.000395307423496395,0.000818776464647423,0.000704693749057908,0.000834229422590635,7,0.699667304362538,1.04068125912567
"16",16,"2020-09-11",2020-11-16,66,"farFuture",16956649.7514552,2609059498.59855,110203.684871108,302,NA,NA,2020-11-09,0.000381389351656454,0.000332951713307028,0.000559002648210119,0.000796028173525124,0.000747590535175698,0.000973641470078789,7,0.872996878022287,1.4657007223255
"17",17,"2020-09-11",2020-11-17,67,"farFuture",2342158.393738,203905891.697411,26903.1262200994,506,NA,NA,2020-11-10,0.000335312923550623,0.000221022201744257,0.000527370492686576,0.000727037174969139,0.000612746453162773,0.000919094744105092,7,0.659152052369042,1.57277115090662
"18",18,"2020-09-11",2020-11-18,68,"farFuture",131110422.552372,14525652374.6517,1183419.68116071,1219,NA,NA,2020-11-11,0.000255387993295047,8.62714512782631e-05,0.000673128600089058,0.000696872399467261,0.000527755857450477,0.00111461300626127,7,0.337805431512963,2.63570965652798
"19",19,"2020-09-11",2020-09-12,1,"nearFar",47.8231787340154,118.986833216786,19.2210882699829,80,NA,NA,2020-09-05,2.58265904738727e-05,3.08137119011414e-05,3.13275726214495e-05,8.97034338051958e-05,0.00014634373618021,0.000146857596900518,7,1.19310026355643,1.21299683956122
"20",20,"2020-09-11",2020-09-13,2,"nearFar",45.2669071762835,153.712472350179,13.3306871848248,17,NA,NA,2020-09-06,2.35114706014345e-05,3.00173795339812e-05,3.15805169209324e-05,9.63055758355299e-05,0.000149834425970946,0.000151397563357897,7,1.27671212247139,1.34319615545467
"21",21,"2020-09-11",2020-09-14,3,"nearFar",8.85072739641723,28.0780987374293,2.7899102492031,6,NA,NA,2020-09-07,2.02157290518894e-05,1.5307295490294e-05,1.16125793676462e-05,9.984007744558e-05,0.000135363101987763,0.000131668385865116,7,0.757197301715089,0.574432875403072
"22",22,"2020-09-11",2020-09-15,4,"nearFar",203.562688474801,602.461953747276,68.7807219714846,34,NA,NA,2020-09-08,2.19936387881826e-05,1.34378342756202e-05,9.49325742339197e-06,0.000102229809836932,0.000137661282900735,0.000133716706048507,7,0.610987313424486,0.431636507029151
"23",23,"2020-09-11",2020-09-16,5,"nearFar",103.353046323934,451.638837231364,23.6513145103268,49,NA,NA,2020-09-09,2.14521650795389e-05,1.60551823394923e-05,4.30791523047322e-06,0.000105559659966532,0.000143067007385563,0.000131319740276544,7,0.748417806779125,0.20081493940125
"24",24,"2020-09-11",2020-09-17,6,"nearFar",1091.53566296475,3624.11553956863,328.756103528013,46,NA,NA,2020-09-10,2.06996445316766e-05,1.7504793040234e-05,8.18610191926635e-06,0.000108885246523632,0.000147089684095542,0.000137770992974575,7,0.845656697797224,0.395470652007536
"25",25,"2020-09-11",2020-09-18,7,"nearFar",35.6821402427678,112.700463974588,11.297337095184,50,NA,NA,2020-09-11,1.65725063428735e-05,1.90088093361396e-05,1.21723243456098e-05,0.000114611224403351,0.000150192540082364,0.000143356055091834,7,1.14700872293308,0.734489044310677
"26",26,"2020-09-11",2020-11-08,58,"nearFar",177027.842796444,10090368.7053014,3105.8188298607,304,NA,NA,2020-11-01,0.000225867017242044,0.000364117305436145,0.000252259856857157,0.000592909447405379,0.00118289377008357,0.00107103632150458,7,1.61208710276609,1.11685123369221
"27",27,"2020-09-11",2020-11-09,59,"nearFar",17608.15418448,1495048.64657944,207.382612260668,270,NA,NA,2020-11-02,0.000208917184732114,0.000441252827611695,0.000194465160602322,0.00058711098879301,0.00123728100113682,0.000990493334127446,7,2.1120944558845,0.930824148581539
"28",28,"2020-09-11",2020-11-10,60,"nearFar",17403348.1269856,1409748439.25881,214844.37761697,548,NA,NA,2020-11-03,8.50390854802428e-05,0.000442397486483007,0.000219257029883595,0.000641998089488896,0.00116943466145215,0.000946294204852734,7,5.20228414951369,2.57830888755895
"29",29,"2020-09-11",2020-11-11,61,"nearFar",3771490.45044595,260824282.831808,54535.3372138952,1220,NA,NA,2020-11-04,4.86644166188645e-05,0.000209344983637679,0.000313889803132521,0.000648207982848396,0.00090621738310494,0.00101076220259978,7,4.30180814201989,6.45008868781636
"30",30,"2020-09-11",2020-11-12,62,"nearFar",4512385.11603117,384884718.754332,52903.1640987967,328,NA,NA,2020-11-05,2.99046975788188e-05,2.87938070978882e-05,0.000149894360356218,0.000656993074003402,0.000658103964484332,0.000836792131938439,7,0.962852308470848,5.01240181283047
"31",31,"2020-09-11",2020-11-13,63,"nearFar",19385.2727972665,1598981.85708547,235.017551799746,425,NA,NA,2020-11-06,4.53111168404572e-05,0.000114968105597842,0.000155921236613592,0.000679182837127012,0.000518903614688713,0.000789792956900147,7,2.53730460899144,3.44112543424164
"32",32,"2020-09-11",2020-11-14,64,"nearFar",2307261.93302811,308496094.03997,17256.1589285824,932,NA,NA,2020-11-07,0.000147557980967426,0.000102452762821332,0.000203876142128264,0.000703210200002039,0.000453199456213281,0.000759528361162877,7,0.694322070210146,1.38166801139188
"33",33,"2020-09-11",2020-11-15,65,"nearFar",3527206.98155354,452255658.627814,27509.1949727457,354,NA,NA,2020-11-08,0.000379854465553183,0.000265771749963668,0.000395307423496395,0.000818776464647423,0.000704693749057908,0.000834229422590635,7,0.699667304362538,1.04068125912567
"34",34,"2020-09-11",2020-11-16,66,"nearFar",16956649.7514552,2609059498.59855,110203.684871108,302,NA,NA,2020-11-09,0.000381389351656454,0.000332951713307028,0.000559002648210119,0.000796028173525124,0.000747590535175698,0.000973641470078789,7,0.872996878022287,1.4657007223255
"35",35,"2020-09-11",2020-11-17,67,"nearFar",2342158.393738,203905891.697411,26903.1262200994,506,NA,NA,2020-11-10,0.000335312923550623,0.000221022201744257,0.000527370492686576,0.000727037174969139,0.000612746453162773,0.000919094744105092,7,0.659152052369042,1.57277115090662
"36",36,"2020-09-11",2020-11-18,68,"nearFar",131110422.552372,14525652374.6517,1183419.68116071,1219,NA,NA,2020-11-11,0.000255387993295047,8.62714512782631e-05,0.000673128600089058,0.000696872399467261,0.000527755857450477,0.00111461300626127,7,0.337805431512963,2.63570965652798
"37",37,"2020-09-26",2020-09-27,1,"nearFuture",60.8526189777924,126.948968653683,29.1695259577749,39,0,0.560323549165867,2020-09-20,3.61742809534442e-05,1.21736805607679e-05,1.43015578781963e-05,0.000145564760819417,0.000169565361212094,0.000167437483894665,7,0.336528612038904,0.395351545386684
"38",38,"2020-09-26",2020-09-28,2,"nearFuture",7.29711053745326,17.7091720657949,3.00679342873737,27,0,0.729736619733708,2020-09-21,2.58734897714694e-05,1.39795498490305e-06,1.56805089529123e-06,0.000154914775331869,0.000179390310118435,0.000182356315998629,7,0.0540303993489338,0.0606045380480647
"39",39,"2020-09-26",2020-09-29,3,"nearFuture",67.2440005242613,191.488264039777,23.6137479713512,81,0,0.169827151924835,2020-09-22,2.93525649388899e-05,1.99727929413312e-06,4.35386107435753e-06,0.000150949652898408,0.000178304938543165,0.000175948356762941,7,0.0680444553411713,0.148329833642204
"40",40,"2020-09-26",2020-09-30,4,"nearFuture",89.2354884592533,184.882550800759,43.0704377783219,85,0,0.0498292754049881,2020-09-23,2.05845280739384e-05,6.89512243204305e-06,7.15339445995093e-06,0.00015554578406321,0.000183025434569192,0.000183283706597099,7,0.334966262392618,0.347513163005553
"41",41,"2020-09-26",2020-10-01,5,"nearFuture",145.316358460679,403.989211662047,52.270811761027,63,0,1.3066088437154,2020-09-24,1.30912993891904e-05,1.55211054328425e-05,1.67126700939482e-05,0.00016255509726817,0.000191167502090203,0.000192359066751309,7,1.18560465018915,1.27662423699117
"42",42,"2020-09-26",2020-10-02,6,"nearFuture",328.728823187669,1133.25874935637,95.3556628225665,63,0,4.21791776142462,2020-09-25,3.17209794677096e-06,3.27451911875165e-05,3.56392899907336e-05,0.000174286317026959,0.000203859410267705,0.000206753509070922,7,10.3228814926253,11.2352426024589
"43",43,"2020-09-26",2020-10-03,7,"nearFuture",163.098958118139,399.046197141868,66.6621316773636,136,0,0.19925704352119,2020-09-26,1.64552580988707e-05,4.24379437231645e-05,4.33056926440856e-05,0.00017979058913621,0.000205773274760503,0.000206641023681424,7,2.57898985650531,2.63172369487523
"44",44,"2020-09-26",2020-10-04,8,"nearFuture",19.5437148422102,51.6123753616182,7.40048849055046,43,0,0.545494990983601,2020-09-27,1.29463379238761e-05,4.56472182184851e-05,4.83023397249748e-05,0.000181739041772862,0.000214439922067471,0.00021709504357396,7,3.52587878416961,3.73096546753148
"45",45,"2020-09-26",2020-09-27,1,"nearFar",60.8526189777924,126.948968653683,29.1695259577749,39,NA,NA,2020-09-20,3.61742809534442e-05,1.21736805607679e-05,1.43015578781963e-05,0.000145564760819417,0.000169565361212094,0.000167437483894665,7,0.336528612038904,0.395351545386684
"46",46,"2020-09-26",2020-09-28,2,"nearFar",7.29711053745326,17.7091720657949,3.00679342873737,27,NA,NA,2020-09-21,2.58734897714694e-05,1.39795498490305e-06,1.56805089529123e-06,0.000154914775331869,0.000179390310118435,0.000182356315998629,7,0.0540303993489338,0.0606045380480647
"47",47,"2020-09-26",2020-09-29,3,"nearFar",67.2440005242613,191.488264039777,23.6137479713512,81,NA,NA,2020-09-22,2.93525649388899e-05,1.99727929413312e-06,4.35386107435753e-06,0.000150949652898408,0.000178304938543165,0.000175948356762941,7,0.0680444553411713,0.148329833642204
"48",48,"2020-09-26",2020-09-30,4,"nearFar",89.2354884592533,184.882550800759,43.0704377783219,85,NA,NA,2020-09-23,2.05845280739384e-05,6.89512243204305e-06,7.15339445995093e-06,0.00015554578406321,0.000183025434569192,0.000183283706597099,7,0.334966262392618,0.347513163005553
"49",49,"2020-09-26",2020-10-01,5,"nearFar",145.316358460679,403.989211662047,52.270811761027,63,NA,NA,2020-09-24,1.30912993891904e-05,1.55211054328425e-05,1.67126700939482e-05,0.00016255509726817,0.000191167502090203,0.000192359066751309,7,1.18560465018915,1.27662423699117
"50",50,"2020-09-26",2020-10-02,6,"nearFar",328.728823187669,1133.25874935637,95.3556628225665,63,NA,NA,2020-09-25,3.17209794677096e-06,3.27451911875165e-05,3.56392899907336e-05,0.000174286317026959,0.000203859410267705,0.000206753509070922,7,10.3228814926253,11.2352426024589
"51",51,"2020-09-26",2020-10-03,7,"nearFar",163.098958118139,399.046197141868,66.6621316773636,136,NA,NA,2020-09-26,1.64552580988707e-05,4.24379437231645e-05,4.33056926440856e-05,0.00017979058913621,0.000205773274760503,0.000206641023681424,7,2.57898985650531,2.63172369487523
"52",52,"2020-09-26",2020-10-04,8,"nearFar",19.5437148422102,51.6123753616182,7.40048849055046,43,NA,NA,2020-09-27,1.29463379238761e-05,4.56472182184851e-05,4.83023397249748e-05,0.000181739041772862,0.000214439922067471,0.00021709504357396,7,3.52587878416961,3.73096546753148
"53",53,"2020-10-11",2020-10-12,1,"nearFuture",32.0666560875409,88.9376948490347,11.5616942218037,46,0,0.302898774120876,2020-10-05,7.5045271518908e-05,2.81491853537407e-05,9.40720083882551e-08,0.000171824103902956,0.000275018560775605,0.000246775303413476,7,0.375096055807439,0.00125353678498656
"54",54,"2020-10-11",2020-10-13,2,"nearFuture",129.718791290887,322.07792824427,52.2450107205322,95,0,0.365460957109748,2020-10-06,8.00912095834309e-05,1.54432494400487e-05,1.20539819284673e-05,0.000174028370890157,0.000269562829913636,0.00024206559854512,7,0.192820779213747,0.15050318244864
"55",55,"2020-10-11",2020-10-14,3,"nearFuture",154.542285783429,441.061095981504,54.1496820117835,108,0,0.430947086597059,2020-10-07,8.02319074762287e-05,1.16394220368697e-06,2.70143323681439e-05,0.000179225665778756,0.000260621515458671,0.00023244324088684,7,0.0145072233765827,0.336703105010282
"56",56,"2020-10-11",2020-10-15,4,"nearFuture",219.971361939796,500.781392109374,96.6237980006268,104,0,1.11510923869891,2020-10-08,7.58489549368721e-05,7.19295819414658e-06,2.93431821215739e-05,0.000191805336466852,0.00027484724959787,0.00023831110928215,7,0.0948326605176455,0.386863367412191
"57",57,"2020-10-11",2020-10-16,5,"nearFuture",77.9383377774257,162.655931657077,37.3449921784258,88,0,0.114337069411787,2020-10-09,9.36131297960406e-05,2.01994049689095e-06,4.15453182762977e-05,0.00020067143549952,0.000292264624798669,0.000252739247019263,7,0.0215775340627099,0.44379798396672
"58",58,"2020-10-11",2020-10-17,6,"nearFuture",78.0274656372353,177.672617575903,34.2668750921564,178,0,0.561643448320906,2020-10-10,8.62712579353692e-05,2.84866640849876e-05,7.44008887168868e-05,0.000218132896710534,0.000275917490560915,0.000230003265929016,7,0.330198779601992,0.86240644332119
"59",59,"2020-10-11",2020-10-18,7,"nearFuture",118.837179087712,297.261000839747,47.5079983369165,89,0,0.335249199465869,2020-10-11,7.69063209191389e-05,4.8713868179197e-05,7.18155039355913e-05,0.000239288743500685,0.000267481196240627,0.000244379560484233,7,0.633418262595293,0.933804960077335
"60",60,"2020-10-11",2020-10-19,8,"nearFuture",152.310604159808,354.240025888331,65.4881392393498,85,0,0.791889451387282,2020-10-12,9.86079049904522e-05,0.000115523920721408,0.000125213741570566,0.000246869375421864,0.000229953359690909,0.00022026353884175,7,1.17154827224646,1.2698144391435
"61",61,"2020-10-11",2020-10-12,1,"nearFar",32.0666560875409,88.9376948490347,11.5616942218037,46,NA,NA,2020-10-05,7.5045271518908e-05,2.81491853537407e-05,9.40720083882551e-08,0.000171824103902956,0.000275018560775605,0.000246775303413476,7,0.375096055807439,0.00125353678498656
"62",62,"2020-10-11",2020-10-13,2,"nearFar",129.718791290887,322.07792824427,52.2450107205322,95,NA,NA,2020-10-06,8.00912095834309e-05,1.54432494400487e-05,1.20539819284673e-05,0.000174028370890157,0.000269562829913636,0.00024206559854512,7,0.192820779213747,0.15050318244864
"63",63,"2020-10-11",2020-10-14,3,"nearFar",154.542285783429,441.061095981504,54.1496820117835,108,NA,NA,2020-10-07,8.02319074762287e-05,1.16394220368697e-06,2.70143323681439e-05,0.000179225665778756,0.000260621515458671,0.00023244324088684,7,0.0145072233765827,0.336703105010282
"64",64,"2020-10-11",2020-10-15,4,"nearFar",219.971361939796,500.781392109374,96.6237980006268,104,NA,NA,2020-10-08,7.58489549368721e-05,7.19295819414658e-06,2.93431821215739e-05,0.000191805336466852,0.00027484724959787,0.00023831110928215,7,0.0948326605176455,0.386863367412191
"65",65,"2020-10-11",2020-10-16,5,"nearFar",77.9383377774257,162.655931657077,37.3449921784258,88,NA,NA,2020-10-09,9.36131297960406e-05,2.01994049689095e-06,4.15453182762977e-05,0.00020067143549952,0.000292264624798669,0.000252739247019263,7,0.0215775340627099,0.44379798396672
"66",66,"2020-10-11",2020-10-17,6,"nearFar",78.0274656372353,177.672617575903,34.2668750921564,178,NA,NA,2020-10-10,8.62712579353692e-05,2.84866640849876e-05,7.44008887168868e-05,0.000218132896710534,0.000275917490560915,0.000230003265929016,7,0.330198779601992,0.86240644332119
"67",67,"2020-10-11",2020-10-18,7,"nearFar",118.837179087712,297.261000839747,47.5079983369165,89,NA,NA,2020-10-11,7.69063209191389e-05,4.8713868179197e-05,7.18155039355913e-05,0.000239288743500685,0.000267481196240627,0.000244379560484233,7,0.633418262595293,0.933804960077335
"68",68,"2020-10-11",2020-10-19,8,"nearFar",152.310604159808,354.240025888331,65.4881392393498,85,NA,NA,2020-10-12,9.86079049904522e-05,0.000115523920721408,0.000125213741570566,0.000246869375421864,0.000229953359690909,0.00022026353884175,7,1.17154827224646,1.2698144391435
"69",69,"2020-10-26",2020-10-27,1,"nearFuture",269.031246140575,496.232670766516,145.854587301056,257,0,0.046814187135258,2020-10-20,0.000188029943010044,0.000472762950698302,0.000349142946018039,0.000355577683686371,7.0844675998113e-05,0.000194464680678376,7,2.51429609098509,1.85684758729831
"70",70,"2020-10-26",2020-10-28,2,"nearFuture",181.061847046412,359.649515190132,91.1537234758323,523,0,0.653801438431713,2020-10-21,0.000199699340967448,0.000405738090311806,0.000343296994418313,0.000371512785939126,0.000165474036594768,0.000227915132488261,7,2.03174476363416,1.71906924056535
"71",71,"2020-10-26",2020-10-29,3,"nearFuture",197.67762128878,403.09346336495,96.9413932743719,244,0,0.18984581361219,2020-10-22,0.000211799359748276,0.000343739942486667,0.000113774082306758,0.000380221132788963,0.000248280550050571,0.000478246410230481,7,1.62295081012145,0.537178594127851
"72",72,"2020-10-26",2020-10-30,4,"nearFuture",69.8537265472197,170.734480047325,28.5797169451725,235,0,0.702750096808639,2020-10-23,0.000201170273483079,3.470291069529e-05,8.66973529407465e-06,0.000403672913375268,0.000570140276163057,0.000596173451564272,7,0.172505162390252,0.043096502997019
"73",73,"2020-10-26",2020-10-31,5,"nearFuture",78.7187624926478,165.044533686988,37.545282051728,545,0,0.855561902113377,2020-10-24,0.000180357644279924,2.01728107211565e-05,2.99619948310931e-05,0.000439798163244858,0.000640328618245938,0.000650117802355874,7,0.111848936604247,0.16612545007846
"74",74,"2020-10-26",2020-11-01,6,"nearFuture",145.312660069889,359.641000451157,58.7134646775483,223,0,0.348373720097477,2020-10-25,0.000125408721782646,0.000136853982949515,0.00010015878360602,0.000467500725622734,0.000729763430354894,0.0006930682310114,7,1.0912636777106,0.798658834746856
"75",75,"2020-10-26",2020-11-02,7,"nearFuture",84.5112979950363,203.161079350136,35.1551562516399,231,0,0.634150222384474,2020-10-26,7.23421665481423e-05,0.000239933473429163,0.000189704796229302,0.000514768822244868,0.000827044462222174,0.000776815785022312,7,3.31664760509339,2.62232671872022
"76",76,"2020-10-26",2020-10-27,1,"nearFar",269.031246140575,496.232670766516,145.854587301056,257,NA,NA,2020-10-20,0.000188029943010044,0.000472762950698302,0.000349142946018039,0.000355577683686371,7.0844675998113e-05,0.000194464680678376,7,2.51429609098509,1.85684758729831
"77",77,"2020-10-26",2020-10-28,2,"nearFar",181.061847046412,359.649515190132,91.1537234758323,523,NA,NA,2020-10-21,0.000199699340967448,0.000405738090311806,0.000343296994418313,0.000371512785939126,0.000165474036594768,0.000227915132488261,7,2.03174476363416,1.71906924056535
"78",78,"2020-10-26",2020-10-29,3,"nearFar",197.67762128878,403.09346336495,96.9413932743719,244,NA,NA,2020-10-22,0.000211799359748276,0.000343739942486667,0.000113774082306758,0.000380221132788963,0.000248280550050571,0.000478246410230481,7,1.62295081012145,0.537178594127851
"79",79,"2020-10-26",2020-10-30,4,"nearFar",69.8537265472197,170.734480047325,28.5797169451725,235,NA,NA,2020-10-23,0.000201170273483079,3.470291069529e-05,8.66973529407465e-06,0.000403672913375268,0.000570140276163057,0.000596173451564272,7,0.172505162390252,0.043096502997019
"80",80,"2020-10-26",2020-10-31,5,"nearFar",78.7187624926478,165.044533686988,37.545282051728,545,NA,NA,2020-10-24,0.000180357644279924,2.01728107211565e-05,2.99619948310931e-05,0.000439798163244858,0.000640328618245938,0.000650117802355874,7,0.111848936604247,0.16612545007846
"81",81,"2020-10-26",2020-11-01,6,"nearFar",145.312660069889,359.641000451157,58.7134646775483,223,NA,NA,2020-10-25,0.000125408721782646,0.000136853982949515,0.00010015878360602,0.000467500725622734,0.000729763430354894,0.0006930682310114,7,1.0912636777106,0.798658834746856
"82",82,"2020-10-26",2020-11-02,7,"nearFar",84.5112979950363,203.161079350136,35.1551562516399,231,NA,NA,2020-10-26,7.23421665481423e-05,0.000239933473429163,0.000189704796229302,0.000514768822244868,0.000827044462222174,0.000776815785022312,7,3.31664760509339,2.62232671872022
"83",83,"2020-11-10",2020-11-11,1,"nearFuture",848.377059063756,1980.90789749558,363.340282128021,1220,0,0.304608967730849,2020-11-04,4.86644166188645e-05,0.000209344983637679,0.000313889803132521,0.000648207982848396,0.00090621738310494,0.00101076220259978,7,4.30180814201989,6.45008868781636
"84",84,"2020-11-10",2020-11-12,2,"nearFuture",587.626517893489,1341.70949852857,257.361913968946,328,0,0.791544259457149,2020-11-05,2.99046975788188e-05,2.87938070978882e-05,0.000149894360356218,0.000656993074003402,0.000658103964484332,0.000836792131938439,7,0.962852308470848,5.01240181283047
"85",85,"2020-11-10",2020-11-13,3,"nearFuture",1475.46534219356,3627.21787372408,600.183956906684,425,0,2.47168315228677,2020-11-06,4.53111168404572e-05,0.000114968105597842,0.000155921236613592,0.000679182837127012,0.000518903614688713,0.000789792956900147,7,2.53730460899144,3.44112543424164
"86",86,"2020-11-10",2020-11-14,4,"nearFuture",4341.57558756378,12625.5322973497,1492.94921897958,932,0,3.65834290118609,2020-11-07,0.000147557980967426,0.000102452762821332,0.000203876142128264,0.000703210200002039,0.000453199456213281,0.000759528361162877,7,0.694322070210146,1.38166801139188
"87",87,"2020-11-10",2020-11-15,5,"nearFuture",375.337794471158,1115.55320453675,126.285738219877,354,0,0.0602762553979701,2020-11-08,0.000379854465553183,0.000265771749963668,0.000395307423496395,0.000818776464647423,0.000704693749057908,0.000834229422590635,7,0.699667304362538,1.04068125912567
"88",88,"2020-11-10",2020-11-16,6,"nearFuture",972.733242269606,2677.91557530578,353.338234163075,302,0,2.22097099353853,2020-11-09,0.000381389351656454,0.000332951713307028,0.000559002648210119,0.000796028173525124,0.000747590535175698,0.000973641470078789,7,0.872996878022287,1.4657007223255
"89",89,"2020-11-10",2020-11-17,7,"nearFuture",2591.35655199415,7083.86462762274,947.947078686136,506,0,4.1212579997488,2020-11-10,0.000335312923550623,0.000221022201744257,0.000527370492686576,0.000727037174969139,0.000612746453162773,0.000919094744105092,7,0.659152052369042,1.57277115090662
"90",90,"2020-11-10",2020-11-11,1,"nearFar",848.377059063756,1980.90789749558,363.340282128021,1220,NA,NA,2020-11-04,4.86644166188645e-05,0.000209344983637679,0.000313889803132521,0.000648207982848396,0.00090621738310494,0.00101076220259978,7,4.30180814201989,6.45008868781636
"91",91,"2020-11-10",2020-11-12,2,"nearFar",587.626517893489,1341.70949852857,257.361913968946,328,NA,NA,2020-11-05,2.99046975788188e-05,2.87938070978882e-05,0.000149894360356218,0.000656993074003402,0.000658103964484332,0.000836792131938439,7,0.962852308470848,5.01240181283047
"92",92,"2020-11-10",2020-11-13,3,"nearFar",1475.46534219356,3627.21787372408,600.183956906684,425,NA,NA,2020-11-06,4.53111168404572e-05,0.000114968105597842,0.000155921236613592,0.000679182837127012,0.000518903614688713,0.000789792956900147,7,2.53730460899144,3.44112543424164
"93",93,"2020-11-10",2020-11-14,4,"nearFar",4341.57558756378,12625.5322973497,1492.94921897958,932,NA,NA,2020-11-07,0.000147557980967426,0.000102452762821332,0.000203876142128264,0.000703210200002039,0.000453199456213281,0.000759528361162877,7,0.694322070210146,1.38166801139188
"94",94,"2020-11-10",2020-11-15,5,"nearFar",375.337794471158,1115.55320453675,126.285738219877,354,NA,NA,2020-11-08,0.000379854465553183,0.000265771749963668,0.000395307423496395,0.000818776464647423,0.000704693749057908,0.000834229422590635,7,0.699667304362538,1.04068125912567
"95",95,"2020-11-10",2020-11-16,6,"nearFar",972.733242269606,2677.91557530578,353.338234163075,302,NA,NA,2020-11-09,0.000381389351656454,0.000332951713307028,0.000559002648210119,0.000796028173525124,0.000747590535175698,0.000973641470078789,7,0.872996878022287,1.4657007223255
"96",96,"2020-11-10",2020-11-17,7,"nearFar",2591.35655199415,7083.86462762274,947.947078686136,506,NA,NA,2020-11-10,0.000335312923550623,0.000221022201744257,0.000527370492686576,0.000727037174969139,0.000612746453162773,0.000919094744105092,7,0.659152052369042,1.57277115090662
