"","X","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman.x","scaled_abs_err","time_value","err0","err1","err2","strawman.y","case_model","case_fb_model","lead","case_sae","fb_sae"
"1",1,"2020-09-11",2020-09-12,1,"nearFuture",6.51001907653971,10.3479975746901,4.09551201292971,5,5,1510019.07653971,2020-09-05,2.53297648444454e-06,8.64533327040175e-07,2.17673872999196e-06,1.3785105038621e-05,1.71826148501057e-05,1.41413427930735e-05,7,0.341311232989895,0.859360023024178
"2",2,"2020-09-11",2020-09-13,2,"nearFuture",2.89499537688217,4.71225767207112,1.77855262071981,2,5,0.298331692850159,2020-09-06,2.11482887185575e-06,8.50186646926861e-07,5.19167839128378e-07,1.4134421768471e-05,1.70994372872536e-05,1.67684184794551e-05,7,0.402012029550565,0.245489290427935
"3",3,"2020-09-11",2020-09-14,3,"nearFuture",3.25832027027572,5.69792128910729,1.86324984937674,1,5,0.564579926423949,2020-09-07,1.95823861364949e-06,9.23271954394562e-07,2.10749930238947e-07,1.44854592703907e-05,1.73669698384348e-05,1.66544478142791e-05,7,0.471480823613164,0.107622191070056
"4",4,"2020-09-11",2020-09-15,4,"nearFuture",8.88778330996496,17.0755910867441,4.62605901977907,12,5,0.444602320776102,2020-09-08,1.31639063219853e-06,2.8497464114358e-06,2.24368329111801e-06,1.49689962215658e-05,1.91351332652002e-05,1.85290701448824e-05,7,2.16481820952827,1.70442058477034
"5",5,"2020-09-11",2020-09-16,5,"nearFuture",11.3710690211903,18.8686234976998,6.85271030504359,6,5,5.3710636501267,2020-09-09,2.70161214712213e-06,2.47299093838487e-06,1.88037459143142e-06,1.48313344561097e-05,2.00059375416167e-05,1.94133211946633e-05,7,0.915376006514925,0.696019446549526
"6",6,"2020-09-11",2020-09-17,6,"nearFuture",6.51693564853263,10.7415032881809,3.95386466006547,3,5,1.75846694503284,2020-09-10,2.22151674009125e-06,2.98773071281251e-06,4.02646279039565e-06,1.58311030277525e-05,2.10403504806563e-05,2.20790825582394e-05,7,1.34490578391491,1.8124836593535
"7",7,"2020-09-11",2020-09-18,7,"nearFuture",11.2600621601189,20.8560818352,6.07923390652184,7,5,2.13003001504445,2020-09-11,2.91154633945451e-06,3.44123391422167e-06,4.00780951030613e-06,1.58844469618664e-05,2.22372272155425e-05,2.2803802811627e-05,7,1.18192654796159,1.37652265945285
"8",8,"2020-09-11",2020-11-07,57,"farFuture",70.7976836222892,334.033918266915,15.0053983508243,130,NA,NA,2020-10-31,3.95553875324963e-05,0.000133830097610431,0.000128834487042752,0.000173364344330405,0.000346749829473332,0.000341754218905653,7,3.38335953605522,3.2570654739992
"9",9,"2020-09-11",2020-11-08,58,"farFuture",18.9048566791466,89.5084286314828,3.99284862356937,63,NA,NA,2020-11-01,3.75575711612767e-05,0.000127608688055147,0.000127158737874151,0.000178528381307173,0.000343694640523597,0.000343244690342601,7,3.39768212132728,3.38570184232937
"10",10,"2020-09-11",2020-11-09,59,"farFuture",14.7805170242099,63.8220677130528,3.42301168437822,63,NA,NA,2020-11-02,3.38647943028444e-05,0.000137369088840986,0.00012581118439444,0.000184399655603987,0.000355633538747818,0.000344075634301272,7,4.05639814648003,3.71510257140031
"11",11,"2020-09-11",2020-11-10,60,"farFuture",55.5719620963923,267.520695075009,11.5439404431009,154,NA,NA,2020-11-03,2.70453745964312e-05,8.08177657622627e-05,8.72956274786894e-05,0.000191184659869031,0.000299047800227725,0.000305525661944152,7,2.98822874403548,3.22774702814464
"12",12,"2020-09-11",2020-11-11,61,"farFuture",65.562837009862,302.535047394873,14.2082235886253,261,NA,NA,2020-11-04,2.53641802857681e-05,2.89639200629468e-05,6.9067653913401e-05,0.000195056397022555,0.00024938449737127,0.000289488231221724,7,1.14192218067455,2.72303907065962
"13",13,"2020-09-11",2020-11-12,62,"farFuture",84.151500718079,408.021653866053,17.3556354325979,215,NA,NA,2020-11-05,2.30583457143318e-05,1.43978872457167e-05,5.87553295192112e-05,0.000200590399993999,0.000238046632954048,0.000282404075227542,7,0.624411110150359,2.54811556072264
"14",14,"2020-09-11",2020-11-13,63,"farFuture",60.8260001663376,300.75703359589,12.3016318255303,218,NA,NA,2020-11-06,2.17006565524886e-05,1.96440983230717e-06,7.44332099707425e-05,0.000205451581086763,0.000225187827806945,0.000301585447609994,7,0.090523059869444,3.42999806437684
"15",15,"2020-09-11",2020-11-14,64,"farFuture",68.652713594124,349.071052257244,13.5021081048092,178,NA,NA,2020-11-07,1.26184215763497e-05,5.98753864100136e-05,5.90042213008309e-05,0.000212919731862901,0.000165662767029237,0.00016653393213842,7,4.74507734962952,4.67603819889965
"16",16,"2020-09-11",2020-11-15,65,"farFuture",14.1210547603885,58.5664662280595,3.40475019902014,107,NA,NA,2020-11-08,1.10525189942644e-05,9.68666061927331e-05,0.000111513450023137,0.00021608595246845,0.000130271865269981,0.000115625021439577,7,8.76421078697091,10.0894149180839
"17",17,"2020-09-11",2020-11-16,66,"farFuture",58.2523952506345,290.164232948034,11.6945549007202,62,NA,NA,2020-11-09,4.50498127463751e-06,0.000119098395706585,0.00014516376922098,0.000218264449906832,0.000103671035474884,7.76056619604895e-05,7,26.4370456714426,32.2229461947453
"18",18,"2020-09-11",2020-11-17,67,"farFuture",126.483829196024,687.689256024573,23.2636454734976,267,NA,NA,2020-11-10,2.96833181770691e-06,0.000152164659548205,0.00016348109971888,0.000218230034465462,6.90337067349644e-05,5.77172665642897e-05,7,51.2626852026788,55.0750757525389
"19",19,"2020-09-11",2020-11-18,68,"farFuture",429.734158983986,3519.45266748239,52.4716383044234,305,NA,NA,2020-11-11,8.1564596034111e-07,0.000201433731905264,0.000219692448923438,0.000220420577308323,1.8171199442718e-05,-8.75175754554152e-08,7,246.962213631295,269.347804814187
"20",20,"2020-09-11",2020-09-12,1,"nearFar",6.51001907653971,10.3479975746901,4.09551201292971,5,NA,NA,2020-09-05,2.53297648444454e-06,8.64533327040175e-07,2.17673872999196e-06,1.3785105038621e-05,1.71826148501057e-05,1.41413427930735e-05,7,0.341311232989895,0.859360023024178
"21",21,"2020-09-11",2020-09-13,2,"nearFar",2.89499537688217,4.71225767207112,1.77855262071981,2,NA,NA,2020-09-06,2.11482887185575e-06,8.50186646926861e-07,5.19167839128378e-07,1.4134421768471e-05,1.70994372872536e-05,1.67684184794551e-05,7,0.402012029550565,0.245489290427935
"22",22,"2020-09-11",2020-09-14,3,"nearFar",3.25832027027572,5.69792128910729,1.86324984937674,1,NA,NA,2020-09-07,1.95823861364949e-06,9.23271954394562e-07,2.10749930238947e-07,1.44854592703907e-05,1.73669698384348e-05,1.66544478142791e-05,7,0.471480823613164,0.107622191070056
"23",23,"2020-09-11",2020-09-15,4,"nearFar",8.88778330996496,17.0755910867441,4.62605901977907,12,NA,NA,2020-09-08,1.31639063219853e-06,2.8497464114358e-06,2.24368329111801e-06,1.49689962215658e-05,1.91351332652002e-05,1.85290701448824e-05,7,2.16481820952827,1.70442058477034
"24",24,"2020-09-11",2020-09-16,5,"nearFar",11.3710690211903,18.8686234976998,6.85271030504359,6,NA,NA,2020-09-09,2.70161214712213e-06,2.47299093838487e-06,1.88037459143142e-06,1.48313344561097e-05,2.00059375416167e-05,1.94133211946633e-05,7,0.915376006514925,0.696019446549526
"25",25,"2020-09-11",2020-09-17,6,"nearFar",6.51693564853263,10.7415032881809,3.95386466006547,3,NA,NA,2020-09-10,2.22151674009125e-06,2.98773071281251e-06,4.02646279039565e-06,1.58311030277525e-05,2.10403504806563e-05,2.20790825582394e-05,7,1.34490578391491,1.8124836593535
"26",26,"2020-09-11",2020-09-18,7,"nearFar",11.2600621601189,20.8560818352,6.07923390652184,7,NA,NA,2020-09-11,2.91154633945451e-06,3.44123391422167e-06,4.00780951030613e-06,1.58844469618664e-05,2.22372272155425e-05,2.2803802811627e-05,7,1.18192654796159,1.37652265945285
"27",27,"2020-09-11",2020-11-07,57,"nearFar",70.7976836222892,334.033918266915,15.0053983508243,130,NA,NA,2020-10-31,3.95553875324963e-05,0.000133830097610431,0.000128834487042752,0.000173364344330405,0.000346749829473332,0.000341754218905653,7,3.38335953605522,3.2570654739992
"28",28,"2020-09-11",2020-11-08,58,"nearFar",18.9048566791466,89.5084286314828,3.99284862356937,63,NA,NA,2020-11-01,3.75575711612767e-05,0.000127608688055147,0.000127158737874151,0.000178528381307173,0.000343694640523597,0.000343244690342601,7,3.39768212132728,3.38570184232937
"29",29,"2020-09-11",2020-11-09,59,"nearFar",14.7805170242099,63.8220677130528,3.42301168437822,63,NA,NA,2020-11-02,3.38647943028444e-05,0.000137369088840986,0.00012581118439444,0.000184399655603987,0.000355633538747818,0.000344075634301272,7,4.05639814648003,3.71510257140031
"30",30,"2020-09-11",2020-11-10,60,"nearFar",55.5719620963923,267.520695075009,11.5439404431009,154,NA,NA,2020-11-03,2.70453745964312e-05,8.08177657622627e-05,8.72956274786894e-05,0.000191184659869031,0.000299047800227725,0.000305525661944152,7,2.98822874403548,3.22774702814464
"31",31,"2020-09-11",2020-11-11,61,"nearFar",65.562837009862,302.535047394873,14.2082235886253,261,NA,NA,2020-11-04,2.53641802857681e-05,2.89639200629468e-05,6.9067653913401e-05,0.000195056397022555,0.00024938449737127,0.000289488231221724,7,1.14192218067455,2.72303907065962
