"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESAL",716820,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESCO",782979,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESGR",914678,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESH",521870,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESCA",1240155,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESJ",633564,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESMA",1661785,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAN","ESSE",1942389,0,0,0,0,0,0,8414240,0.0240157480314961,0.0273055555555556,NA,NA,2540,30,0,0,0,0,0,0,0.0240157480314961,0.0273055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAR","ESTE",134137,0,0,0,0,0,0,1319291,0.0137931034482759,0.0229276233122387,NA,NA,870,13,0,0,0,0,0,0,0.0137931034482759,0.0229276233122387,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAR","ESHU",220461,0,0,0,0,0,0,1319291,0.0137931034482759,0.0229276233122387,NA,NA,870,13,0,0,0,0,0,0,0.0137931034482759,0.0229276233122387,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAR","ESZ",964693,0,0,0,0,0,0,1319291,0.0137931034482759,0.0229276233122387,NA,NA,870,13,0,0,0,0,0,0,0.0137931034482759,0.0229276233122387,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESAS","ESO",1022800,0.00847457627118644,0.0171428571428571,0,0,590,7,1022800,0,0,0,0,0,0,0.00847457627118644,0.0171428571428571,0,0,590,590,0.00847457627118644,0.0171428571428571,0,0
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCB","ESS",581078,0.00840336134453781,0.0113461538461538,0,0,595,8,581078,0,0,0,0,0,0,0.00840336134453781,0.0113461538461538,0,0,595,595,0.00840336134453781,0.0113461538461538,0,0
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCE","ESCE",84777,0,0,0,0,0,0,84777,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESAV",157640,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESLE",460001,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESP",160980,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESSG",153129,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESSA",330119,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESZA",172539,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESVA",519546,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESBU",356958,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCL","ESSO",88636,0,0,0,0,0,0,2399548,0.0344287949921753,0.0345454545454545,NA,NA,639,11,0,0,0,0,0,0,0.0344287949921753,0.0345454545454545,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCM","ESCU",196329,0,0,0,0,0,0,2032863,0.0412067696835909,0.0465037593984962,NA,NA,1359,19,0,0,0,0,0,0,0.0412067696835909,0.0465037593984962,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCM","ESTO",694844,0,0,0,0,0,0,2032863,0.0412067696835909,0.0465037593984962,NA,NA,1359,19,0,0,0,0,0,0,0.0412067696835909,0.0465037593984962,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCM","ESCR",495761,0,0,0,0,0,0,2032863,0.0412067696835909,0.0465037593984962,NA,NA,1359,19,0,0,0,0,0,0,0.0412067696835909,0.0465037593984962,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCM","ESGU",257762,0,0,0,0,0,0,2032863,0.0412067696835909,0.0465037593984962,NA,NA,1359,19,0,0,0,0,0,0,0.0412067696835909,0.0465037593984962,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCM","ESAB",388167,0,0,0,0,0,0,2032863,0.0412067696835909,0.0465037593984962,NA,NA,1359,19,0,0,0,0,0,0,0.0412067696835909,0.0465037593984962,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCN","ESTF",1032983,0,0,0,0,0,0,2153389,0.0376237623762376,0.0452380952380952,NA,NA,505,7,0,0,0,0,0,0,0.0376237623762376,0.0452380952380952,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCN","ESGC",1120406,0,0,0,0,0,0,2153389,0.0376237623762376,0.0452380952380952,NA,NA,505,7,0,0,0,0,0,0,0.0376237623762376,0.0452380952380952,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCT","ESB",5664579,0,0,0,0,0,0,7675217,0.0376,0.0458055555555556,NA,NA,2500,30,0,0,0,0,0,0,0.0376,0.0458055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCT","ESL",434930,0,0,0,0,0,0,7675217,0.0376,0.0458055555555556,NA,NA,2500,30,0,0,0,0,0,0,0.0376,0.0458055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCT","EST",804664,0,0,0,0,0,0,7675217,0.0376,0.0458055555555556,NA,NA,2500,30,0,0,0,0,0,0,0.0376,0.0458055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESCT","ESGI",771044,0,0,0,0,0,0,7675217,0.0376,0.0458055555555556,NA,NA,2500,30,0,0,0,0,0,0,0.0376,0.0458055555555556,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESEX","ESCC",394151,0,0,0,0,0,0,1067710,0.0483660130718954,0.042,NA,NA,765,10,0,0,0,0,0,0,0.0483660130718954,0.042,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESEX","ESBA",673559,0,0,0,0,0,0,1067710,0.0483660130718954,0.042,NA,NA,765,10,0,0,0,0,0,0,0.0483660130718954,0.042,NA,NA
"ES",2020-03-28,47026208,0.0517883755588674,NA,2684,30,0.0338880983937318,13748,0,0,0.0368119265285433,0,"ESGA","ESLU",329587,0,0,0,0,0,0,2699499,0.0121951219512195,0.0218181818181818,NA,NA,1312,22,0,0,0,0,0,0,0.0121951219512195,0.0218181818181818,NA,NA
