"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESAL",716820,0,0,0,0,0,0,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESCO",782979,0,0,0,0,0,0,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESGR",914678,0.05,0.05,0,0,20,1,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESH",521870,0.00833333333333333,0.025,0,0,120,2,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESCA",1240155,0,0,0,0,20,1,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESJ",633564,0,0,0,0,0,0,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESMA",1661785,0.0569105691056911,0.035,0.00813008130081301,0.005,123,4,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAN","ESSE",1942389,0.0169491525423729,0.0108333333333333,0,0,295,3,8414240,0.0311714429361488,0.0356477596477596,0.00255102040816327,0.00275720164609054,1989,30,0.0211044365510842,0.0163990654533267,0.00160566458224053,0.000987483718077925,578,578,0.0289046997765978,0.0313136165841125,0.00233815883146543,0.00235872211263074
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAR","ESTE",134137,0,0,0,0,0,0,1319291,0.0444893832153691,0.0788564213564214,0.00176678445229682,8e-04,1978,30,0.210929072451094,0.109683117674569,0,0,52,52,0.0487528629396339,0.079646070720236,0.00172152691952863,0.000779507389162562
"ES",2020-07-02,47026208,0.0802448146888813,0.00861326442721792,2941,30,0.0499196884868651,19848,0.00177062218840375,19848,0.0538332518797358,0.0026536890550654,"ESAR","ESHU",220461,0,0,0,0,0,0,1319291,0.0444893832153691,0.0788564213564214,0.00176678445229682,8e-04,1978,30,0.210929072451094,0.109683117674569,0,0,52,52,0.0487528629396339,0.079646070720236,0.00172152691952863,0.000779507389162562
