"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESAL",716820,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESCO",782979,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESGR",914678,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESH",521870,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESCA",1240155,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESJ",633564,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESMA",1661785,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAN","ESSE",1942389,0,0,0,0,0,0,8414240,0.0234617087206729,0.031422514619883,NA,NA,2259,30,0,0,0,0,0,0,0.0234617087206729,0.031422514619883,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAR","ESTE",134137,0,0,0,0,0,0,1319291,0.0431554524361949,0.05,NA,NA,2155,30,0,0,0,0,0,0,0.0431554524361949,0.05,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAR","ESHU",220461,0,0,0,0,0,0,1319291,0.0431554524361949,0.05,NA,NA,2155,30,0,0,0,0,0,0,0.0431554524361949,0.05,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAR","ESZ",964693,0,0,0,0,0,0,1319291,0.0431554524361949,0.05,NA,NA,2155,30,0,0,0,0,0,0,0.0431554524361949,0.05,NA,NA
"ES",2020-05-01,47026208,0.0813477737665463,NA,4155,30,0.0517596116058843,20467,0,0,0.0567526590341009,0,"ESAS","ESO",1022800,0.0236514522821577,0.0255906120023767,0,0,2410,30,1022800,0,0,0,0,0,0,0.0236514522821577,0.0255906120023767,0,0,2410,2410,0.0236514522821577,0.0255906120023767,0,0
