"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-23,"IT","IT52",3729641,NA,NA,NA,NA
2020-03-24,"IT","IT52",3729641,NA,NA,NA,NA
2020-03-25,"IT","IT52",3729641,0,NA,NA,NA
2020-03-26,"IT","IT52",3729641,0,NA,NA,NA
2020-03-27,"IT","IT52",3729641,0,NA,NA,NA
2020-03-28,"IT","IT52",3729641,0,NA,NA,NA
2020-03-29,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-03-30,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-03-31,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-01,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-02,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-03,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-04,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-05,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-06,"IT","IT52",3729641,0.00588235294117647,NA,NA,NA
2020-04-07,"IT","IT52",3729641,0.0243243243243243,NA,NA,NA
2020-04-08,"IT","IT52",3729641,0.0192307692307692,NA,NA,NA
2020-04-09,"IT","IT52",3729641,0.0192307692307692,NA,NA,NA
2020-04-10,"IT","IT52",3729641,0.02,NA,NA,NA
2020-04-11,"IT","IT52",3729641,0.0169230769230769,NA,NA,NA
2020-04-12,"IT","IT52",3729641,0.0169230769230769,NA,NA,NA
2020-04-13,"IT","IT52",3729641,0.0169230769230769,NA,NA,NA
2020-04-14,"IT","IT52",3729641,0.0169230769230769,NA,NA,NA
2020-04-15,"IT","IT52",3729641,0.0169230769230769,NA,NA,NA
2020-04-16,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-17,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-18,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-19,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-20,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-21,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-22,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-23,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-24,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-25,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-26,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-27,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-28,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-29,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-04-30,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-01,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-02,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-03,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-04,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-05,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-06,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-07,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-08,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-09,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-10,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-11,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-12,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-13,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-14,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-15,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-16,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-17,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-18,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-19,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-20,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-21,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-22,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-23,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-24,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-25,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-26,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-27,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-28,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-29,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-30,"IT","IT52",3729641,0.0179910044977511,NA,NA,NA
2020-05-31,"IT","IT52",3729641,0.0176056890112437,NA,NA,NA
2020-06-01,"IT","IT52",3729641,0.0176056890112437,NA,NA,NA
2020-06-02,"IT","IT52",3729641,0.0176056890112437,NA,NA,NA
2020-06-03,"IT","IT52",3729641,0.0176056890112437,NA,NA,NA
2020-06-04,"IT","IT52",3729641,0.0176056890112437,NA,NA,NA
2020-06-05,"IT","IT52",3729641,0.0215999508356957,NA,NA,NA
2020-06-06,"IT","IT52",3729641,0.0189233770022761,NA,NA,NA
2020-06-07,"IT","IT52",3729641,0.0178193293358656,NA,NA,NA
2020-06-08,"IT","IT52",3729641,0.0178193293358656,NA,NA,NA
2020-06-09,"IT","IT52",3729641,0.0209629423379905,NA,NA,NA
2020-06-10,"IT","IT52",3729641,0.0209629423379905,NA,NA,NA
2020-06-11,"IT","IT52",3729641,0.0209629423379905,NA,NA,NA
2020-06-12,"IT","IT52",3729641,0.0209629423379905,NA,NA,NA
