"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECA",881394,0,0,NA,NA,9,1,0,0,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECB",209933,0,0,NA,NA,20,2,0,0,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECC",186869,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECD",161338,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECE",643654,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECF",281396,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECG",4387434,0.18,0.183333333333333,NA,NA,50,2,0.18,0.183333333333333,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECH",524004,0,0,NA,NA,10,1,0,0,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECI",476257,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECL",521154,0,0,NA,NA,100,1,0,0,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECM",1562079,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECN",133705,0.0333333333333333,0.0333333333333333,NA,NA,30,1,0.0333333333333333,0.0333333333333333,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECO",715751,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECP",3228233,0.0456521739130435,0.0407843137254902,NA,NA,1840,17,0.0456521739130435,0.0407843137254902,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECR",921763,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECS",196535,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECSD",458580,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECSE",401178,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECT",590600,0.0252742012398665,0.0442460317460317,NA,NA,2097,30,0.0252742012398665,0.0442460317460317,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECU",230503,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECW",33042,0,0,0,0,0,0,0,0,0,0
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECX",488716,0.096,0.0866666666666667,NA,NA,125,5,0.096,0.0866666666666667,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECY",114202,0.166666666666667,0.166666666666667,NA,NA,6,1,0.166666666666667,0.166666666666667,NA,NA
"EC",2020-07-24,17468736,0.0287671232876712,NA,730,7,0.0599088195963401,4302,0,0,0.055391045688286,0,"ECZ",120416,0.2,0.15,NA,NA,15,2,0.2,0.15,NA,NA
