"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","fatalities_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","fatalities_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","fatalities_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","fatalities_p_w_regs_only","fatalities_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","fatalities_p_w_regs","fatalities_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECA",881394,0,0,NA,NA,NA,NA,NA,NA,355,6,0,0,NA,NA,NA,NA,NA,NA
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECB",209933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECC",186869,0,0,NA,NA,NA,NA,NA,NA,158,5,0,0,NA,NA,NA,NA,NA,NA
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECD",161338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECE",643654,0,0,NA,NA,NA,NA,NA,NA,10,1,0,0,NA,NA,NA,NA,NA,NA
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECF",281396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECG",4387434,0.1,0.1,NA,NA,NA,NA,NA,NA,30,1,0.1,0.1,NA,NA,NA,NA,NA,NA
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECH",524004,0.0232558139534884,0.0217391304347826,NA,NA,NA,NA,NA,NA,43,2,0.0232558139534884,0.0217391304347826,NA,NA,NA,NA,NA,NA
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECI",476257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-04-13,17468736,0.0182608695652174,NA,NA,NA,1150,10,0,0,0,0,0,0,0.0182608695652174,0,0,0,"ECL",521154,0.00294117647058824,0.00272727272727273,NA,NA,NA,NA,NA,NA,680,11,0.00294117647058824,0.00272727272727273,NA,NA,NA,NA,NA,NA
