"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-06-18,76,0,0,5.48,4.11,0,21.92,6.85,4.11,2.74,0,8.22,8.22,4.11,17.81,36.84,10.67,66.67,57.97,49.25,16.18,48.57,17.65,39.44,35.62,63.16,14.47,6.58,0,0,9.21,4.41,4.41,0,10.29,80.88,2.99,4.48,8.96,14.93,68.66,48.68,17.11,14.47,10.53,39.47,23.68,13.16,14.47,4.11,NA,NA,NA,NA,3.87160940295998,2.77385004414647,7.93706260393568,7.53896522997008,2.01124975894403,25.5045339884512,8.99638464226436,9.1137885862397,5.78138533374959,7.65058411896376,4.89736746569121,8.93654440290091,5.93130450061054,22.1274202366186,36.1648950250672,9.214895144532,59.7146134233712,48.6572478201287,16.095869013481,52.8465316805603,18.6908041948681,40.3793476419932,44.5758286681608,58.1524685061272,18.0594236697492,6.56383216461614,2.04859618018705,1.17812251370573,7.03776027892197,2.30237463973528,5.66168395270406,6.46301152144322,17.7381469835012,67.9319990674216,2.74763616818363,6.34314316130534,9.36701955105849,19.0017755062273,62.9944481843622,43.7423005678149,21.6260140861237,13.0603777519429,10.6370951303134,35.2406084795733,22.2337767576744,15.8440703722083,16.1916937878778,5.16258660758173,NA,NA,NA,NA,11263079
2020-06-19,64,0,0,3.23,4.84,1.61,23.81,8.06,3.17,4.84,6.45,3.23,7.94,6.35,17.46,29.69,12.7,0,44.44,55.56,16.13,49.21,12.9,19.35,36.51,57.81,18.75,6.25,3.12,0,9.38,1.75,3.51,5.26,24.56,64.91,3.45,0,12.07,20.69,63.79,34.38,21.88,12.5,20.31,42.19,14.06,14.06,21.88,0,NA,NA,NA,NA,2.24346499612255,1.86677177332681,6.83175607995179,6.90291200849943,1.94211805142155,24.9059942604606,8.70890957146996,8.06511025590881,5.61470875665538,7.44250326954367,4.64156891386081,8.70294665328857,6.05236594138713,21.3466049585326,32.7419644360833,11.9310039417449,51.7813913441263,51.18814402611,14.5507777099332,52.6162129050102,16.6815710582663,30.207144201647,43.9026019899803,58.7353186664769,18.0791536349712,6.62454630322975,2.07159688945257,0.909987964914,7.36289033882529,2.24826287728918,4.93131084254944,6.18089001181255,18.8066290520682,67.8906834951569,2.83058847207057,5.2411752897356,9.57490756741728,19.0820641103908,63.5751752170304,38.3986968967059,21.7913611446291,13.1427414589507,12.0957132894314,39.1909124145522,15.9489695488109,15.7602269297496,16.8408494498807,2.59077920705396,NA,NA,NA,NA,11263079
2020-06-20,66,1.61,1.61,1.61,8.06,3.23,22.58,12.9,6.45,4.84,6.45,3.23,8.06,1.61,20.97,30.3,15.38,50,60.66,45,26.67,50.82,21.67,43.33,43.55,53.03,19.7,7.58,0,0,9.09,3.64,1.82,9.09,20,65.45,3.64,5.45,5.45,20,65.45,39.39,24.24,10.61,9.09,42.42,15.15,13.64,13.64,4.84,NA,NA,NA,NA,1.91664890409007,1.58146516188254,5.09278336973439,6.94426401258926,2.12492899581185,24.1253970585904,9.22375156615954,7.70316861815798,5.47369848598619,7.2671385491958,4.41468667568823,8.53919962435166,5.29750761111557,21.2825467748279,30.8617281429812,14.8720661569207,56.3881952493504,48.9647373523843,22.6578704060688,52.5473613209586,18.1543477994754,36.5004629524305,43.9015015118098,56.5543318084217,18.1762548197777,7.16458673438707,1.90164685428718,0.71364012050225,7.63924313883049,2.33165360884057,4.06487053325674,6.52414603310085,19.0076015005083,67.9005055099077,2.857482909711,5.20081701464918,9.22732065116481,19.1017000634314,64.7631236563174,38.5987601402206,22.0594491512833,13.0085063207569,11.3301283243444,41.5783226935804,15.2326093676307,15.6435003210799,16.6348956144508,2.78402064568755,NA,NA,NA,NA,11263079
2020-06-21,50,0,0,2.04,14.29,0,22.45,6.12,2.04,0,12,2.04,4,2.04,14.29,34,8.16,0,45.83,59.18,19.15,70.83,14.58,22.92,44.9,40,32,8,8,4,6,2.22,6.67,11.11,17.78,62.22,4.55,4.55,11.36,25,54.55,34,18,16,20,28,32,16,16,0,NA,NA,NA,NA,1.38709885618898,1.09856657212625,3.86986666755248,9.73974210814453,1.82984308296643,23.5096002652694,8.64053338610155,4.76616783065503,4.5256203879309,10.2027682279218,4.04438519394245,7.46219261054158,4.75013252099376,20.0174385621817,31.9909748145485,9.65625500696569,50.5314862402814,53.035263407162,22.236373003418,64.4168046762278,17.3106556960493,30.4681847095674,44.0157079608016,48.0602998371699,26.862276253793,7.70676586590783,2.50104560090245,1.33273512574225,7.36665040842962,2.31106211176818,4.53010766580485,7.1386060282845,18.7885869844399,67.6157770870881,2.94479827760578,4.96177887939168,9.37431161006876,19.5235758974802,62.7758191479977,37.4327851295393,21.6452781456388,13.4664663304384,13.4204255119978,35.6699132407047,22.1008849271809,15.7548443211871,16.6708412106753,1.64102113951668,NA,NA,NA,NA,11263079
2020-06-22,53,4.08,6.12,8.16,14,4.08,32,14.29,8.16,4,8.16,10.2,14,6,NA,16.98,5.77,100,57.45,54.55,52.17,39.13,20,36.96,37.5,60.38,5.66,7.55,3.77,3.77,5.66,0,13.04,8.7,13.04,65.22,0,15.22,4.35,30.43,50,35.85,18.87,11.32,20.75,32.08,18.87,20.75,15.09,26.92,NA,NA,NA,NA,1.70648396186554,1.98487797734058,4.92107333322512,13.0467879932317,2.111517365314,25.6130376011287,9.44713794694506,6.76423807685881,4.37310553461522,8.21691040757473,4.93280434902321,8.87163195585139,4.8968584968698,19.8872446828051,23.8000410151589,7.86320888127373,53.3570263406436,54.1951851833979,48.8739774862281,53.0752744696557,18.0375607531875,33.2134868180736,43.5036594224208,53.3330457380655,18.1849242223734,7.91110522751762,2.72226125352619,2.55868305843995,7.09161912714694,2.12820951435516,11.2940286003319,7.32863112108418,17.8305498001539,67.6164186219749,2.73434230588151,6.25159189002723,8.97423838033025,25.0933295530182,53.211919811266,36.9751092353131,21.1102020014913,13.3860444194227,16.4370099840112,34.0855852646938,21.9042192467891,16.2985436158288,16.6186871211747,26.7282277507255,NA,NA,NA,NA,11263079
2020-06-23,61,1.69,1.69,1.69,6.78,3.39,33.9,6.67,6.78,3.39,6.78,3.39,8.47,6.78,NA,28.33,8.33,100,56.9,54.39,38.6,56.9,18.64,39.66,46.55,50.82,19.67,6.56,4.92,4.92,6.56,1.79,8.93,8.93,17.86,62.5,5.36,12.5,8.93,12.5,60.71,44.26,24.59,11.48,9.84,47.54,13.11,19.67,8.2,15.25,NA,NA,NA,NA,1.5781289791757,1.81402607427756,3.89435071635659,8.47154839666193,2.17248320667981,29.9682797164296,8.90300052078016,6.64925785613666,4.14069047207641,8.14147070359919,4.82128218946631,8.80353420379755,5.15076186128595,19.757896177892,24.4679699491973,7.03565031562467,55.2455974145331,54.7686946357353,37.1742846852144,53.4957845650617,18.3047037337478,33.4449296293765,43.7667239058524,52.5618546124018,18.2700196834997,7.68766069539967,3.21687282358686,4.25070066956172,6.98460311177255,2.07784342291089,8.63949198569979,7.54005234570328,17.7591136878436,67.3811656589338,2.87141028683063,10.5521351870037,8.94412396926458,19.7279464173146,57.9621703587323,38.3693542970219,21.7647678322527,13.3297495057386,14.2209196780193,38.7479008087504,20.7639038521159,18.1412130057346,15.9622538572051,18.5473338923069,NA,NA,NA,NA,11263079
2020-06-24,60,5.08,5.08,10.17,11.86,3.39,30.51,5.08,6.78,5.08,3.39,5.17,11.86,6.78,NA,20,13.79,100,52.63,55.36,24.56,48.21,21.43,26.79,47.37,56.67,11.67,5,1.67,5,11.67,3.85,3.85,9.62,25,57.69,0,9.43,9.43,16.98,64.15,26.67,18.33,20,21.67,31.67,18.33,15,21.67,16.95,NA,NA,NA,NA,2.60855750858299,2.72407670290298,5.22985972277745,9.10089261023762,2.23302798263125,29.986983583025,8.23934806134021,6.55385726993233,4.2289967957941,7.39305022812039,4.86694545572737,9.64594742521887,5.38324316202374,19.6293889677883,21.3706539405725,10.0608864050165,54.0689592905667,55.4775842753398,30.9963314467107,53.1645921862328,19.1457476526667,32.59703444368,44.0786540076719,53.6818857790164,17.7456665396319,6.9648242017041,2.85749044607518,5.13891434859215,7.67178469638973,2.19890034259326,5.98705706136374,7.87561273061012,18.7607033678459,66.1694531798759,2.67488719081671,7.26218282531129,8.95212546191133,19.4851976059495,62.1526668163733,36.0637963183052,21.2792709700131,14.1539574390905,16.4370237338575,36.5016169418732,20.3560892997037,16.6608860650048,16.5203527315194,17.3770001636496,NA,NA,NA,NA,11263079
2020-06-25,64,3.17,3.17,6.35,9.52,3.17,33.33,9.52,6.35,7.94,7.94,3.17,14.29,6.35,20.63,31.25,13.33,50,50,55.17,32.76,53.45,15.52,32.76,46.67,46.88,25,4.69,6.25,3.12,4.69,1.85,9.26,11.11,16.67,61.11,1.85,5.56,9.26,24.07,59.26,25,20.31,17.19,20.31,21.88,21.88,17.19,21.88,1.59,NA,NA,NA,NA,2.64268295083659,2.96871445818643,5.27921379092494,9.22227738377522,2.27856751631188,32.0240969464691,8.28904923062154,6.40827222391874,5.40858625491819,7.52065978199543,4.74678374152542,11.2776702219714,5.53404948874097,19.9116213333358,25.5864501613884,10.6444777383278,52.1910173045873,55.8426773610837,32.1282280263659,53.2814765830687,18.5553411805672,32.5250433560069,44.3149278427086,51.7307165842245,18.241487161714,6.19562456266964,3.62195390722097,4.52184649285635,7.21018396062739,2.16304775744006,6.53062029433009,8.66817275417041,18.4204316259649,65.2848949289676,2.6026007146492,6.80667607209093,8.94796809060763,19.7944122474151,62.0391693317614,30.022394794044,21.1347662225965,14.6380818529236,17.9518545783849,31.0104683077084,20.6618085283412,16.8120857708795,17.0716459850228,5.72755689759303,NA,NA,NA,NA,11263079
2020-06-26,60,1.67,1.67,1.67,5,1.69,21.67,8.47,6.67,6.67,8.33,0,5,1.69,8.33,26.67,8.47,50,69.64,55.36,29.09,50.91,18.87,45.45,41.82,65,11.67,5,1.67,0,6.67,4,6,10,14,66,3.92,7.84,11.76,9.8,66.67,38.33,20,11.67,15,36.67,11.67,26.67,10,1.67,NA,NA,NA,NA,2.45025292327797,2.48923160371123,4.57747919281083,8.31119063575462,2.22878853337413,28.0164768470461,8.19709451270214,6.32976466928405,6.26962000408895,7.70594896856011,4.1034467909328,9.62488632409603,4.98593896405897,14.903100385773,26.5123727469632,10.5799818656217,61.5368386228274,53.9373341448164,32.0593870349674,53.1876201713892,18.7583931497524,34.0739245352656,44.1573475195658,55.4791280724032,17.7383669035519,5.68569622018131,3.18367642929244,2.8946448182277,7.11490207978111,2.26344653879459,6.45378286184248,9.24606955418925,17.7351069762173,65.5214649753838,2.64963667100203,6.96607831970716,9.12003838266952,19.035209417786,62.521219796794,34.6255662783086,20.9550838848548,14.5075117743183,17.3716976569068,32.9491785747462,19.1579873920895,21.4889646594965,16.5615508747738,1.67689986828437,NA,NA,NA,NA,11263079
2020-06-28,70,1.45,1.45,5.8,5.8,4.35,17.39,8.7,2.9,4.35,5.8,7.25,4.35,1.45,21.74,23.19,10.29,57.14,45.31,59.38,17.46,54.69,21.88,35.94,51.47,41.43,18.57,14.29,7.14,4.29,8.57,0,3.12,10.94,25,60.94,0,6.25,7.81,21.88,64.06,41.43,25.71,10,5.71,37.14,18.57,18.57,11.43,2.9,56.67,20,15,8.33,2.2563908077722,2.18878449784247,4.61849545794998,6.81268446968381,2.34914248162546,21.0073263824694,8.15834440615016,5.75005437533331,4.87624117865814,7.41963619702764,4.61252058594968,8.44841905050007,4.48918964531478,17.9456058834407,25.0719505665136,10.7377421711022,55.558714912835,55.5438146957335,19.9596702145482,53.3938346779169,19.5032705061308,34.3141599892733,44.749736657533,51.6677750885006,17.7584213570261,8.59149301800283,4.1126811062135,3.36483366455472,7.30940590004122,2.11362488728503,5.94833232209393,9.95318778622015,18.6811466602863,64.7250548943815,2.48305583582783,6.77609718254394,9.00893415955345,19.1897451090641,62.968968233375,35.2779378562632,21.6330494956134,14.2256449880192,15.0422621179326,32.1934980475515,19.0053288066013,18.0292709485978,16.2191199323272,0.249244652524929,56.67,20,15,8.33,11263079
2020-06-29,57,1.89,0,9.43,5.88,0,22.22,7.55,11.32,3.85,3.92,1.92,9.09,11.32,21.43,18.18,5.56,66.67,49.02,60,38.78,56.86,20,29.41,36.54,49.12,19.3,12.28,1.75,1.75,7.02,3.92,1.96,9.8,23.53,60.78,3.92,5.88,7.84,19.61,62.75,45.61,21.05,10.53,8.77,47.37,14.04,15.79,8.77,5.66,64.58,18.75,6.25,10.42,2.14959346982241,1.70028751691011,5.24717730267773,6.14880164847574,2.19367980436044,20.0161550457219,7.96401038910266,7.30534985879025,4.71505646487647,6.87744787345149,4.22633542887855,8.52918995512827,5.43297339486085,18.5741842298364,21.6586022762796,10.343151812005,52.5069788260714,57.1548842128522,31.8496476435179,53.7529365613667,19.7865523394622,34.0163387370806,44.1783586659641,50.772994019659,17.8283698026502,10.6270046029013,3.59399735760601,2.68373626548938,7.26030233863242,2.20594249782127,5.43673430460267,10.0014975698741,19.4238734324861,63.987761600925,2.53050787950471,6.69428605012568,8.90780734086753,19.1776579119102,63.0243167593088,42.2595758429183,21.596521993712,14.0242306022006,11.7119707881486,37.029259158417,18.1079838636246,17.9671298237429,15.1287809048801,0.00447280488386253,64.58,18.75,6.25,10.42,11263079
2020-07-04,57,0,0,3.57,5.36,0,16.07,7.14,8.93,3.57,8.93,1.79,3.57,1.79,21.43,15.79,10.91,33.33,54.9,58.82,24.53,56.86,23.53,31.37,60.38,52.63,15.79,1.75,5.26,7.02,7.02,4.08,6.12,12.24,28.57,48.98,4.08,12.24,6.12,26.53,51.02,42.11,21.05,8.77,10.53,29.82,15.79,12.28,24.56,1.79,56.25,22.92,8.33,12.5,1.82897616034689,1.36451396366232,4.87984431314829,5.51533207666075,2.05665715259876,16.7756670686648,7.73756821944668,8.20919302392384,4.53885916303762,7.19281122960283,3.89006745044891,7.33790551378125,4.93974374360213,18.998393800923,18.2779382256962,10.574189110265,53.1347222472058,57.9377896352237,31.0234569556358,54.0891982649263,20.6901811561938,33.8928075320975,45.4151304404183,51.0044281601145,17.6558292340965,7.79238395167556,3.97414030473225,4.7452648610131,7.21632340703516,2.3087490744391,5.47912264817718,10.8618398846857,21.1637130294382,59.3113172304268,2.58625864761361,7.52195750227189,8.70242215629572,19.6473767311873,62.1274689832673,43.03404019151,21.5622749213249,13.6839250998389,10.7433778983136,35.3463128532643,17.6116829653536,16.0324644829704,16.4329658166667,0.000224681979342889,56.25,22.92,8.33,12.5,11263079
2020-07-12,53,3.92,0,7.84,3.92,1.96,21.57,11.54,5.77,5.77,5.88,3.92,3.92,3.92,21.57,23.53,11.76,33.33,47.92,62.5,29.79,59.57,39.58,38.3,51.06,33.96,22.64,7.55,5.66,1.89,11.32,2.33,9.3,16.28,25.58,46.51,2.27,13.64,18.18,20.45,45.45,30.19,13.21,15.09,13.21,22.64,7.55,16.98,24.53,1.96,51.28,20.51,10.26,17.95,2.01447329762431,1.10676047568974,5.34104344891804,4.43171146707372,2.03584965579276,18.514236494398,8.20739073718071,6.41364393436119,4.65697910450469,6.99977452556367,3.8760288952068,6.3846954876173,4.78731396984418,20.6366906261944,19.719351889584,10.8776542769813,50.8311984978498,59.6989757849441,31.2993003022618,54.6081709081154,32.5264141282017,34.3048871033212,45.8991849420842,45.6062399979134,17.9526529569693,7.79980923852573,4.41075445551294,3.58472258155639,7.84520704459531,2.2999702748523,5.899797327946,12.9792556448589,22.4000914340921,54.726474440574,2.54597299474944,8.89116275867098,9.29538482460769,19.6747498290844,52.5725783165677,36.1996541057843,20.4826010899199,13.9311582517805,11.3587030440003,31.83926517443,15.5670698212508,16.1720938700537,17.1428830851783,2.30151236026781,51.28,20.51,10.26,17.95,11263079
2020-07-13,70,1.47,1.47,1.47,8.7,5.8,31.88,11.59,8.7,2.94,4.41,4.41,1.45,2.94,17.65,27.94,14.71,70,48.48,58.21,27.27,42.42,33.33,40.91,45.45,48.57,20,11.43,4.29,4.29,4.29,10.94,7.81,10.94,23.44,46.88,8.06,8.06,9.68,12.9,61.29,37.14,12.86,17.14,17.14,41.43,10,17.14,18.57,1.47,55.74,18.03,9.84,16.39,1.89619430374513,1.04830271018033,4.59546850350422,5.39726034019005,2.22845497220129,24.8310876475762,8.7655727450372,6.60628917257617,4.4234257973859,6.62027611044827,3.92959745062895,5.0748778354973,4.53445440057108,19.0175470374454,23.646822557797,11.4836022087613,49.5733452377247,59.636308798077,31.0126863114448,53.8302845952077,33.7768654830256,34.8931861825441,45.940372273656,46.0029205719286,18.0599711520211,8.97277827447444,4.45709721414307,3.91589753306139,7.31583858100954,6.60114125268414,6.15045161096274,12.6236740472384,22.808783896963,51.637182755813,2.82077354754047,8.73844437675766,9.30717894786206,19.1934013414995,59.3927878479834,36.2630800057111,19.326246849503,14.3444948747852,14.1586763397068,33.1184995780988,12.3380895043372,17.7433456077823,17.3447835535716,1.96914356041843,55.74,18.03,9.84,16.39,11263079
2020-07-17,54,0,0,1.96,6.12,0,25.49,4.08,4,2.04,4,4,4,4.08,23.53,11.54,7.55,75,54,54.9,36,52.94,30,46,54,38.89,31.48,12.96,0,0,9.26,4.17,2.08,4.17,33.33,56.25,4.08,4.08,12.24,24.49,55.1,51.85,22.22,11.11,3.7,33.33,20.37,22.22,14.81,0,55.1,20.41,14.29,10.2,1.64605729564854,0.845129883269949,4.14393187289951,5.65708630939052,2.0928385893402,24.8683556096168,7.91361048393881,6.22679784786088,4.11780713671243,6.23234577198292,3.92611152018771,4.55119411916679,4.44212389535606,19.6596978837634,18.1459781403511,11.2592293673117,50.7554111094661,58.9464371613507,32.3721265121134,53.8607125552395,30.4485616978024,37.0366464139923,46.8809885877973,43.1512703027313,23.3035681208305,10.58765903777,3.67863475012835,2.49694059006022,7.60290595748966,5.2825288269262,5.63076058953661,10.6252392534161,27.4606710112279,52.2373109438271,3.62039014029104,7.86131555322741,9.48922903516053,19.5038931054482,58.3548000450259,39.602830260381,19.6858514501961,14.1994391986089,10.2717182353377,32.984259645447,15.295602348666,18.2323259696802,17.2370981702013,2.11059646869696e-07,55.1,20.41,14.29,10.2,11263079
2020-07-23,56,7.55,7.55,9.43,11.54,5.88,24.53,17.31,9.8,11.54,3.92,7.84,7.55,2,9.8,20,17.31,44.44,55.32,44.68,34.04,50,27.08,32.65,56.86,28.57,30.36,12.5,3.57,3.57,5.36,2.27,4.55,2.27,22.73,68.18,4.44,8.89,8.89,20,57.78,28.57,23.21,10.71,12.5,37.5,16.07,10.71,10.71,4,61.9,16.67,14.29,7.14,3.12245837614422,2.94995104205511,4.7687538989654,9.50652446748162,2.29022249278298,24.7570342877785,9.66649655916543,6.57412710298055,4.96126466255044,5.88048359947373,4.45244075886217,4.88276531607794,4.12787658844827,18.18131373318,18.4131723192497,12.1065019456344,51.9616772712891,52.3355272809382,33.1822228713744,53.6819155852384,29.7946543510302,36.3088635473458,49.0694821825383,37.1874362119304,27.7338792961554,11.7638601647238,3.68956969485493,2.67219621750035,7.28195433117498,4.30304764562224,5.49460275414161,7.48378809338037,25.6416467847455,56.1690855545643,3.92270686689029,8.04950437080788,9.44094612502416,19.5069273052813,58.1993344679411,37.1230170049191,20.1457560670128,14.0331132365102,10.8344210684901,33.925011339687,15.2518725218506,17.750615249636,16.8279594927647,3.87207896618002,61.9,16.67,14.29,7.14,11263079
2020-07-24,57,3.7,3.7,5.56,5.56,1.85,25.93,12.73,11.11,7.41,5.56,5.56,7.27,9.26,21.82,12.96,14.55,25,56.6,52.83,37.25,62.26,28.85,37.74,41.51,50.88,17.54,5.26,5.26,3.51,5.26,2.04,8.16,14.29,28.57,46.94,0,8.16,14.29,22.45,55.1,38.6,19.3,14.04,7.02,40.35,19.3,8.77,14.04,9.09,68.09,10.64,8.51,12.77,3.45646185670693,3.40927867525803,4.8465135580685,6.86072091788493,2.2548460005155,24.8620057279998,10.5604185156225,7.5448304313948,5.07644340244774,5.7822819789493,4.52906762739862,5.14024652320688,4.67378954405477,18.5930733227301,15.7099968410563,12.6014877488278,54.4614294273925,51.627953228681,34.4805784334593,54.3631401673649,30.2314677297082,36.6660402996725,47.583087569383,40.8144622551133,20.8833040719353,9.95381234036645,3.96327935404948,2.86669285884897,6.98120849832502,3.6614123242423,5.75922084836661,9.20007760566496,26.925592813012,53.6049734485271,2.76696685581227,8.08865987997378,9.75106054727381,19.6679870978833,57.4462654194888,37.3675680435382,20.0032659591209,14.1545347907468,9.49255676767301,35.3261702020245,15.6895410271205,13.2561537626674,16.6955492438077,9.07059212229469,68.09,10.64,8.51,12.77,11263079
2020-07-25,61,8.2,8.2,8.2,8.2,8.2,29.51,13.11,16.39,13.11,9.84,5,11.48,8.2,16.39,22.95,8.62,60,54.39,68.97,36.21,55.17,34.48,41.38,46.55,40.98,22.95,8.2,6.56,6.56,6.56,7.27,7.27,16.36,27.27,41.82,3.64,9.09,16.36,16.36,54.55,42.62,18.03,8.2,14.75,37.7,19.67,9.84,16.39,8.2,53.85,21.15,9.62,15.38,6.29709746882949,6.75666042053789,5.64678848526278,6.94023616916761,3.93298222051066,25.440365715525,11.4461657657648,12.9283877188943,10.3066155488393,6.24902383005125,4.56554757579863,6.28464154562273,5.09521313038183,18.1994085252024,18.2583637560471,12.4008907985482,54.8279173937354,58.4920645532557,35.409083085979,54.5198029875384,32.1393887119641,37.6159048738143,47.4480411944516,40.1249733189077,21.5018541830767,9.60197723806573,4.46044982931384,4.7299594038647,6.89170293289456,4.77897743769214,5.92802500575331,11.3518774284074,27.3208298917168,50.4179901378732,2.79534360412008,8.27406200606881,11.6094534103597,19.4346177310441,56.711637341535,38.3902974242464,19.7074813060772,13.0811622502022,11.0202370440992,35.8220024465617,16.9864048695912,11.6327884243912,16.7396663776997,9.29080874065501,53.85,21.15,9.62,15.38,11263079
2020-07-26,59,5.36,3.57,5.36,3.51,7.14,26.32,14.04,16.07,8.77,8.93,3.57,8.93,8.93,21.43,17.54,23.64,69.23,43.4,66.04,35.29,53.85,32,44.23,44.44,38.98,15.25,11.86,3.39,3.39,11.86,8,2,14,20,56,8.16,6.12,14.29,16.33,55.1,30.51,13.56,6.78,23.73,28.81,13.56,13.56,22.03,7.14,52.17,17.39,13.04,17.39,6.16060457790551,5.37954648208391,5.54034052148233,6.45539824081692,5.47609620678303,25.5249383533007,12.4508143715437,15.3459992595608,9.72502898540051,6.55054659794157,4.50774373870715,6.97678153391558,5.38773068646231,18.5382756481184,17.919551468165,14.2895731168993,50.8811908809753,61.626765087289,36.0112962120472,54.5771060062844,32.9444281832257,38.9896029713584,47.088054422299,39.1284740673376,20.0424535860763,10.4132292941161,4.33772140510192,4.24930998810169,7.58770692244022,5.99685487433065,5.4812201812292,12.1653777711011,25.8121645800139,51.0865215436864,4.23539947194269,7.96860199814346,12.8011799975521,19.2150706034922,56.2526342861336,36.204210220543,18.8730369734793,11.3989644297962,17.867481481012,34.344162569048,15.6164853928699,11.6889996841107,17.1836137955479,8.02768515200606,52.17,17.39,13.04,17.39,11263079
2020-07-27,51,2,2,2,12,2,26,16,4,4.08,5.88,2,2,4,15.69,9.8,9.8,40,51.06,55.1,40.82,59.18,30.61,48,59.18,47.06,25.49,9.8,5.88,1.96,0,2.27,2.27,18.18,29.55,47.73,4.35,6.52,19.57,21.74,47.83,47.06,11.76,15.69,5.88,45.1,15.69,7.84,15.69,0,67.44,18.6,9.3,4.65,4.68670856743625,4.22736099149576,4.76370607931535,7.05093828163081,4.23847357658565,25.5591550390218,13.9071062042237,10.4399291760645,7.42373817513837,6.45018476930555,4.352295246994,5.77647705770674,5.29940636358668,18.0799946968553,14.2954948723183,13.7005322756896,50.6608960865092,59.6442691532062,37.5842112865919,54.986869457361,33.2453499062856,41.0639028448964,49.0032771987641,40.3059483671388,21.1110316851177,10.4156870782164,4.67358470709949,3.39359395531629,6.52270206038449,5.04525696797108,5.15819254525889,14.0549596908278,26.8955218307129,49.8520303827963,4.31217705906969,7.77120588222764,15.7335525688421,19.3346370910911,54.2645538170327,38.7126063881624,17.8829329675708,12.5252506382163,13.0218161092247,36.3107511791475,15.4751188862812,10.0814872896393,17.153692964993,2.57062612760644,67.44,18.6,9.3,4.65,11263079
