"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-04-30,53,6,6,6,17.65,7.84,19.61,11.76,9.8,13.73,3.92,7.84,1.96,13.73,17.65,15.09,8.16,50,57.45,61.36,45.45,39.53,18.6,16.28,31.11,37.74,16.98,9.43,3.77,7.55,0,0,5.13,10.26,38.46,46.15,0,7.89,18.42,31.58,42.11,26.42,20.75,13.21,13.21,9.43,13.21,26.42,24.53,NA,NA,NA,NA,NA,6,6,6,17.65,7.84,19.61,11.76,9.8,13.73,3.92,7.84,1.96,13.73,17.65,15.09,8.16,50,57.45,61.36,45.45,39.53,18.6,16.28,31.11,37.74,16.98,9.43,3.77,7.55,0,0,5.13,10.26,38.46,46.15,0,7.89,18.42,31.58,42.11,26.42,20.75,13.21,13.21,9.43,13.21,26.42,24.53,NA,NA,NA,NA,NA,16486542
2020-05-03,127,5.83,4.17,9.17,11.29,8.2,13.33,18.03,12.4,13.22,8.94,4.92,4.17,11.57,19.67,17.32,6.56,33.33,49.57,54.31,37.39,37.39,11.3,5.22,35.9,54.33,20.47,3.94,3.15,3.94,5.51,0.92,4.59,16.51,24.77,53.21,0,6.42,29.36,22.02,42.2,39.37,22.05,14.17,11.02,16.54,24.41,27.56,18.11,NA,NA,NA,NA,NA,5.83,4.17,9.17,11.29,8.2,13.33,18.03,12.4,13.22,8.94,4.92,4.17,11.57,19.67,17.32,6.56,33.33,49.57,54.31,37.39,37.39,11.3,5.22,35.9,54.33,20.47,3.94,3.15,3.94,5.51,0.92,4.59,16.51,24.77,53.21,0,6.42,29.36,22.02,42.2,39.37,22.05,14.17,11.02,16.54,24.41,27.56,18.11,NA,NA,NA,NA,NA,16486542
2020-05-04,113,2.91,1.94,2.91,11.54,8.74,12.5,14.42,8.74,11.43,3.85,4.81,4.85,8.57,17.31,18.02,4.81,NA,52.13,50,32.26,29.79,8.6,4.3,28.28,35.4,27.43,7.08,5.31,3.54,6.19,2.17,5.43,17.39,25,50,6.52,6.52,18.48,27.17,41.3,23.89,28.32,17.7,11.5,7.08,22.12,25.66,25.66,NA,NA,NA,NA,NA,2.91,1.94,2.91,11.54,8.74,12.5,14.42,8.74,11.43,3.85,4.81,4.85,8.57,17.31,18.02,4.81,NA,52.13,50,32.26,29.79,8.6,4.3,28.28,35.4,27.43,7.08,5.31,3.54,6.19,2.17,5.43,17.39,25,50,6.52,6.52,18.48,27.17,41.3,23.89,28.32,17.7,11.5,7.08,22.12,25.66,25.66,NA,NA,NA,NA,NA,16486542
2020-05-05,129,4.07,3.25,7.32,12.3,4.88,16.26,17.07,14.63,10.66,6.5,3.31,4.1,12.2,19.35,14.84,5.56,33.33,52.07,52.89,47.93,38.98,14.41,8.4,28.69,41.09,22.48,10.08,5.43,5.43,6.2,1.8,1.8,10.81,36.94,48.65,1.82,4.55,22.73,27.27,43.64,31.78,24.03,20.16,9.3,10.08,17.05,26.36,32.56,NA,NA,NA,NA,NA,4.07,3.25,7.32,12.3,4.88,16.26,17.07,14.63,10.66,6.5,3.31,4.1,12.2,19.35,14.84,5.56,33.33,52.07,52.89,47.93,38.98,14.41,8.4,28.69,41.09,22.48,10.08,5.43,5.43,6.2,1.8,1.8,10.81,36.94,48.65,1.82,4.55,22.73,27.27,43.64,31.78,24.03,20.16,9.3,10.08,17.05,26.36,32.56,NA,NA,NA,NA,NA,16486542
2020-05-06,125,4.17,4.17,8.33,10,1.67,9.32,15.13,11.57,10,4.17,5.04,1.67,10,17.36,12.9,4.92,100,58.62,54.31,40.17,38.46,13.68,9.48,35.34,44,25.6,11.2,2.4,5.6,2.4,1.85,5.56,18.52,24.07,50,0.92,6.42,21.1,26.61,44.95,32.8,18.4,17.6,18.4,12.8,20.8,25.6,28,NA,NA,NA,NA,NA,4.17,4.17,8.33,10,1.67,9.32,15.13,11.57,10,4.17,5.04,1.67,10,17.36,12.9,4.92,100,58.62,54.31,40.17,38.46,13.68,9.48,35.34,44,25.6,11.2,2.4,5.6,2.4,1.85,5.56,18.52,24.07,50,0.92,6.42,21.1,26.61,44.95,32.8,18.4,17.6,18.4,12.8,20.8,25.6,28,NA,NA,NA,NA,NA,16486542
2020-05-07,116,4.5,3.6,8.11,14.95,6.42,12.84,10.19,8.41,8.41,4.59,2.78,3.74,11.01,17.43,9.48,5.22,100,55.56,55.66,43.4,34.58,16.04,7.55,30.28,41.38,28.45,10.34,0.86,4.31,5.17,1.96,4.9,18.63,18.63,55.88,2.02,8.08,21.21,28.28,40.4,33.62,31.03,12.07,9.48,15.52,25,22.41,24.14,2.97,NA,NA,NA,NA,4.5,3.6,8.11,14.95,6.42,12.84,10.19,8.41,8.41,4.59,2.78,3.74,11.01,17.43,9.48,5.22,100,55.56,55.66,43.4,34.58,16.04,7.55,30.28,41.38,28.45,10.34,0.86,4.31,5.17,1.96,4.9,18.63,18.63,55.88,2.02,8.08,21.21,28.28,40.4,33.62,31.03,12.07,9.48,15.52,25,22.41,24.14,2.97,NA,NA,NA,NA,16486542
2020-05-08,134,2.36,3.15,4.72,10.24,7.09,14.29,13.18,13.49,7.09,6.3,2.38,3.17,10.16,17.46,10.45,6.06,60,49.18,50.83,34.71,43.44,14.88,4.13,42.4,40.3,20.15,11.19,8.21,3.73,5.97,2.61,0.87,10.43,29.57,56.52,0.88,6.19,12.39,35.4,45.13,31.34,22.39,19.4,11.94,13.43,20.9,21.64,29.85,3.94,NA,NA,NA,NA,2.36,3.15,4.72,10.24,7.09,14.29,13.18,13.49,7.09,6.3,2.38,3.17,10.16,17.46,10.45,6.06,60,49.18,50.83,34.71,43.44,14.88,4.13,42.4,40.3,20.15,11.19,8.21,3.73,5.97,2.61,0.87,10.43,29.57,56.52,0.88,6.19,12.39,35.4,45.13,31.34,22.39,19.4,11.94,13.43,20.9,21.64,29.85,3.94,NA,NA,NA,NA,16486542
2020-05-09,112,3.85,4.81,6.73,13.46,9.62,14.29,14.42,12.5,10.58,8.65,4.76,5.77,6.73,17.92,9.01,5.5,0,41.51,55.77,37.14,33.33,13.33,3.81,34.29,41.96,20.54,13.39,2.68,6.25,6.25,4.17,8.33,18.75,21.88,46.88,4.17,6.25,20.83,28.12,40.62,36.61,19.64,22.32,7.14,13.39,18.75,31.25,21.43,5.71,NA,NA,NA,NA,3.85,4.81,6.73,13.46,9.62,14.29,14.42,12.5,10.58,8.65,4.76,5.77,6.73,17.92,9.01,5.5,0,41.51,55.77,37.14,33.33,13.33,3.81,34.29,41.96,20.54,13.39,2.68,6.25,6.25,4.17,8.33,18.75,21.88,46.88,4.17,6.25,20.83,28.12,40.62,36.61,19.64,22.32,7.14,13.39,18.75,31.25,21.43,5.71,NA,NA,NA,NA,16486542
2020-05-10,130,3.33,3.33,4.17,9.92,5,9.17,8.33,13.33,10,7.5,5.79,2.48,13.22,20.49,11.72,5.74,66.67,51.75,59.65,38.94,38.39,13.39,5.41,35.34,40,19.23,9.23,5.38,3.85,5.38,5.66,4.72,15.09,22.64,51.89,7.62,5.71,19.05,20.95,46.67,26.92,26.15,17.69,10,17.69,19.23,20,24.62,3.33,NA,NA,NA,NA,3.33,3.33,4.17,9.92,5,9.17,8.33,13.33,10,7.5,5.79,2.48,13.22,20.49,11.72,5.74,66.67,51.75,59.65,38.94,38.39,13.39,5.41,35.34,40,19.23,9.23,5.38,3.85,5.38,5.66,4.72,15.09,22.64,51.89,7.62,5.71,19.05,20.95,46.67,26.92,26.15,17.69,10,17.69,19.23,20,24.62,3.33,NA,NA,NA,NA,16486542
2020-05-11,131,0.82,1.64,3.28,10.57,4.88,18.7,13.71,13.93,10.66,4.1,8.2,2.46,10.66,14.63,9.16,8.4,25,49.18,46.67,35.54,35.83,15.7,4.17,38.4,38.17,22.9,12.21,7.63,5.34,7.63,4.46,2.68,14.29,20.54,58.04,1.74,6.96,13.91,26.96,50.43,32.06,19.85,22.9,12.98,12.98,15.27,29.01,30.53,6.61,NA,NA,NA,NA,0.82,1.64,3.28,10.57,4.88,18.7,13.71,13.93,10.66,4.1,8.2,2.46,10.66,14.63,9.16,8.4,25,49.18,46.67,35.54,35.83,15.7,4.17,38.4,38.17,22.9,12.21,7.63,5.34,7.63,4.46,2.68,14.29,20.54,58.04,1.74,6.96,13.91,26.96,50.43,32.06,19.85,22.9,12.98,12.98,15.27,29.01,30.53,6.61,NA,NA,NA,NA,16486542
