"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-05-12,135,3.25,2.44,7.32,12.2,4.1,13.82,11.29,14.88,10.66,7.26,4.96,2.46,14.63,20.33,15.67,13.08,42.86,53.78,57.98,47.41,47.86,16.24,11.86,46.83,40.74,19.26,11.85,7.41,6.67,3.7,0.9,1.8,19.82,27.03,50.45,0,4.5,23.42,27.93,44.14,25.19,25.93,16.3,14.81,7.41,20.74,22.96,32.59,5.74,NA,NA,NA,NA,3.25,2.44,7.32,12.2,4.1,13.82,11.29,14.88,10.66,7.26,4.96,2.46,14.63,20.33,15.67,13.08,42.86,53.78,57.98,47.41,47.86,16.24,11.86,46.83,40.74,19.26,11.85,7.41,6.67,3.7,0.9,1.8,19.82,27.03,50.45,0,4.5,23.42,27.93,44.14,25.19,25.93,16.3,14.81,7.41,20.74,22.96,32.59,5.74,NA,NA,NA,NA,16486542
2020-05-13,108,3.96,4.95,8.91,12,7.92,12.87,19.8,11.88,10.89,11.88,5.88,6.93,16.5,19.8,13.21,11.32,50,54.64,60.2,45.36,38.14,23.71,12.37,35.64,37.04,23.15,12.96,4.63,9.26,1.85,3.33,1.11,16.67,25.56,53.33,2.25,5.62,17.98,32.58,41.57,25.93,19.44,25,11.11,10.19,14.81,21.3,36.11,7.84,NA,NA,NA,NA,3.96,4.95,8.91,12,7.92,12.87,19.8,11.88,10.89,11.88,5.88,6.93,16.5,19.8,13.21,11.32,50,54.64,60.2,45.36,38.14,23.71,12.37,35.64,37.04,23.15,12.96,4.63,9.26,1.85,3.33,1.11,16.67,25.56,53.33,2.25,5.62,17.98,32.58,41.57,25.93,19.44,25,11.11,10.19,14.81,21.3,36.11,7.84,NA,NA,NA,NA,16486542
2020-05-14,116,3.77,3.77,5.66,14.95,6.6,12.38,14.02,13.21,9.43,5.66,2.83,5.66,13.89,18.52,14.66,6.25,0,51.85,60.75,45.79,45.79,18.87,14.29,47.27,41.38,18.97,15.52,5.17,7.76,2.59,5.71,2.86,12.38,22.86,56.19,2.94,4.9,25.49,18.63,48.04,31.03,20.69,21.55,15.52,12.93,23.28,20.69,32.76,5.61,NA,NA,NA,NA,3.77,3.77,5.66,14.95,6.6,12.38,14.02,13.21,9.43,5.66,2.83,5.66,13.89,18.52,14.66,6.25,0,51.85,60.75,45.79,45.79,18.87,14.29,47.27,41.38,18.97,15.52,5.17,7.76,2.59,5.71,2.86,12.38,22.86,56.19,2.94,4.9,25.49,18.63,48.04,31.03,20.69,21.55,15.52,12.93,23.28,20.69,32.76,5.61,NA,NA,NA,NA,16486542
2020-05-15,135,3.12,2.34,7.03,12.31,3.88,17.05,14.73,14.84,8.53,3.12,6.2,5.43,15.62,21.71,13.53,7.75,80,47.93,50.82,48.36,45,12.5,8.33,37.1,34.81,21.48,14.07,5.19,5.93,5.93,2.63,3.51,11.4,23.68,58.77,2.63,7.89,18.42,28.07,42.98,34.07,18.52,19.26,14.07,14.07,23.7,24.44,23.7,3.88,NA,NA,NA,NA,3.12,2.34,7.03,12.31,3.88,17.05,14.73,14.84,8.53,3.12,6.2,5.43,15.62,21.71,13.53,7.75,80,47.93,50.82,48.36,45,12.5,8.33,37.1,34.81,21.48,14.07,5.19,5.93,5.93,2.63,3.51,11.4,23.68,58.77,2.63,7.89,18.42,28.07,42.98,34.07,18.52,19.26,14.07,14.07,23.7,24.44,23.7,3.88,NA,NA,NA,NA,16486542
2020-05-16,154,2.68,2.68,5.37,11.41,4.73,6.71,8.05,10.74,8.05,4.05,2.7,2.7,13.42,17.33,10.46,6.67,66.67,51.82,59.26,41.91,39.26,16.3,12.59,38.85,34.42,24.03,11.04,4.55,9.09,4.55,0.79,2.38,15.08,28.57,53.17,0.79,7.14,16.67,29.37,46.03,28.57,17.53,18.18,17.53,11.69,18.83,14.29,37.01,6.76,NA,NA,NA,NA,2.68,2.68,5.37,11.41,4.73,6.71,8.05,10.74,8.05,4.05,2.7,2.7,13.42,17.33,10.46,6.67,66.67,51.82,59.26,41.91,39.26,16.3,12.59,38.85,34.42,24.03,11.04,4.55,9.09,4.55,0.79,2.38,15.08,28.57,53.17,0.79,7.14,16.67,29.37,46.03,28.57,17.53,18.18,17.53,11.69,18.83,14.29,37.01,6.76,NA,NA,NA,NA,16486542
2020-05-17,128,4.13,3.31,4.96,14.63,3.31,12.3,10.83,18.03,12.9,5.79,8.26,3.31,12.4,23.97,9.38,3.15,100,42.62,52.89,39.67,37.5,14.05,5.83,27.2,42.19,21.09,10.94,1.56,10.16,7.81,6.03,5.17,12.93,21.55,54.31,2.56,6.84,21.37,29.91,39.32,30.47,21.09,22.66,16.41,17.97,15.62,28.12,29.69,8.26,NA,NA,NA,NA,3.35095031935931,3.31016490874874,5.80375277868765,13.3144474691022,3.44524746513101,11.9273828399693,10.2382570600686,14.8940356854872,12.5159059252227,5.73375778236215,7.03731675002662,2.92957657381144,13.1578547779795,20.8867218516139,9.50951843927757,3.43777576441666,92.6972450966849,44.3250474830665,55.8939298478743,41.4900351634674,41.975514049098,14.4190200464209,7.10782901712678,33.4481965659461,37.5395734721287,22.1524132762306,12.4427850319883,3.70712237334707,10.2979795032338,7.81,6.03,2.89834197404921,13.951928609551,22.2990382298258,54.0721373400261,2.56,6.57542581564769,18.8707815462789,27.6667725796156,43.5639547377284,29.8452783949655,19.9437882533984,22.1475529333677,16.3688365865347,17.7426202139474,15.4821284169839,21.7876736859455,32.858029459581,8.26,NA,NA,NA,NA,16486542
2020-05-18,179,3.07,3.07,5.52,11.59,4.91,14.2,12.8,12.27,10.43,4.94,6.83,3.09,9.82,17.79,11.24,12.14,50,53.09,44.65,44.59,44.3,13.46,6.96,41.67,39.11,19.55,9.5,3.91,8.94,6.7,3.29,2.63,11.84,25.66,56.58,3.29,3.95,15.13,25.66,51.97,25.7,24.58,18.99,16.2,13.41,13.97,24.02,34.08,5.56,NA,NA,NA,NA,3.24972490765706,3.0789493092645,5.70212298240409,12.7660613764722,4.60720373590818,12.2257327134976,12.0348705209325,14.5029481782871,11.0429016780962,5.15303484655772,7.14414743852911,3.04562415109754,10.9288707311052,19.9118907269126,10.2186453907102,12.1374162868195,58.6848240471006,50.7051462265096,49.4837080333201,43.9854300343516,42.8423195534047,13.5773631025185,6.36891501741287,38.4140739177349,37.5782806087188,20.6114625432848,9.61330401777117,3.715392863295,8.94467996529609,7.26706229360202,3.5618238020559,2.77161792094428,13.0567278842339,24.2084726205881,56.5708753954767,3.29,4.7608910400094,17.9858330595,26.04261262417,46.3404520887943,28.9084462927133,20.7347229765679,21.0735456207915,16.6513109996736,13.9815029373574,13.6767259000463,21.9859772323114,33.684520543815,5.56,NA,NA,NA,NA,16486542
2020-05-19,125,6.84,5.98,6.84,14.53,9.4,18.8,15.38,16.52,16.24,6.84,6.9,4.27,17.09,25.42,18.55,9.09,100,63.39,47.75,38.74,42.48,19.82,13.27,46.15,31.2,26.4,16.8,4.8,4,4.8,3.77,1.89,16.04,32.08,46.23,2.83,4.72,17.92,35.85,38.68,28,25.6,16.8,14.4,14.4,16,22.4,32,10.26,NA,NA,NA,NA,5.08865878871586,5.97400426149858,5.87236208724552,13.4836646449202,9.23959866410042,13.8130829699155,14.425011272582,15.1741217825239,15.2258410769951,6.66068250414118,7.2764192589387,4.16817690265461,14.820163584148,21.9010253653715,17.7357562482311,9.88966555992891,76.7133372309734,62.5034616498021,47.7901926351269,41.3609216956835,43.1328922123675,19.822897067504,12.8923820984372,41.9193251980092,36.1160307601717,24.04379558542,16.1750530455793,4.13137542209135,4.27676133037415,5.46618664711057,4.05257886833669,2.55693834040038,14.0405347468256,27.3738176179344,46.4929744821557,2.88604566255937,4.42785633261417,17.805576303644,29.0333123290714,44.9489096525378,28.5943288706275,23.3004379974693,19.4108930054415,16.0102265861904,14.2042075865169,15.7093860598466,21.8531899251782,33.8416705100517,10.26,NA,NA,NA,NA,16486542
2020-05-20,160,3.27,1.96,5.23,13.73,4.61,11.84,14.47,13.07,6.58,7.24,6.54,4.58,13.07,22.37,10.69,8.39,50,52.67,50.33,49.33,41.33,20.53,11.33,39.47,40,23.75,15.62,1.25,7.5,3.12,3.57,2.14,15,29.29,50,2.88,5.04,17.99,25.9,48.2,33.12,22.5,18.12,13.75,18.12,18.75,23.75,27.5,6.49,NA,NA,NA,NA,4.31022600571957,1.97125410207503,5.72070587361825,13.7281960326307,5.68535852237111,13.07422130009,14.8118508690689,14.9443001869872,9.68579140998527,7.26211566428522,6.85205824674267,4.66781703207046,13.5986643052593,22.3112455269679,12.34438747558,8.82553583433779,70.5684027744505,55.2353520288958,48.2038345700899,46.260102484488,43.1186227160668,21.0033387721505,12.132751452873,41.9188541795676,36.4816994482177,24.310856583111,14.5417403694361,3.05019838643594,6.91754933374314,3.581992655773,3.96863792299409,2.41624121481092,14.4284952630754,28.5536378535397,51.6211374019088,2.85228574813382,4.75106721956263,17.6721620854005,28.5033270112601,45.6947661934695,29.2837809393503,21.6066512538636,18.8169049608382,15.5780686144299,15.2045198603737,18.7380043445342,21.9915656298686,32.8837083104024,6.49,NA,NA,NA,NA,16486542
2020-05-21,154,6.29,5.59,8.39,12.06,7.04,15.38,11.35,16.08,11.97,6.34,7.75,4.26,15.49,17.93,14.38,8.11,50,58.39,51.09,49.63,45.99,22.06,12.86,40.56,28.57,24.68,16.88,3.9,7.79,6.49,3.12,3.91,8.59,27.34,57.03,3.91,6.25,14.84,29.69,45.31,36.36,19.48,14.29,12.99,15.58,19.48,20.13,29.22,6.38,NA,NA,NA,NA,5.3165668253055,4.02915457101256,6.16048473775815,13.281928277659,6.38716998759496,13.4831815397865,12.6151546844883,15.3906699161076,11.2412697291514,6.3377729873802,7.49848528886305,4.34737852041678,14.8563230448825,21.1695097390003,13.9555212619707,8.17446842462675,57.3522906295749,57.7044124848635,48.7215397470777,49.2392665806418,44.0367696720947,21.9669121568037,12.6659051928548,42.1302712472205,34.8710478979113,24.8773464641187,17.0406268520108,3.17119970189415,8.05534759455009,5.57245682055658,3.71319088612557,2.52926165825819,12.6159392776274,28.5225853680874,53.8663973223336,3.91066121220956,6.06882514626735,17.0351042296595,28.7960522860746,45.7661762220335,30.4845046697365,21.144134373709,16.9573056540704,13.9732856069467,15.4894872225544,19.6586683170592,21.4921759565289,31.6069761555406,6.38,NA,NA,NA,NA,16486542
2020-05-22,135,3.88,3.88,6.98,10.85,6.98,11.9,17.83,15.87,10.32,6.35,3.12,2.38,13.08,16.54,14.07,7.58,50,54.03,47.93,47.54,51.67,19.83,11.57,42.06,32.59,25.93,13.33,10.37,2.96,2.96,1.72,4.31,14.66,26.72,52.59,0.88,7.02,16.67,28.07,47.37,29.63,23.7,15.56,16.3,15.56,20.74,22.96,25.93,6.3,NA,NA,NA,NA,4.91074937559766,3.99897153069858,6.29672401811806,12.1948424606304,7.01785163563676,13.1453221094358,13.3641535324515,15.7142628728027,11.0456885645892,6.34447944983049,4.79434346601852,2.68642774347187,14.0200719945309,19.2826180307954,14.0892902678287,7.48304832097107,50.4553321387694,54.6156176641381,47.9264375348667,46.4923102725107,45.9294513518599,20.2580122507354,11.7133175850406,42.589381253418,34.1631199571364,25.8221061323536,13.9578217720439,8.59431082914358,3.62114675634567,3.78514879533142,3.05143355098795,2.69751099942954,13.130388344218,28.288904293633,53.4921119430212,1.24549203597193,7.10579517227101,16.791847165424,28.7411187870985,46.1994731354886,30.3169009932311,21.4738174125503,16.1367883071528,15.0634528949873,15.7152136718959,20.6640870106154,21.5337447279572,29.3039282151769,7.30152572383705,NA,NA,NA,NA,16486542
2020-05-23,136,0.76,1.52,3.03,5.3,3.03,12.12,11.36,8.33,5.3,4.55,2.27,3.79,8.33,14.29,13.33,3.01,NA,55.91,52.76,40.8,40.16,15.08,9.52,41.09,38.97,22.06,16.18,0.74,5.88,8.82,2.54,2.54,15.25,19.49,60.17,1.69,6.78,21.19,27.97,42.37,23.53,25,24.26,14.71,12.5,13.97,28.68,31.62,5.3,NA,NA,NA,NA,3.14653678967841,3.22683689684646,5.75043284305555,7.22088843608612,4.04258899618353,12.9301136046194,12.9740969337844,13.956091795987,8.36261031878924,6.06200676161729,2.9993276875346,3.44302827036267,10.2052184561344,16.0701876626133,13.5951983257444,4.48980008465236,44.1584172217829,55.1833514853865,50.3798714397909,42.5331059366263,45.3144720428942,15.6550323508864,9.69629709164458,42.7652828951793,34.5173856011752,23.7555327517321,15.5626626668819,4.43436933134365,5.18524461704013,7.80751214618558,2.84005335298524,2.61298701997458,13.6929904297633,25.2578127452367,55.6064776326619,1.35405827784614,6.94831187020392,17.2751979732366,28.6759806964025,45.6878923381484,29.1615451337705,21.9814654288663,18.5137633890627,14.920054404397,15.2973004776439,14.9057164260337,23.0791697246703,30.2030026912168,6.43695834737374,NA,NA,NA,NA,16486542
