"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-05-03,242,4.68,2.98,5.11,6.81,5.53,28.09,18.72,17.87,11.81,5.96,5.56,5.51,8.94,21.94,17.01,2.54,50,18.83,57.52,13.24,33.94,10.45,14.8,54.7,16.12,10.33,7.85,7.44,26.45,24.79,1.91,3.35,10.05,18.18,66.51,3.35,6.7,12.92,20.57,56.46,29.75,29.75,17.77,9.5,10.33,21.07,20.66,35.54,NA,NA,NA,NA,NA,4.68,2.98,5.11,6.81,5.53,28.09,18.72,17.87,11.81,5.96,5.56,5.51,8.94,21.94,17.01,2.54,50,18.83,57.52,13.24,33.94,10.45,14.8,54.7,16.12,10.33,7.85,7.44,26.45,24.79,1.91,3.35,10.05,18.18,66.51,3.35,6.7,12.92,20.57,56.46,29.75,29.75,17.77,9.5,10.33,21.07,20.66,35.54,NA,NA,NA,NA,NA,42813237
2020-05-04,267,2.37,1.19,6.32,10.67,4.74,26.36,17.25,14.9,9.45,5.91,3.95,3.56,11.46,24.03,15.47,4.38,50,24.8,59.68,13.99,39.36,11.07,13.01,55.12,15.36,12.73,8.24,5.99,26.22,23.6,2.93,4.18,15.48,20.92,56.49,5.46,5.04,13.45,20.17,55.88,27.34,31.09,13.48,17.6,13.11,20.6,20.97,35.58,NA,NA,NA,NA,NA,2.37,1.19,6.32,10.67,4.74,26.36,17.25,14.9,9.45,5.91,3.95,3.56,11.46,24.03,15.47,4.38,50,24.8,59.68,13.99,39.36,11.07,13.01,55.12,15.36,12.73,8.24,5.99,26.22,23.6,2.93,4.18,15.48,20.92,56.49,5.46,5.04,13.45,20.17,55.88,27.34,31.09,13.48,17.6,13.11,20.6,20.97,35.58,NA,NA,NA,NA,NA,42813237
2020-05-05,252,1.69,0.84,2.95,3.8,3.36,31.71,16.39,16.74,11.98,5.49,4.24,3.8,10.92,19.67,20.8,3.35,25,22.32,62.82,19.64,41.15,12.61,11.61,54.27,14.29,9.52,10.32,8.33,25.79,21.83,3.17,6.33,9.5,20.36,60.63,4.5,8.11,12.61,19.37,55.41,27.38,34.52,12.3,13.49,14.29,23.02,15.87,34.92,NA,NA,NA,NA,NA,1.69,0.84,2.95,3.8,3.36,31.71,16.39,16.74,11.98,5.49,4.24,3.8,10.92,19.67,20.8,3.35,25,22.32,62.82,19.64,41.15,12.61,11.61,54.27,14.29,9.52,10.32,8.33,25.79,21.83,3.17,6.33,9.5,20.36,60.63,4.5,8.11,12.61,19.37,55.41,27.38,34.52,12.3,13.49,14.29,23.02,15.87,34.92,NA,NA,NA,NA,NA,42813237
2020-05-06,301,5.3,2.83,7.42,11.31,3.89,30.28,17.31,20.7,13.73,8.51,4.98,5.94,15.09,23.94,20,5.46,16.67,21.19,58.72,11.65,38.75,14.44,12.69,50,16.61,12.96,5.98,7.31,21.59,26.58,1.91,3.44,13.36,26.34,54.96,3.04,4.94,17.49,19.77,54.75,24.92,31.89,14.29,16.28,11.63,18.6,19.6,37.54,NA,NA,NA,NA,NA,5.3,2.83,7.42,11.31,3.89,30.28,17.31,20.7,13.73,8.51,4.98,5.94,15.09,23.94,20,5.46,16.67,21.19,58.72,11.65,38.75,14.44,12.69,50,16.61,12.96,5.98,7.31,21.59,26.58,1.91,3.44,13.36,26.34,54.96,3.04,4.94,17.49,19.77,54.75,24.92,31.89,14.29,16.28,11.63,18.6,19.6,37.54,NA,NA,NA,NA,NA,42813237
2020-05-07,290,2.57,1.84,5.88,8.15,2.63,27.27,17.39,16.54,9.93,5.6,4.51,3.7,10.41,20.3,16.55,3.86,66.67,20.97,59.12,14.89,44.91,15.91,9.51,54.55,11.38,13.45,8.97,7.24,24.48,27.24,2.26,4.89,12.41,18.8,61.65,6.39,7.89,13.16,21.05,51.5,21.03,40.34,12.76,17.59,12.76,21.72,16.9,40.34,2.29,NA,NA,NA,NA,2.57,1.84,5.88,8.15,2.63,27.27,17.39,16.54,9.93,5.6,4.51,3.7,10.41,20.3,16.55,3.86,66.67,20.97,59.12,14.89,44.91,15.91,9.51,54.55,11.38,13.45,8.97,7.24,24.48,27.24,2.26,4.89,12.41,18.8,61.65,6.39,7.89,13.16,21.05,51.5,21.03,40.34,12.76,17.59,12.76,21.72,16.9,40.34,2.29,NA,NA,NA,NA,42813237
2020-05-08,306,3.56,2.49,4.63,10.45,5.34,26.64,17.61,19.86,10.64,7.77,4.58,6.01,8.13,22.92,18.36,3.96,40,22.91,60.07,11.94,43.22,15.69,14.02,54.92,11.76,13.4,10.78,12.42,19.61,25.49,1.77,3.19,11.35,23.05,60.64,3.53,3.89,13.43,25.8,53.36,23.53,36.93,15.36,16.67,16.34,20.59,20.26,34.97,3.57,NA,NA,NA,NA,3.51296258776592,2.09557909108624,5.38250336883489,9.17741006701904,4.21141935528862,26.9762194158526,17.5087421015266,18.3026431278518,11.11724613326,6.77398809060648,4.58285235841618,5.0961708558372,8.57361024921105,21.4027803335428,18.6641767715031,4.16862074691242,40,22.3861381832909,60.0136171057443,12.7722812835852,43.0244599232076,16.2457141129523,12.0866790655743,53.9079777602305,12.2156739009184,12.5755654645416,9.92114653448284,12.42,22.6266076425414,25.7496246718085,1.83709417497209,4.33534683378607,11.907813437297,22.4242621518959,59.1164738553387,3.53,3.89,13.885917159874,24.8095931478413,52.4968186185302,22.2639763215621,37.9777249547891,14.1233800631858,17.3496752260852,16.3631121331872,20.8096123936429,19.0206274510071,35.2674304891086,3.57,NA,NA,NA,NA,42813237
2020-05-09,277,2.85,2.03,6.1,8.06,5.67,26.21,19.6,16.8,11.69,6.1,4.08,6.43,13.25,22.8,16.42,2.6,66.67,18.97,58.98,12.1,36.9,9.39,14.62,48.85,14.08,10.47,8.66,7.58,23.47,26.71,0.81,4.86,10.53,17.41,66.4,3.24,7.69,11.74,23.89,53.44,24.55,31.41,16.61,16.97,14.08,19.49,16.61,39.35,2.07,NA,NA,NA,NA,3.31460899526075,2.1185492345208,5.74345340241424,8.98507690951359,4.66249456517414,26.1307777445602,17.9588724178956,17.7611365361664,11.3254457546513,6.66893961226968,4.178214525395,5.4705003005427,13.1265047359255,21.6484792330925,18.036095798415,3.11386227079896,62.3728565963513,19.977824520663,59.7864959150622,12.2370610359524,40.6263904631444,11.4838296246749,13.5597481644449,52.0940389506479,12.8829334256511,11.1362198098523,9.59540612808901,7.58,22.4590866028236,26.3889671820178,0.869398856893438,4.44567243189136,11.3644963198521,19.8189112911038,63.747615354368,3.8543189885157,6.58890663810391,12.2874478129496,24.8254262725365,53.053347956275,23.5826010946759,33.8646894321361,15.7818142046526,17.2251979041813,14.1848449214205,19.3457601980337,17.6173753757291,38.8312771588111,2.07,NA,NA,NA,NA,42813237
2020-05-10,263,4.51,2.46,6.97,9.05,5.79,31.45,17.14,19.26,12.2,6.97,5.79,7.38,8.64,21.77,15.71,2.72,0,21.86,61.26,15.51,43.27,10.29,10.89,54.18,19.39,11.79,9.51,9.13,20.15,23.95,2.53,3.38,13.08,26.58,54.43,3.35,5.44,15.06,25.94,50.21,25.1,35.36,16.73,13.69,9.13,22.43,19.01,41.06,4.17,NA,NA,NA,NA,3.74879281260294,2.24673845472207,6.54752820111571,9.03620209825113,5.06646585805069,30.3002262789043,17.8167726246109,18.2434152620321,12.2895931039665,6.77624458584987,5.46271205489389,6.01957551570002,9.64905909034232,21.6383408398868,16.7827167102018,2.6775801127876,26.1803470234686,20.9973236903943,60.5078792945026,12.9655458799345,41.8557590784327,10.156409395432,12.4306233901895,52.6727936948472,18.02224018209,11.6626759561724,9.724721186105,9.13,21.7407052140378,25.2386110924076,2.42110894969272,4.23450776436338,11.8655963705618,22.918366756378,59.0701259646359,3.46946001768487,6.37917183533621,13.6525438317867,25.9712699734556,51.0934806143491,24.794634168484,34.555274348671,16.6847391727347,14.8088362998494,9.0750527972936,21.8886412137535,18.2879419857231,41.2515727913602,4.17,NA,NA,NA,NA,42813237
2020-05-11,256,4.66,1.69,9.75,9.91,4.27,32.64,16.6,21.01,16.17,8.66,5.51,8.09,11.06,27.5,18.18,4.1,50,26.05,56.79,16.38,42.62,15.88,12.66,53.23,16.41,12.89,9.38,7.81,23.83,23.44,0.43,4.78,13.04,22.17,59.57,2.18,10.04,11.79,21.83,54.15,26.56,33.2,11.33,18.36,15.62,16.02,20.31,39.45,4.78,NA,NA,NA,NA,4.12312958033807,2.15897839897532,9.11097138489166,9.25148622354938,4.99525985963588,32.7327634564003,17.594884386159,19.4151764067555,14.6228936786216,7.3267113862261,5.66025096641858,7.50699007281327,10.431259296605,23.8042957846204,17.368874875444,3.43925208724806,40.9786219597557,25.2213001763369,59.0041459265587,14.1115871954198,42.4028429060849,14.6646453452139,12.5755356234572,52.9528189807487,17.3268073678437,12.6482577342717,9.64746253471279,7.81,21.7609174863293,24.178948368982,1.18929099242086,4.328781245044,12.0830984869079,22.9524700745591,58.9640671642059,2.70364253420376,7.20853871885911,12.9852261363665,23.1096221818769,52.9180691226121,26.3314562241312,33.5129001921537,13.903130255784,16.8778438986696,15.6025992666745,17.5658817180008,19.6276070010979,39.501885723621,4.78,NA,NA,NA,NA,42813237
2020-05-12,239,3.2,2.74,5.94,10.76,0.91,31.88,15.56,19.03,9.01,7.69,4.5,8.97,12.67,22.12,15.68,3.54,40,26.82,59.46,13.15,40.93,7.48,11.27,53.51,16.32,10.46,9.21,7.53,25.52,23.01,0.93,5.12,10.23,19.07,64.65,3.72,8.37,13.49,17.21,57.21,20.5,36.4,14.64,18.41,8.79,19.25,20.08,42.26,2.3,NA,NA,NA,NA,4.01689542643388,2.3311329432737,7.4822034421282,9.60196631964632,2.57580782158474,32.3347759197724,17.2219713052369,19.4188399295754,10.3745959171318,7.51634823883331,4.83180003478328,8.61237104576094,12.2612734332642,23.2047127476128,16.5400527988015,3.54737139209699,40.3601776046084,27.16710867075,59.1290239480039,13.673743571221,42.2598935815094,10.2445106645774,11.9888537378036,53.2353190902374,17.1002424595643,11.0459894111249,9.45648283632394,7.53,22.0648800336993,23.2951086045927,0.989459793828096,4.47395078637072,11.7394788019995,21.8316501259162,61.2373008591168,2.96582711506764,7.55691985469838,13.0529449337714,18.4540691157804,56.3195446721723,22.4803726486721,35.1716942093228,14.1649066353437,18.2197796218972,11.7047428790759,18.2433829029007,20.1631062656122,41.8387378015113,2.3,NA,NA,NA,NA,42813237
2020-05-13,221,4.37,2.91,4.85,11.17,5.37,29.47,19.7,18.84,13.88,4.88,4.9,6.86,14.98,19.62,21.36,6.02,33.33,21.03,62.98,17.95,35.18,13.13,9.6,52.61,17.65,12.67,9.05,5.88,24.89,22.62,0.5,5.03,15.58,17.09,61.81,5.53,8.04,12.56,20.1,53.77,20.36,32.13,14.48,23.08,11.31,19,15.84,44.34,0.99,NA,NA,NA,NA,4.22971657694078,2.51544268607174,5.65031320941376,9.98148068950972,4.4917613195256,30.0821091672751,17.6343936956945,19.3250021267552,12.6701637742604,6.98694791680106,4.75561564087038,7.84541868025462,14.76315783751,22.1714328403974,18.5010692202168,5.54127902659465,38.7968291166274,22.0868713442049,60.7490421920767,15.3064921982987,39.1418537064108,11.2908101979038,10.7286981809563,53.300661551404,17.6360551412663,11.7880719355314,9.22218820413328,6.755609430066,22.524815218476,22.6298094709418,0.735819775625619,4.58268280675765,12.4121947810066,19.5028132804402,61.6672136424219,4.85450423140011,7.770676641515,12.798460191581,18.6056954460235,55.1416515275603,20.4499249327544,34.7585568018483,14.2194659349531,22.3588105992655,11.3490402918122,18.7985102025474,17.6684128881967,44.4755650962355,0.99,NA,NA,NA,NA,42813237
2020-05-14,259,2.8,1.6,4.8,7.63,1.61,28.17,22.53,16.4,11.69,4.42,4.03,8.33,8.47,20.95,16.22,3.97,33.33,23.87,61.13,14.94,39.92,10.74,12.7,54.62,16.99,10.42,9.65,10.42,20.85,26.25,1.28,6.38,12.34,22.13,57.87,3.38,8.44,13.5,23.63,51.05,31.27,32.82,11.97,15.06,8.88,23.17,22.01,37.45,3.66,NA,NA,NA,NA,3.66064263457787,2.37279140484443,4.84700493139985,9.63472755674833,3.83709581549838,28.1013281529,18.4924912399751,18.8262822587694,12.4749700031685,4.85313668896972,4.15805754368512,8.24110417727595,10.4600913998217,21.9635465170601,18.2530873663069,4.72251819402296,37.4909858327447,23.1956772029293,61.1186404044051,15.2360269660049,39.3738755009638,10.8905754835222,11.429195190504,53.7090334533478,17.3628912618106,10.8664997517174,9.41251360603609,8.28140471459983,21.7891506522123,24.2861838711755,0.794858187158867,4.92697688222799,12.4217048502721,20.5291158734576,60.2306685174184,3.99694101414479,8.03047235376353,12.9229870274212,22.4955253409216,51.9247654594353,30.7066716615115,32.7732993630619,12.9502167885398,17.5803401016097,10.0728693596873,22.4751702951768,19.1316132606354,38.5627993461731,3.66,NA,NA,NA,NA,42813237
