"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-05-03,1894,0.59,0.53,0.96,11.53,5.92,27.68,24.35,11.9,7.43,4.06,4.32,1.23,8.01,16.11,3.44,5.73,43.48,24.96,60.68,8.51,57.56,3.16,15.86,58.47,73.65,17.63,1.58,0.53,0.05,3.06,0.22,1.56,8.17,13.89,76.17,0.5,1.5,6.12,12.96,78.92,8.18,28.51,36.22,22.12,1.32,3.43,12.72,77.77,NA,NA,NA,NA,NA,0.59,0.53,0.96,11.53,5.92,27.68,24.35,11.9,7.43,4.06,4.32,1.23,8.01,16.11,3.44,5.73,43.48,24.96,60.68,8.51,57.56,3.16,15.86,58.47,73.65,17.63,1.58,0.53,0.05,3.06,0.22,1.56,8.17,13.89,76.17,0.5,1.5,6.12,12.96,78.92,8.18,28.51,36.22,22.12,1.32,3.43,12.72,77.77,NA,NA,NA,NA,NA,10649800
2020-05-04,1944,0.57,0.36,0.78,10.22,7.47,28.24,23.6,12.86,6.44,3.69,4.88,1.09,8.4,18.6,2.53,5.32,25.49,36.07,65.44,8.07,57.89,4.26,19.1,57.96,73.71,16.62,1.7,0.72,0.26,2.78,0.44,1.59,6.53,15.3,76.14,0.38,1.37,5.6,14.54,78.1,7.77,29.68,34.62,21.66,0.77,2.83,15.38,75.31,NA,NA,NA,NA,NA,0.57,0.36,0.78,10.22,7.47,28.24,23.6,12.86,6.44,3.69,4.88,1.09,8.4,18.6,2.53,5.32,25.49,36.07,65.44,8.07,57.89,4.26,19.1,57.96,73.71,16.62,1.7,0.72,0.26,2.78,0.44,1.59,6.53,15.3,76.14,0.38,1.37,5.6,14.54,78.1,7.77,29.68,34.62,21.66,0.77,2.83,15.38,75.31,NA,NA,NA,NA,NA,10649800
2020-05-05,1942,0.36,0.36,0.83,10.59,6.75,28.76,23.87,10.89,5.55,3.74,4,1.09,8.35,18.31,3.25,5.93,51.67,38.34,66.63,8.17,61.81,5.06,19.61,62.41,72.81,19.82,0.93,0.72,0.31,2.42,0.48,1.82,7.02,16.73,73.94,0.43,1.34,5.68,14.69,77.86,8.24,31.26,34.6,22.04,1.49,2.94,14.47,77.5,NA,NA,NA,NA,NA,0.36,0.36,0.83,10.59,6.75,28.76,23.87,10.89,5.55,3.74,4,1.09,8.35,18.31,3.25,5.93,51.67,38.34,66.63,8.17,61.81,5.06,19.61,62.41,72.81,19.82,0.93,0.72,0.31,2.42,0.48,1.82,7.02,16.73,73.94,0.43,1.34,5.68,14.69,77.86,8.24,31.26,34.6,22.04,1.49,2.94,14.47,77.5,NA,NA,NA,NA,NA,10649800
2020-05-06,1884,0.48,0.43,0.7,10.08,7.01,31.84,24.25,11.26,5.57,3.8,4.61,1.45,11.47,19.48,4.05,5.96,41.67,42.26,70.44,9.98,57.8,5.61,19.84,61.78,75.96,15.29,1.49,0.85,0.05,3.13,0.5,1.17,8.59,16.4,73.34,0.45,1.45,6.4,15.14,76.56,8.44,29.25,34.66,22.98,1.49,3.4,13.11,77.44,NA,NA,NA,NA,NA,0.48,0.43,0.7,10.08,7.01,31.84,24.25,11.26,5.57,3.8,4.61,1.45,11.47,19.48,4.05,5.96,41.67,42.26,70.44,9.98,57.8,5.61,19.84,61.78,75.96,15.29,1.49,0.85,0.05,3.13,0.5,1.17,8.59,16.4,73.34,0.45,1.45,6.4,15.14,76.56,8.44,29.25,34.66,22.98,1.49,3.4,13.11,77.44,NA,NA,NA,NA,NA,10649800
2020-05-07,1697,0.12,0.18,0.54,9.94,5.93,29.6,21.89,11.65,5.59,3.67,4.27,0.84,7.5,17.88,3.85,6.03,53.19,38.8,71.03,10.09,58.19,5.54,23.02,61.17,77.78,14.02,1.06,0.88,0,2.59,0.81,1.68,7.86,14.34,75.31,0.5,2.12,6.04,15.38,75.97,9.07,29.05,33.77,22.75,1.47,3.12,13.02,77.14,3,NA,NA,NA,NA,0.12,0.18,0.54,9.94,5.93,29.6,21.89,11.65,5.59,3.67,4.27,0.84,7.5,17.88,3.85,6.03,53.19,38.8,71.03,10.09,58.19,5.54,23.02,61.17,77.78,14.02,1.06,0.88,0,2.59,0.81,1.68,7.86,14.34,75.31,0.5,2.12,6.04,15.38,75.97,9.07,29.05,33.77,22.75,1.47,3.12,13.02,77.14,3,NA,NA,NA,NA,10649800
2020-05-08,1584,0.19,0.19,0.39,10.51,7.33,30.57,23.81,12.28,6.1,4.24,3.81,1.23,9.82,20.63,4.24,5.91,38.46,38.73,65.91,10.5,60.96,6.51,22.8,62.66,72.1,18.88,1.58,0.76,0.06,3.03,0.47,1.67,6.62,16.58,74.67,0.47,1.4,6.09,14.25,77.79,8.27,29.23,33.9,23.11,1.33,2.59,12.56,78.35,2.78,NA,NA,NA,NA,0.159555491635021,0.185000176437252,0.409947689039588,10.3103175934737,7.02126196650339,30.4018546143683,23.0375347238206,11.7530941726705,5.86562048475759,4.05856915994595,3.84647262334897,1.18824055010015,9.09264723023343,20.1579888546761,4.27941062175238,6.1702710090758,38.46,38.7274895644337,66.0638726688787,10.5320460406347,60.4110357522597,6.42054828077153,23.2254928610213,62.6699036172273,73.2403106488068,17.7025999524125,1.47721857346014,0.76,0.06,2.95823343956091,0.47,1.60314165560398,7.65270461339337,16.5134509292518,74.7644831159864,0.47,1.64790536819993,6.12582240237795,14.5710066978033,77.0053698495816,7.90956793681164,29.1724058624778,33.7969264020942,23.3382325282666,1.33,3.09494694683039,12.9144189803905,78.058073645762,2.78,NA,NA,NA,NA,10649800
2020-05-09,1535,0.2,0.2,0.2,8.56,6.51,27.46,25.51,11.52,5.14,3.39,3.06,1,8.63,16.19,4.63,7.03,51.79,27.59,61.86,10.55,61.56,7.82,18.35,63.78,67.95,21.11,1.89,1.17,0.13,2.93,0.35,1.12,7.89,14.66,75.98,0.56,0.7,5.72,13.46,79.57,7.49,26.91,34.33,24.76,1.11,3.39,13.75,75.5,2,NA,NA,NA,NA,0.16046180887085,0.171370040081902,0.25155508947288,9.43626992802198,6.62349398881363,27.9063078632918,24.03464701159,11.7011600603766,5.39910245502304,3.67319869977698,3.08046252549357,1.1526048182087,8.92767882776527,18.5048056274866,4.63570815438772,6.51486087972768,45.0503913769727,28.2220543670438,61.7125177147175,10.5704025462165,61.0119867953952,7.62743925431448,19.2931512246445,63.8425711675074,68.0313393723493,18.8156667926053,1.87839618044744,1.17,0.13,2.96350307867659,0.470376907057457,1.32673950405046,7.75299989586442,15.2637779744326,75.8949369173066,0.542862502280687,1.05720852354041,5.81399414387496,13.584141229319,79.0761612779358,7.72302074147997,26.9812867077432,34.1754659598121,23.9568714335208,1.303844417233,3.23558650430205,13.2589979323247,76.4272452242739,2,NA,NA,NA,NA,10649800
2020-05-10,1736,0.82,0.59,0.88,11.31,7.93,28.17,25.89,11.18,6.57,3.36,4.95,1,8.51,18.11,4.4,6.27,44.44,25.32,61.24,10.38,63.97,8.44,18.57,65.6,66.82,22.24,2.65,1.5,0.12,2.42,0.49,1.17,7.09,15.34,75.91,0.49,1.85,4.68,14.11,78.87,6.97,27.53,35.43,23.73,1.15,2.48,12.79,77.53,2.13,NA,NA,NA,NA,0.813195234986588,0.547245524786878,0.778116897721288,10.1663897375723,6.86149707206897,27.7771276010025,24.9769666069603,11.5901292769319,6.16199723696248,3.4298212701701,4.80399195518043,1.123857319656,8.78252765543879,18.4639235856587,4.55363808168118,6.59728923594708,44.7357451559237,24.669098097975,61.1591982824195,10.4026079598996,63.435670842898,8.52168557427326,18.2233016985166,65.5708276820282,66.5662883698546,20.003585559828,2.62657147378672,1.5,0.119999999999996,2.51246293901955,0.467488983821901,1.19655118972795,7.6616683662961,15.1911135499102,76.0163309113644,0.517877206055809,1.45617143980952,4.8948305417594,13.7954370752263,79.2719712476487,7.47964357461086,27.2297825918259,35.2414847065876,24.2103114341073,1.28065035047792,2.97122926328726,12.9847056491315,77.0613775974607,2.13,NA,NA,NA,NA,10649800
2020-05-11,1687,0.36,0.3,0.42,8.81,6.3,28.04,22.37,11.42,5.37,3.57,4.18,1.21,7.6,17.52,3.8,6.15,44,36.09,64.97,13.86,62.45,7.17,20.55,64.94,70.48,20.69,2.19,1.01,0,1.84,0.25,1.07,6.48,13.66,78.54,0.31,1.19,5.72,12.82,79.95,8.12,27.09,36.81,22.29,0.65,2.9,12.8,78.3,1.88,NA,NA,NA,NA,0.382878407677567,0.390356613573485,0.533064401719344,9.65062040833483,6.7448381777354,27.9559321302499,24.0448328164057,11.5449114431694,5.7334183402849,3.45672113252506,4.12632251229449,1.13894233830001,8.36431087402967,18.3142724517092,4.02830523091929,6.63146673192598,44.3967125169155,35.8261518955688,64.9001399332215,13.5719510675185,62.5131721604034,7.29594703488056,20.2089967127552,65.0291167069723,69.8863876614907,20.5849464948541,2.31679968878635,1.01,0.00464625997968418,1.91535562047238,0.343118672209484,1.08075176736724,7.33360713431434,14.5597351353475,76.8541882792648,0.367870961216399,1.301494319512,5.37161495103606,13.0224636750998,79.9707484245598,8.03556976256842,27.1189910060404,36.6726683552633,24.0531161170646,0.927091092230374,2.93873161038454,12.8212118446029,77.7709953881945,1.88,NA,NA,NA,NA,10649800
2020-05-12,1549,0.2,0.2,0.39,7.22,6.02,29.52,21.4,10.63,5.36,3.61,3.74,1.05,8.48,16.78,3.49,6.41,45,41.8,67.46,16.01,58.95,6.65,23.97,62.74,67.98,22.53,2.39,1.29,0,2.19,0.89,2.32,6.34,15.94,74.52,0.61,2.18,5.38,14.99,76.84,7.68,27.76,36.8,22.47,1.36,3.81,12.78,77.15,2.3,NA,NA,NA,NA,0.214510726056793,0.231482368863392,0.440718861939203,8.50281029664855,6.59874620878525,29.3308555074045,22.9896104783487,11.3644587034749,5.46103390110868,3.52998948923087,3.72762990849481,1.12315944477988,8.32674592709969,17.9253114604221,3.5702260828847,6.71433617535763,44.3053696126613,42.1619872440367,67.583514030173,16.1391453697792,59.7385954174263,6.74950813075345,23.9420415645872,62.7704454334738,68.6087684807018,21.4772999673957,2.34153898006258,1.28553978129416,3.85287288510423e-07,2.02555141772531,0.717624252977124,1.97121283578718,6.92507553751782,14.8990825205607,76.1533860450081,0.516900613011945,1.91808029407858,5.40869946578735,14.4592261635681,77.6823358659754,7.39976113449065,27.6459590558666,37.0533613568264,23.2909671913781,1.19779669690046,3.21653866320178,12.7214158536261,77.5333562570572,2.3,NA,NA,NA,NA,10649800
2020-05-13,1517,0.34,0.34,0.41,8.23,5.8,28.71,20.09,11.18,6.12,3.24,3.85,0.88,8.08,17.5,4.04,7.32,31.48,41.23,68.71,19.11,59.89,6.91,24.5,61.68,69.28,21.23,2.18,0.92,0.26,2.11,0.56,1.82,6.44,14.98,76.21,0.35,2.17,6.24,13.03,78.21,8.17,27.95,34.28,23.99,0.4,3.56,12.59,78.05,2.43,NA,NA,NA,NA,0.321507904347127,0.284938645068139,0.401183381009774,8.19162326191717,6.44085323026933,29.0048446601177,20.9150902557807,11.3080073452172,5.84950664646611,3.34511860442526,3.91712205509185,1.08166244808921,8.15804205535416,17.805080988008,3.78070234728272,6.97627562559417,41.9040077186698,41.3134065699747,68.7175380480756,19.1114279634547,59.3428314631995,6.8261055043691,24.7438330560496,61.5805112573844,68.9976929661273,21.8989706355103,2.19582899733887,1.25538135773944,0.259999553559455,2.08410962070655,0.487529114801162,1.92968206319772,6.70132148318495,14.8564078379339,76.3138677680521,0.4194213712184,2.19166229512211,6.11074352967403,13.5577102227813,77.7820422110542,7.46544953507383,27.9698220984906,34.7096887617896,23.7874288148942,0.807406786567021,3.29685610286885,12.5887971975831,77.7607762262435,2.43,NA,NA,NA,NA,10649800
2020-05-14,1547,0.2,0.26,0.46,10.89,5.24,29.52,20.55,11.56,6.3,3.55,4.28,1.31,8.8,17.67,3.81,6.3,33.33,40.47,70.62,21.34,60.84,7.51,24.72,63.86,72.59,18.42,1.87,1.42,0.32,1.81,0.68,1.77,7.07,15.91,74.58,0.61,1.91,6.13,13.61,77.74,9.05,26.76,36.52,22.88,0.84,3.94,13.12,77.44,3.16,NA,NA,NA,NA,0.205298262323189,0.264346400674932,0.42687929542957,8.93842109418672,6.22126884161772,29.4031103791495,19.9895250829096,11.3229874640391,6.20894299147301,3.44326944137933,4.29332674337123,1.11500676770533,8.27508503730102,17.7885285285225,3.79546671984762,6.97640925936831,40.2360333438643,41.0175921936654,70.4876357326103,21.3834888067471,60.6745717483985,7.51083182342267,24.8595316346483,63.7202548185771,72.376098666976,21.6298968758658,1.90400210468502,1.38955478904205,0.32001159128776,1.88610122027135,0.570117527590919,1.90692387436781,6.78877993407883,15.2554790915591,75.9046891168825,0.53642986930566,2.08817213421635,6.24392138242288,13.5163057737312,77.6234450144392,7.95556421849069,26.9367785239421,35.8814862640533,23.4987567289185,0.773873503155507,3.6662756205405,12.7870597848812,77.734378942043,3.16,NA,NA,NA,NA,10649800
