"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"1",519,"Spain","ESP","female","18-34","2020-04-23",343,3984089.57,2.62,2.04,2.62,16.03,5.83,17.78,28.28,13.99,15.74,6.41,7.58,3.21,12.24,23.91,28.28,3.22,27.27,15.54,48.68,0.29,11.73,0.59,4.09,14.87,42.86,9.62,9.33,0,17.2,20.99,2.33,6.12,31.78,29.15,30.61,2.62,8.75,31.2,30.03,27.41,40.23,41.98,15.45,2.33,9.62,17.2,27.11,46.06,9826832.68,7855224.62,9826832.68,63096110.65,26900291.19,84916508.65,120463171.7,51427282.36,68524995.6,27838909.13,31936120.94,12773319.89,55119479.25,86515364.66,115718336.38,11818957.56,4997609.7,64145886.74,196619881.92,2535338.88,54520379.59,2802710.34,25827546.66,56731295.36,176261065.32,37553351.27,37758726.22,0,60393789.92,86442024.02,11433959.23,21971284.04,141917968.12,112847508.21,110238237.15,12994613.47,36383112.77,131862354.19,120711316,96457560.31,166646197.05,163469805.34,59742811.58,8550142.78,37046715.15,75680368.27,111020627.9,174661245.42,2.47,1.97,2.47,15.84,6.75,21.31,30.24,12.91,17.2,6.99,8.02,3.21,13.83,21.72,29.05,2.97,1.25,16.1,49.35,0.64,13.68,0.7,6.48,14.24,44.24,9.43,9.48,0,15.16,21.7,2.87,5.51,35.62,28.32,27.67,3.26,9.13,33.1,30.3,24.21,41.83,41.03,15,2.15,9.3,19,27.87,43.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",520,"Spain","ESP","female","35-54","2020-04-23",471,6944058.13,0.64,1.07,1.71,15.99,6.2,18.09,22.6,15.35,11.99,6.84,4.91,3.84,12.37,27.08,20.59,3.84,76.92,24.57,53.85,0.65,17.2,0.43,3.66,12.1,53.5,8.92,6.58,0,15.5,15.29,1.28,8.1,25.59,23.24,41.79,1.92,8.74,25.8,24.52,39.02,42.68,41.83,10.19,4.67,7.64,16.99,28.24,46.71,4044611.03,5737741.32,9529068.95,110018994.52,35027197.18,123488370.48,153842656.93,91713542.8,70260502.56,37846987.16,27308652.56,20482152.03,74974915.23,162802578.05,138035193.43,28474757.5,15133394.16,193035794.35,405454072.41,4701129.89,113125878.89,2283570.81,23789904.77,88331494.82,382222509.34,53382201.08,40794455.6,0,109082762.47,106818814.42,7857973.59,50496704.65,176144636.25,166984262.3,290893983.72,11321281.69,70172108.48,184998403.12,157863024.55,268022742.65,292563200.41,295454485.36,73987977.86,29524572.6,56263394.64,109831050.75,197733149.18,328356590.39,0.58,0.83,1.37,15.84,5.04,17.78,22.15,13.21,10.12,5.45,3.93,2.95,10.8,23.44,19.88,4.1,2.18,27.8,58.39,0.68,16.29,0.33,3.43,12.72,55.04,7.69,5.87,0,15.71,15.38,1.13,7.27,25.37,24.05,41.89,1.63,10.11,26.64,22.73,38.6,42.13,42.55,10.65,4.25,8.1,15.82,28.48,47.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",521,"Spain","ESP","female","55+","2020-04-23",153,6297606.16,0,0,0,18.42,1.32,7.24,13.91,9.87,5.3,3.95,0.66,1.99,7.28,13.91,16.34,2.67,100,9.27,58.17,1.96,8.5,0,1.96,4.58,57.52,4.58,3.27,0,8.5,26.14,0,3.29,22.37,23.68,50.66,0,4.61,17.11,28.95,49.34,42.48,35.95,14.38,5.88,2.61,9.8,18.95,67.97,0,0,0,102390534.25,3322802.53,59663776.66,96588338.15,77621697.08,46957982.88,15239381.45,5035250.78,4655268.86,55772947.19,102231468.08,58127917.42,9552774.28,4313326.26,26090020.9,313005183.58,14961959.97,46070156.84,0,16382571.24,38186949.22,360424420.06,12205952.36,31125745.25,0,46424438.56,179580059.86,0,21445947.45,105035059.59,187236521.56,303905368.97,0,17303421.82,97998160.72,194301727.74,308019587.29,244694217.13,213229958.16,128493876.26,30123493.88,8802016.94,44598565.91,108425527.45,455796787.27,0,0,0,16.26,0.53,9.47,15.34,12.33,7.46,2.42,0.8,0.74,8.86,16.23,9.23,1.52,0.68,4.14,49.7,2.38,7.32,0,2.6,6.06,57.23,1.94,4.94,0,7.37,28.52,0,3.41,16.68,29.73,48.26,0,2.75,15.56,30.85,48.91,38.86,33.86,20.4,4.78,1.4,7.08,17.22,72.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",522,"Spain","ESP","female","overall","2020-04-23",972,17337282.15,1.24,1.24,1.76,16.41,5.27,16.29,23.14,13.93,12.22,6.3,5.17,3.31,11.47,23.86,22.53,3.42,57.69,18.85,52.64,0.83,13.81,0.42,3.53,11.83,50.21,8.44,7,0,15.02,19.24,1.44,6.6,27.35,25.49,39.11,1.86,8.05,26.32,27.24,36.53,41.87,40.84,12.65,4.12,7.51,15.84,26.44,49.9,13871443.71,13592965.94,19355901.63,276974731.7,65250290.9,269537748.07,370894166.79,220762522.24,185743481.04,82394370.01,64280024.28,37910740.79,185867341.66,353477824.53,311881447.23,49846489.34,24444330.11,283271701.99,919159176.91,26322009.52,213716415.31,5086281.15,66000022.66,183249739.39,920377087,103141504.71,109678927.07,0,216921786.56,381503839.55,19291932.81,93913936.14,426495169.98,470700034.39,709161170.62,24315895.16,123858643.07,416787331.76,476956107.3,677644266.65,709463770.66,673623341.14,262224665.69,72321790.04,102112126.74,230109984.94,421259343.53,965887413.21,0.8,0.78,1.12,15.98,3.76,15.55,21.39,12.73,10.71,4.75,3.71,2.19,10.72,20.39,17.99,2.88,1.41,16.34,53.02,1.52,12.33,0.29,3.81,10.57,53.09,5.95,6.33,0,12.51,22,1.11,5.42,24.6,27.15,40.9,1.4,7.14,24.04,27.51,39.09,40.92,38.85,15.12,4.17,5.89,13.27,24.3,55.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",523,"Spain","ESP","male","18-34","2020-04-23",214,3943894.42,0.47,0,0.93,13.08,3.74,14.95,19.16,10.75,11.21,5.61,5.14,2.34,11.21,17.29,18.22,0.94,NA,28.64,50.94,1.42,22.07,1.42,3.76,24.77,41.59,15.89,6.54,0,21.96,14.02,0.93,4.21,23.83,19.16,51.87,1.87,6.54,21.03,29.44,41.12,28.04,41.12,19.16,11.68,9.81,13.55,24.3,52.34,1006829.1,0,2165297.79,43258267.77,12419024.16,57282364.8,72188329.45,38809069.17,36697873.73,18687314.31,17662753.56,7466031.75,39282184.4,69108688.19,65496902.77,7115776.13,0,115270958.6,204815399.93,5049675.44,84315531.55,5491487.02,14291042.29,91415606.47,168908081.5,63443622.53,22976893.66,0,74759850.94,64300993.63,5458531.89,19722742.59,81496555.4,74330995.18,213380617.21,13353106.72,28185354.09,65441396.42,114109968.76,173299616.26,99158911.99,160367050.59,79591562.93,55271916.75,30012875.76,57458241.64,93627956.82,213290368.05,0.26,0,0.55,10.97,3.15,14.52,18.3,9.84,9.3,4.74,4.48,1.89,9.96,17.52,16.61,1.8,0,29.23,51.93,1.28,21.38,1.39,3.62,23.18,42.83,16.09,5.83,0,18.96,16.3,1.38,5,20.66,18.85,54.1,3.39,7.15,16.59,28.93,43.94,25.14,40.66,20.18,14.01,7.61,14.57,23.74,54.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",524,"Spain","ESP","male","35-54","2020-04-23",380,6971928.96,0.79,1.32,1.58,15.3,4.49,9.74,16.84,9.23,6.07,3.17,2.37,1.58,7.39,13.46,20.53,2.39,25,34.83,61.21,2.66,23.08,0.79,3.7,21.05,52.37,10.79,8.68,0,17.63,10.53,0,2.11,19.47,22.89,55.53,0.79,2.89,15.79,26.05,54.47,31.05,50,15.79,3.16,6.32,13.16,24.47,56.05,5430009.88,9398256.33,10292461.86,107744356.67,32765627,65935097.12,121999481.2,65613067.68,38515338.14,25934552.4,15713593.55,13401433.42,56636746.42,101235798.94,145196643.96,17215615.05,1893701.34,257696795.01,453887476.91,17898514.66,146311603.67,4544425.72,25390808.25,152236287.97,386249816.25,73190643.85,59144768.2,0,117148086.4,61459581.52,0,13862201.19,141223891.03,151092058.82,391014745.18,7114036.17,22087746.63,101599967.75,189064155.01,377326990.66,223469129.98,358141842.89,98052264.62,17529658.73,45057893.68,88274073.32,176682040.47,387178888.75,0.78,1.35,1.48,15.45,4.7,9.46,17.5,9.41,5.52,3.72,2.25,1.92,8.12,14.52,20.83,2.47,0.27,36.96,65.1,2.57,20.99,0.65,3.64,21.84,55.4,10.5,8.48,0,16.8,8.82,0,1.99,20.26,21.67,56.08,1.02,3.17,14.57,27.12,54.12,32.05,51.37,14.06,2.51,6.46,12.66,25.34,55.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",525,"Spain","ESP","male","55+","2020-04-23",185,5432247.4,0,0,0,15.3,2.73,4.95,19.13,6.59,4.95,0,0,0.55,2.75,5.49,13.59,0.55,NA,16.2,67.39,4.42,11.05,0,1.1,11.89,48.65,11.89,6.49,0,16.22,16.22,0,0.54,11.41,17.39,70.65,0,1.63,13.59,22.28,62.5,28.11,42.7,17.3,11.35,1.62,9.19,21.08,67.57,0,0,0,92073414.06,13260920.39,19418110.76,119377158.32,40797234.08,32446832.9,0,0,4590891.07,14293310.14,33719442.5,80738332.36,1769543.84,0,60921999.49,357964970.32,18000775.82,45491191.33,0,4368316.48,49066369.92,243988183.07,75149954.43,34512897.56,0,68650138.5,119391113.84,0,2906656.01,57018280.49,70651805.91,409696288.16,0,7867037.63,56583232.67,123748146.34,352074613.92,170981398.41,224093274.98,84451046.32,60747310.85,4383113.99,55666994.6,102887592.24,377335329.73,0,0,0,16.95,2.44,3.57,21.98,7.51,5.97,0,0,0.85,2.63,6.21,14.86,0.33,0,11.21,65.9,3.31,8.37,0,0.8,9.03,44.91,13.83,6.35,0,12.64,21.98,0,0.54,10.5,13.01,75.42,0,1.45,10.42,22.78,64.81,31.48,41.25,15.55,11.18,0.81,10.25,18.94,69.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",526,"Spain","ESP","male","overall","2020-04-23",782,16452982.52,0.51,0.64,1.03,14.63,3.98,10.14,18.21,9,7.2,3.08,2.57,1.54,7.33,12.6,18.18,1.55,25,28.68,59.77,2.72,19.9,0.78,3.1,19.82,48.47,12.53,7.54,0,18.41,12.92,0.26,2.3,18.69,20.74,58,0.9,3.59,16.77,25.99,52.75,29.41,45.91,17.01,7.54,6.14,12.28,23.66,57.8,6436838.99,9398256.33,12457759.65,243076038.5,60138808.02,144181189.23,322510525.97,145219370.92,107660044.77,44621866.71,33376347.11,25458356.24,110212240.97,204063929.63,291431879.09,26100935.02,1893701.34,433889753.1,1018361083.61,40948965.93,276118326.55,10035912.75,44050167.02,292718264.36,800839317.28,219036541.36,116634559.43,0,260558075.84,246697305.54,5458531.89,36491599.79,279738726.92,299313712.91,1021343971.1,20467142.89,58140138.36,225317833.32,426922270.1,911499157.93,493609440.39,751547725.47,262094873.87,135094502.88,79453883.43,201399309.56,374890826,986602523.62,0.39,0.57,0.76,14.77,3.66,8.76,19.6,8.83,6.54,2.71,2.03,1.55,6.7,12.4,17.71,1.59,0.12,26.37,61.9,2.49,16.78,0.61,2.68,17.79,48.67,13.31,7.09,0,15.84,14.99,0.33,2.22,17,18.19,62.08,1.24,3.53,13.69,25.95,55.4,30,45.68,15.93,8.21,4.83,12.24,22.79,59.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",527,"Spain","ESP","overall","18-34","2020-04-23",567,8038474.01,1.76,1.23,1.94,14.99,5.11,16.58,24.51,12.52,13.76,6.35,6.53,2.82,11.82,21.16,24.34,2.65,25,20.39,49.2,0.71,15.6,0.89,4.07,18.34,42.5,11.82,8.29,0,18.87,18.52,1.76,5.47,28.4,25.22,39.15,2.29,7.76,26.98,29.81,33.16,35.45,41.8,16.58,6.17,9.52,15.87,25.75,48.85,10833661.78,7855224.62,11992130.47,107786802.19,40600661.23,142613651.18,193454552.94,90236351.52,105222869.34,48222347.04,49598874.5,20239351.64,95204715.43,156641698.89,182585714.43,20900492.24,4997609.7,180101258.01,406273362.52,7585014.32,140907491.24,8294197.37,42190169.05,148146901.83,351703351.09,100996973.8,61776295.98,0,136121001.73,153249778.09,16892491.12,42975372.5,224381884.39,189936146.1,329661506.58,26347720.2,64568466.87,198585096.49,237609343.46,276736773.67,267923595.43,329644607.24,139334374.51,66944823.51,67059590.91,136177550.89,205334647.33,395275611.56,1.35,0.98,1.49,13.41,5.05,17.74,24.07,11.23,13.09,6,6.17,2.52,11.84,19.49,22.71,2.6,0.62,22.4,50.54,0.94,17.53,1.03,5.25,18.43,43.75,12.56,7.69,0,16.93,19.06,2.1,5.35,27.91,23.63,41.01,3.28,8.03,24.7,29.56,34.43,33.33,41.01,17.33,8.33,8.34,16.94,25.54,49.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",528,"Spain","ESP","overall","35-54","2020-04-23",864,14104620.47,0.7,1.16,1.63,15.68,5.58,14.37,20.42,12.78,9.31,5.58,3.84,2.78,10.22,21.02,20.6,3.26,64.71,28.97,57.16,1.53,19.65,0.59,3.63,15.97,53.01,9.72,7.52,0,16.44,13.19,0.7,5.8,22.85,22.97,47.68,1.51,6.5,21.46,24.83,45.71,37.5,45.37,12.73,4.05,7.41,15.62,26.27,50.46,9474620.92,15135997.65,19821530.81,219726092.51,69849138.13,192047690.46,283315026.06,159968225.13,109227657.78,68689132.6,43474063.2,33883585.45,133574402.97,268173524.08,287142929.09,47156016.06,17027095.5,453502339.73,870871089.17,22599644.56,260903126.07,6827996.53,49180713.02,242033426.3,778674419.65,127442510.52,103484454.6,0,228520133.48,170235459.52,7857973.59,69172926.26,324466605.32,319777961.24,687158328.95,21980548.66,97073875.54,292075254.35,346927179.56,650376937.25,525888114.9,658868191.43,174699110,48131054.76,108660813.54,204316720.17,375880833.16,719382052.95,0.67,1.07,1.41,15.58,4.95,13.62,20.09,11.34,7.74,4.87,3.08,2.4,9.47,19.01,20.36,3.34,1.21,32.15,61.74,1.6,18.5,0.48,3.49,17.16,55.21,9.04,7.34,0,16.2,12.07,0.56,4.9,23,22.67,48.72,1.56,6.88,20.71,24.6,46.11,37.28,46.71,12.39,3.41,7.7,14.49,26.65,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
