"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR01",614331,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR02",555094,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR03",353124,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR04",165155,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR05",142312,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR06",1094579,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR07",324885,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR08",291678,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR09",157582,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR10",311720,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR11",365854,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR12",288364,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR13",2000550,0.0555555555555556,0.04,0,0,36,2,0.0555555555555556,0.04,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR14",699561,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR15",154135,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR16",364429,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR17",640803,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR18",319600,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR19",252235,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR21",538505,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR22",612383,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR23",127919,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR24",426607,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR25",542509,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR26",499313,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR27",603194,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR28",440291,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR29",929286,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR2A",145998,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR2B",168869,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR30",726285,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR31",1268370,0.02,0.02,0,0,50,1,0.02,0.02,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR32",195489,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR33",1479277,0.02,0.02,0,0,50,1,0.02,0.02,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR34",1062617,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR35",1015470,0.0541871921182266,0.0275,0.00738916256157635,0.00375,406,4,0.0541871921182266,0.0275,0.00738916256157635,0.00375
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR36",238261,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR37",605819,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR38",1233759,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR39",271973,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR40",397766,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR41",340729,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR42",766729,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR43",231877,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR44",1317685,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR45",674913,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR46",181232,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR47",342500,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR48",81281,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR49",808298,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR50",517121,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR51",579533,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR52",191004,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR53",317006,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR54",746502,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR55",200509,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR56",744663,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR57",1066667,0,0,0,0,20,1,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR58",226997,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR59",2617939,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR60",823668,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR61",301421,0,0,0,0,0,0,0,0,0,0
"FR",2020-10-20,64207050,0.142857142857143,0,21,1,0.00344385974199036,562,0.000116863691859444,562,0.00846560750428573,0.000112654193524885,"FR62",1489209,0,0,0,0,0,0,0,0,0,0
