"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR01",614331,0,0,NA,NA,25,2,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR02",555094,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR03",353124,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR04",165155,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR05",142312,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR06",1094579,0,0,NA,NA,280,2,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR07",324885,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR08",291678,0,0,NA,NA,100,1,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR09",157582,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR10",311720,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR11",365854,0.02,0.02,NA,NA,100,1,0.02,0.02,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR12",288364,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR13",2000550,0.0350877192982456,0.034,0,0,114,5,0.0350877192982456,0.034,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR14",699561,0,0,NA,NA,20,2,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR15",154135,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR16",364429,0.0857142857142857,0.133333333333333,NA,NA,35,2,0.0857142857142857,0.133333333333333,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR17",640803,0.0666666666666667,0.0666666666666667,NA,NA,30,1,0.0666666666666667,0.0666666666666667,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR18",319600,0,0,NA,NA,10,1,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR19",252235,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR21",538505,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR22",612383,0,0,NA,NA,60,2,0,0,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR23",127919,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR24",426607,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR25",542509,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR26",499313,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR27",603194,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR28",440291,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR29",929286,0.00699300699300699,0.005,NA,NA,143,4,0.00699300699300699,0.005,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR2A",145998,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR2B",168869,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR30",726285,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR31",1268370,0.0607287449392713,0.0414285714285714,0,0,247,7,0.0607287449392713,0.0414285714285714,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR32",195489,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR33",1479277,0.0212765957446809,0.0144444444444444,NA,NA,376,9,0.0212765957446809,0.0144444444444444,NA,NA
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR34",1062617,0.032967032967033,0.0518518518518519,0,0,182,9,0.032967032967033,0.0518518518518519,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR35",1015470,0.0351637764932563,0.038969387755102,0.00248138957816377,0.00166666666666667,2076,30,0.0351637764932563,0.038969387755102,0.00248138957816377,0.00166666666666667
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR36",238261,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR37",605819,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-07,64207050,0.0467071461933676,0,2141,30,0.0188445759698501,8203,7.40674181101236e-05,4196,0.0246115677378848,4.90432201972666e-05,"FR38",1233759,0.039039039039039,0.0454807692307692,NA,NA,333,8,0.039039039039039,0.0454807692307692,NA,NA
